Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)            I(VDD)      
4604     1.53141944e-08    2.24663068e-02    3.22521869e+00    5.33488805e+00   -1.74536206e-02   -5.00385101e-02
4605     1.53175277e-08   -8.07979688e-03    3.19520146e+00    5.35032871e+00   -1.38501329e-03   -4.98991122e-02
4606     1.53208611e-08   -3.55396927e-02    3.16851583e+00    5.36729830e+00    1.51265324e-02   -4.97427591e-02
4607     1.53241944e-08   -4.94246339e-02    3.15535812e+00    5.37935678e+00    2.58201225e-02   -4.96287531e-02
4608     1.53275277e-08   -4.44310448e-02    3.16074847e+00    5.38206756e+00    2.67776424e-02   -4.95989502e-02
4609     1.53308611e-08   -2.24663068e-02    3.18261329e+00    5.37445144e+00    1.76796155e-02   -4.96641790e-02
4610     1.53341944e-08    8.07979688e-03    3.21259021e+00    5.35928518e+00    1.86196770e-03   -4.98008531e-02
4611     1.53375277e-08    3.55396927e-02    3.23922935e+00    5.34223864e+00   -1.47548123e-02   -4.99579990e-02
4612     1.53408611e-08    4.94246339e-02    3.25235836e+00    5.32987828e+00   -2.57645284e-02   -5.00750381e-02
4613     1.53441944e-08    4.44310448e-02    3.24695653e+00    5.32707776e+00   -2.68124757e-02   -5.01057441e-02
4614     1.53475277e-08    2.24663068e-02    3.22507312e+00    5.33495992e+00   -1.74547395e-02   -5.00378642e-02
4615     1.53508611e-08   -8.07979688e-03    3.19505599e+00    5.35040057e+00   -1.38606433e-03   -4.98984663e-02
4616     1.53541944e-08   -3.55396927e-02    3.16837043e+00    5.36737033e+00    1.51257033e-02   -4.97421115e-02
4617     1.53575277e-08   -4.94246339e-02    3.15521278e+00    5.37942904e+00    2.58195700e-02   -4.96281032e-02
4618     1.53608611e-08   -4.44310448e-02    3.16060317e+00    5.38214000e+00    2.67773003e-02   -4.95982984e-02
4619     1.53641944e-08   -2.24663068e-02    3.18246803e+00    5.37452393e+00    1.76793416e-02   -4.96635267e-02
4620     1.53675277e-08    8.07979688e-03    3.21244501e+00    5.35935756e+00    1.86161064e-03   -4.98002019e-02
4621     1.53708611e-08    3.55396927e-02    3.23908421e+00    5.34231079e+00   -1.47553638e-02   -4.99573499e-02
4622     1.53741944e-08    4.94246339e-02    3.25221332e+00    5.32995015e+00   -2.57653224e-02   -5.00743919e-02
4623     1.53775277e-08    4.44310448e-02    3.24681160e+00    5.32714936e+00   -2.68134847e-02   -5.01051006e-02
4624     1.53808611e-08    2.24663068e-02    3.22492828e+00    5.33503135e+00   -1.74558517e-02   -5.00372224e-02
4625     1.53841944e-08   -8.07979688e-03    3.19491125e+00    5.35047199e+00   -1.38710925e-03   -4.98978245e-02
4626     1.53875277e-08   -3.55396927e-02    3.16822577e+00    5.36744190e+00    1.51248788e-02   -4.97414681e-02
4627     1.53908611e-08   -4.94246339e-02    3.15506817e+00    5.37950084e+00    2.58190207e-02   -4.96274575e-02
4628     1.53941944e-08   -4.44310448e-02    3.16045861e+00    5.38221198e+00    2.67769605e-02   -4.95976509e-02
4629     1.53975277e-08   -2.24663068e-02    3.18232351e+00    5.37459596e+00    1.76790698e-02   -4.96628787e-02
4630     1.54008611e-08    8.07979688e-03    3.21230054e+00    5.35942949e+00    1.86125624e-03   -4.97995548e-02
4631     1.54041944e-08    3.55396927e-02    3.23893982e+00    5.34238250e+00   -1.47559114e-02   -4.99567051e-02
4632     1.54075277e-08    4.94246339e-02    3.25206902e+00    5.33002157e+00   -2.57661112e-02   -5.00737498e-02
4633     1.54108611e-08    4.44310448e-02    3.24666739e+00    5.32722050e+00   -2.68144874e-02   -5.01044613e-02
4634     1.54141944e-08    2.24663068e-02    3.22478419e+00    5.33510232e+00   -1.74569573e-02   -5.00365847e-02
4635     1.54175277e-08   -8.07979688e-03    3.19476725e+00    5.35054296e+00   -1.38814807e-03   -4.98971868e-02
4636     1.54208611e-08   -3.55396927e-02    3.16808184e+00    5.36751303e+00    1.51240592e-02   -4.97408288e-02
4637     1.54241944e-08   -4.94246339e-02    3.15492430e+00    5.37957219e+00    2.58184745e-02   -4.96268159e-02
4638     1.54275277e-08   -4.44310448e-02    3.16031478e+00    5.38228351e+00    2.67766227e-02   -4.95970075e-02
4639     1.54308611e-08   -2.24663068e-02    3.18217972e+00    5.37466754e+00    1.76787999e-02   -4.96622348e-02
4640     1.54341944e-08    8.07979688e-03    3.21215681e+00    5.35950096e+00    1.86090450e-03   -4.97989119e-02
4641     1.54375277e-08    3.55396927e-02    3.23879616e+00    5.34245375e+00   -1.47564551e-02   -4.99560644e-02
4642     1.54408611e-08    4.94246339e-02    3.25192545e+00    5.33009254e+00   -2.57668948e-02   -5.00731119e-02
4643     1.54441944e-08    4.44310448e-02    3.24652393e+00    5.32729120e+00   -2.68154837e-02   -5.01038260e-02
4644     1.54475277e-08    2.24663068e-02    3.22464082e+00    5.33517284e+00   -1.74580561e-02   -5.00359512e-02
4645     1.54508611e-08   -8.07979688e-03    3.19462397e+00    5.35061348e+00   -1.38918082e-03   -4.98965532e-02
4646     1.54541944e-08   -3.55396927e-02    3.16793865e+00    5.36758370e+00    1.51232442e-02   -4.97401936e-02
4647     1.54575277e-08   -4.94246339e-02    3.15478116e+00    5.37964310e+00    2.58179315e-02   -4.96261784e-02
4648     1.54608611e-08   -4.44310448e-02    3.16017168e+00    5.38235459e+00    2.67762871e-02   -4.95963682e-02
4649     1.54641944e-08   -2.24663068e-02    3.18203667e+00    5.37473867e+00    1.76785320e-02   -4.96615950e-02
4650     1.54675277e-08    8.07979688e-03    3.21201381e+00    5.35957199e+00    1.86055540e-03   -4.97982732e-02
4651     1.54708611e-08    3.55396927e-02    3.23865323e+00    5.34252456e+00   -1.47569949e-02   -4.99554278e-02
4652     1.54741944e-08    4.94246339e-02    3.25178261e+00    5.33016306e+00   -2.57676731e-02   -5.00724781e-02
4653     1.54775277e-08    4.44310448e-02    3.24638119e+00    5.32736145e+00   -2.68164738e-02   -5.01031949e-02
4654     1.54808611e-08    2.24663068e-02    3.22449818e+00    5.33524293e+00   -1.74591484e-02   -5.00353216e-02
4655     1.54841944e-08   -8.07979688e-03    3.19448143e+00    5.35068356e+00   -1.39020755e-03   -4.98959237e-02
4656     1.54875277e-08   -3.55396927e-02    3.16779618e+00    5.36765394e+00    1.51224338e-02   -4.97395625e-02
4657     1.54908611e-08   -4.94246339e-02    3.15463875e+00    5.37971356e+00    2.58173916e-02   -4.96255451e-02
4658     1.54941944e-08   -4.44310448e-02    3.16002931e+00    5.38242523e+00    2.67759535e-02   -4.95957330e-02
4659     1.54975277e-08   -2.24663068e-02    3.18189434e+00    5.37480935e+00    1.76782660e-02   -4.96609593e-02
4660     1.55008611e-08    8.07979688e-03    3.21187153e+00    5.35964257e+00    1.86020893e-03   -4.97976385e-02
4661     1.55041944e-08    3.55396927e-02    3.23851103e+00    5.34259492e+00   -1.47575309e-02   -4.99547952e-02
4662     1.55075277e-08    4.94246339e-02    3.25164049e+00    5.33023314e+00   -2.57684462e-02   -5.00718483e-02
4663     1.55108611e-08    4.44310448e-02    3.24623917e+00    5.32743127e+00   -2.68174576e-02   -5.01025677e-02
4664     1.55141944e-08    2.24663068e-02    3.22435627e+00    5.33531257e+00   -1.74602340e-02   -5.00346962e-02
4665     1.55175277e-08   -8.07979688e-03    3.19433961e+00    5.35075319e+00   -1.39122828e-03   -4.98952983e-02
4666     1.55208611e-08   -3.55396927e-02    3.16765444e+00    5.36772373e+00    1.51216281e-02   -4.97389355e-02
4667     1.55241944e-08   -4.94246339e-02    3.15449706e+00    5.37978357e+00    2.58168549e-02   -4.96249158e-02
4668     1.55275277e-08   -4.44310448e-02    3.15988766e+00    5.38249542e+00    2.67756221e-02   -4.95951020e-02
4669     1.55308611e-08   -2.24663068e-02    3.18175273e+00    5.37487959e+00    1.76780020e-02   -4.96603277e-02
4670     1.55341944e-08    8.07979688e-03    3.21172998e+00    5.35971271e+00    1.85986506e-03   -4.97970079e-02
4671     1.55375277e-08    3.55396927e-02    3.23836955e+00    5.34266485e+00   -1.47580631e-02   -4.99541668e-02
4672     1.55408611e-08    4.94246339e-02    3.25149910e+00    5.33030279e+00   -2.57692142e-02   -5.00712226e-02
4673     1.55441944e-08    4.44310448e-02    3.24609788e+00    5.32750064e+00   -2.68184353e-02   -5.01019446e-02
4674     1.55475277e-08    2.24663068e-02    3.22421508e+00    5.33538177e+00   -1.74613131e-02   -5.00340747e-02
4675     1.55508611e-08   -8.07979688e-03    3.19419851e+00    5.35082239e+00   -1.39224304e-03   -4.98946768e-02
4676     1.55541944e-08   -3.55396927e-02    3.16751341e+00    5.36779308e+00    1.51208271e-02   -4.97383125e-02
4677     1.55575277e-08   -4.94246339e-02    3.15435609e+00    5.37985315e+00    2.58163212e-02   -4.96242905e-02
4678     1.55608611e-08   -4.44310448e-02    3.15974673e+00    5.38256517e+00    2.67752927e-02   -4.95944749e-02
4679     1.55641944e-08   -2.24663068e-02    3.18161185e+00    5.37494939e+00    1.76777399e-02   -4.96597002e-02
4680     1.55675277e-08    8.07979688e-03    3.21158915e+00    5.35978241e+00    1.85952379e-03   -4.97963813e-02
4681     1.55708611e-08    3.55396927e-02    3.23822878e+00    5.34273433e+00   -1.47585914e-02   -4.99535423e-02
4682     1.55741944e-08    4.94246339e-02    3.25135842e+00    5.33037199e+00   -2.57699771e-02   -5.00706009e-02
4683     1.55775277e-08    4.44310448e-02    3.24595730e+00    5.32756958e+00   -2.68194068e-02   -5.01013255e-02
4684     1.55808611e-08    2.24663068e-02    3.22407460e+00    5.33545054e+00   -1.74623857e-02   -5.00334573e-02
4685     1.55841944e-08   -8.07979688e-03    3.19405813e+00    5.35089116e+00   -1.39325185e-03   -4.98940594e-02
4686     1.55875277e-08   -3.55396927e-02    3.16737310e+00    5.36786200e+00    1.51200306e-02   -4.97376935e-02
4687     1.55908611e-08   -4.94246339e-02    3.15421583e+00    5.37992229e+00    2.58157907e-02   -4.96236692e-02
4688     1.55941944e-08   -4.44310448e-02    3.15960652e+00    5.38263449e+00    2.67749655e-02   -4.95938519e-02
4689     1.55975277e-08   -2.24663068e-02    3.18147167e+00    5.37501875e+00    1.76774797e-02   -4.96590767e-02
4690     1.56008611e-08    8.07979688e-03    3.21144903e+00    5.35985168e+00    1.85918510e-03   -4.97957587e-02
4691     1.56041944e-08    3.55396927e-02    3.23808873e+00    5.34280338e+00   -1.47591160e-02   -4.99529219e-02
4692     1.56075277e-08    4.94246339e-02    3.25121846e+00    5.33044076e+00   -2.57707349e-02   -5.00699831e-02
4693     1.56108611e-08    4.44310448e-02    3.24581744e+00    5.32763809e+00   -2.68203721e-02   -5.01007104e-02
4694     1.56141944e-08    2.24663068e-02    3.22393484e+00    5.33551888e+00   -1.74634518e-02   -5.00328438e-02
4695     1.56175277e-08   -8.07979688e-03    3.19391846e+00    5.35095949e+00   -1.39425476e-03   -4.98934459e-02
4696     1.56208611e-08   -3.55396927e-02    3.16723351e+00    5.36793048e+00    1.51192387e-02   -4.97370784e-02
4697     1.56241944e-08   -4.94246339e-02    3.15407629e+00    5.37999099e+00    2.58152632e-02   -4.96230520e-02
4698     1.56275277e-08   -4.44310448e-02    3.15946702e+00    5.38270336e+00    2.67746402e-02   -4.95932329e-02
4699     1.56308611e-08   -2.24663068e-02    3.18133221e+00    5.37508767e+00    1.76772214e-02   -4.96584572e-02
4700     1.56341944e-08    8.07979688e-03    3.21130962e+00    5.35992050e+00    1.85884898e-03   -4.97951402e-02
4701     1.56375277e-08    3.55396927e-02    3.23794940e+00    5.34287199e+00   -1.47596369e-02   -4.99523054e-02
4702     1.56408611e-08    4.94246339e-02    3.25107921e+00    5.33050910e+00   -2.57714876e-02   -5.00693694e-02
4703     1.56441944e-08    4.44310448e-02    3.24567828e+00    5.32770616e+00   -2.68213314e-02   -5.01000992e-02
4704     1.56475277e-08    2.24663068e-02    3.22379579e+00    5.33558679e+00   -1.74645114e-02   -5.00322342e-02
4705     1.56508611e-08   -8.07979688e-03    3.19377950e+00    5.35102739e+00   -1.39525180e-03   -4.98928363e-02
4706     1.56541944e-08   -3.55396927e-02    3.16709462e+00    5.36799853e+00    1.51184514e-02   -4.97364674e-02
4707     1.56575277e-08   -4.94246339e-02    3.15393746e+00    5.38005926e+00    2.58147389e-02   -4.96224387e-02
4708     1.56608611e-08   -4.44310448e-02    3.15932823e+00    5.38277181e+00    2.67743171e-02   -4.95926178e-02
4709     1.56641944e-08   -2.24663068e-02    3.18119346e+00    5.37515616e+00    1.76769650e-02   -4.96578416e-02
4710     1.56675277e-08    8.07979688e-03    3.21117092e+00    5.35998890e+00    1.85851541e-03   -4.97945256e-02
4711     1.56708611e-08    3.55396927e-02    3.23781077e+00    5.34294017e+00   -1.47601540e-02   -4.99516929e-02
4712     1.56741944e-08    4.94246339e-02    3.25094067e+00    5.33057701e+00   -2.57722353e-02   -5.00687595e-02
4713     1.56775277e-08    4.44310448e-02    3.24553984e+00    5.32777381e+00   -2.68222846e-02   -5.00994920e-02
4714     1.56808611e-08    2.24663068e-02    3.22365744e+00    5.33565427e+00   -1.74655647e-02   -5.00316286e-02
4715     1.56841944e-08   -8.07979688e-03    3.19364124e+00    5.35109487e+00   -1.39624299e-03   -4.98922307e-02
4716     1.56875277e-08   -3.55396927e-02    3.16695644e+00    5.36806616e+00    1.51176686e-02   -4.97358602e-02
4717     1.56908611e-08   -4.94246339e-02    3.15379933e+00    5.38012710e+00    2.58142175e-02   -4.96218293e-02
4718     1.56941944e-08   -4.44310448e-02    3.15919014e+00    5.38283982e+00    2.67739960e-02   -4.95920067e-02
4719     1.56975277e-08   -2.24663068e-02    3.18105542e+00    5.37522423e+00    1.76767104e-02   -4.96572300e-02
4720     1.57008611e-08    8.07979688e-03    3.21103293e+00    5.36005686e+00    1.85818437e-03   -4.97939149e-02
4721     1.57041944e-08    3.55396927e-02    3.23767284e+00    5.34300793e+00   -1.47606675e-02   -4.99510843e-02
4722     1.57075277e-08    4.94246339e-02    3.25080283e+00    5.33064450e+00   -2.57729780e-02   -5.00681536e-02
4723     1.57108611e-08    4.44310448e-02    3.24540210e+00    5.32784104e+00   -2.68232317e-02   -5.00988886e-02
4724     1.57141944e-08    2.24663068e-02    3.22351980e+00    5.33572133e+00   -1.74666115e-02   -5.00310268e-02
4725     1.57175277e-08   -8.07979688e-03    3.19350369e+00    5.35116192e+00   -1.39722836e-03   -4.98916290e-02
4726     1.57208611e-08   -3.55396927e-02    3.16681896e+00    5.36813336e+00    1.51168904e-02   -4.97352569e-02
4727     1.57241944e-08   -4.94246339e-02    3.15366190e+00    5.38019452e+00    2.58136992e-02   -4.96212238e-02
4728     1.57275277e-08   -4.44310448e-02    3.15905275e+00    5.38290741e+00    2.67736769e-02   -4.95913995e-02
4729     1.57308611e-08   -2.24663068e-02    3.18091807e+00    5.37529186e+00    1.76764578e-02   -4.96566223e-02
4730     1.57341944e-08    8.07979688e-03    3.21089564e+00    5.36012440e+00    1.85785586e-03   -4.97933081e-02
4731     1.57375277e-08    3.55396927e-02    3.23753562e+00    5.34307526e+00   -1.47611772e-02   -4.99504796e-02
4732     1.57408611e-08    4.94246339e-02    3.25066569e+00    5.33071156e+00   -2.57737157e-02   -5.00675516e-02
4733     1.57441944e-08    4.44310448e-02    3.24526505e+00    5.32790784e+00   -2.68241729e-02   -5.00982891e-02
4734     1.57475277e-08    2.24663068e-02    3.22338285e+00    5.33578797e+00   -1.74676520e-02   -5.00304289e-02
4735     1.57508611e-08   -8.07979688e-03    3.19336684e+00    5.35122855e+00   -1.39820794e-03   -4.98910311e-02
4736     1.57541944e-08   -3.55396927e-02    3.16668218e+00    5.36820014e+00    1.51161166e-02   -4.97346576e-02
4737     1.57575277e-08   -4.94246339e-02    3.15352517e+00    5.38026151e+00    2.58131839e-02   -4.96206223e-02
4738     1.57608611e-08   -4.44310448e-02    3.15891606e+00    5.38297457e+00    2.67733599e-02   -4.95907962e-02
4739     1.57641944e-08   -2.24663068e-02    3.18078142e+00    5.37535907e+00    1.76762070e-02   -4.96560186e-02
4740     1.57675277e-08    8.07979688e-03    3.21075904e+00    5.36019152e+00    1.85752985e-03   -4.97927053e-02
4741     1.57708611e-08    3.55396927e-02    3.23739909e+00    5.34314217e+00   -1.47616833e-02   -4.99498788e-02
4742     1.57741944e-08    4.94246339e-02    3.25052924e+00    5.33077820e+00   -2.57744484e-02   -5.00669534e-02
4743     1.57775277e-08    4.44310448e-02    3.24512870e+00    5.32797422e+00   -2.68251081e-02   -5.00976934e-02
4744     1.57808611e-08    2.24663068e-02    3.22324660e+00    5.33585418e+00   -1.74686862e-02   -5.00298349e-02
4745     1.57841944e-08   -8.07979688e-03    3.19323068e+00    5.35129476e+00   -1.39918178e-03   -4.98904371e-02
4746     1.57875277e-08   -3.55396927e-02    3.16654609e+00    5.36826649e+00    1.51153472e-02   -4.97340620e-02
4747     1.57908611e-08   -4.94246339e-02    3.15338914e+00    5.38032808e+00    2.58126716e-02   -4.96200246e-02
4748     1.57941944e-08   -4.44310448e-02    3.15878007e+00    5.38304132e+00    2.67730449e-02   -4.95901968e-02
4749     1.57975277e-08   -2.24663068e-02    3.18064547e+00    5.37542586e+00    1.76759581e-02   -4.96554186e-02
4750     1.58008611e-08    8.07979688e-03    3.21062314e+00    5.36025822e+00    1.85720634e-03   -4.97921063e-02
4751     1.58041944e-08    3.55396927e-02    3.23726325e+00    5.34320866e+00   -1.47621857e-02   -4.99492818e-02
4752     1.58075277e-08    4.94246339e-02    3.25039349e+00    5.33084442e+00   -2.57751763e-02   -5.00663590e-02
4753     1.58108611e-08    4.44310448e-02    3.24499305e+00    5.32804019e+00   -2.68260374e-02   -5.00971016e-02
4754     1.58141944e-08    2.24663068e-02    3.22311105e+00    5.33591999e+00   -1.74697141e-02   -5.00292446e-02
4755     1.58175277e-08   -8.07979688e-03    3.19309521e+00    5.35136055e+00   -1.40014988e-03   -4.98898469e-02
4756     1.58208611e-08   -3.55396927e-02    3.16641069e+00    5.36833243e+00    1.51145824e-02   -4.97334703e-02
4757     1.58241944e-08   -4.94246339e-02    3.15325380e+00    5.38039424e+00    2.58121624e-02   -4.96194307e-02
4758     1.58275277e-08   -4.44310448e-02    3.15864477e+00    5.38310764e+00    2.67727319e-02   -4.95896012e-02
4759     1.58308611e-08   -2.24663068e-02    3.18051020e+00    5.37549223e+00    1.76757110e-02   -4.96548226e-02
4760     1.58341944e-08    8.07979688e-03    3.21048792e+00    5.36032449e+00    1.85688531e-03   -4.97915111e-02
4761     1.58375277e-08    3.55396927e-02    3.23712811e+00    5.34327473e+00   -1.47626846e-02   -4.99486886e-02
4762     1.58408611e-08    4.94246339e-02    3.25025843e+00    5.33091023e+00   -2.57758992e-02   -5.00657685e-02
4763     1.58441944e-08    4.44310448e-02    3.24485808e+00    5.32810574e+00   -2.68269607e-02   -5.00965136e-02
4764     1.58475277e-08    2.24663068e-02    3.22297618e+00    5.33598537e+00   -1.74707358e-02   -5.00286582e-02
4765     1.58508611e-08   -8.07979688e-03    3.19296043e+00    5.35142594e+00   -1.40111230e-03   -4.98892604e-02
4766     1.58541944e-08   -3.55396927e-02    3.16627598e+00    5.36839796e+00    1.51138219e-02   -4.97328824e-02
4767     1.58575277e-08   -4.94246339e-02    3.15311914e+00    5.38045998e+00    2.58116561e-02   -4.96188407e-02
4768     1.58608611e-08   -4.44310448e-02    3.15851015e+00    5.38317354e+00    2.67724208e-02   -4.95890095e-02
4769     1.58641944e-08   -2.24663068e-02    3.18037563e+00    5.37555819e+00    1.76754658e-02   -4.96542303e-02
4770     1.58675277e-08    8.07979688e-03    3.21035340e+00    5.36039035e+00    1.85656674e-03   -4.97909198e-02
4771     1.58708611e-08    3.55396927e-02    3.23699365e+00    5.34334039e+00   -1.47631798e-02   -4.99480993e-02
4772     1.58741944e-08    4.94246339e-02    3.25012405e+00    5.33097562e+00   -2.57766173e-02   -5.00651817e-02
4773     1.58775277e-08    4.44310448e-02    3.24472380e+00    5.32817088e+00   -2.68278782e-02   -5.00959293e-02
4774     1.58808611e-08    2.24663068e-02    3.22284199e+00    5.33605035e+00   -1.74717513e-02   -5.00280755e-02
4775     1.58841944e-08   -8.07979688e-03    3.19282633e+00    5.35149091e+00   -1.40206905e-03   -4.98886778e-02
4776     1.58875277e-08   -3.55396927e-02    3.16614196e+00    5.36846307e+00    1.51130658e-02   -4.97322983e-02
4777     1.58908611e-08   -4.94246339e-02    3.15298516e+00    5.38052530e+00    2.58111527e-02   -4.96182544e-02
4778     1.58941944e-08   -4.44310448e-02    3.15837622e+00    5.38323904e+00    2.67721118e-02   -4.95884215e-02
4779     1.58975277e-08   -2.24663068e-02    3.18024173e+00    5.37562372e+00    1.76752224e-02   -4.96536419e-02
4780     1.59008611e-08    8.07979688e-03    3.21021955e+00    5.36045580e+00    1.85625061e-03   -4.97903322e-02
4781     1.59041944e-08    3.55396927e-02    3.23685987e+00    5.34340563e+00   -1.47636714e-02   -4.99475137e-02
4782     1.59075277e-08    4.94246339e-02    3.24999036e+00    5.33104061e+00   -2.57773306e-02   -5.00645987e-02
4783     1.59108611e-08    4.44310448e-02    3.24459020e+00    5.32823561e+00   -2.68287899e-02   -5.00953488e-02
4784     1.59141944e-08    2.24663068e-02    3.22270849e+00    5.33611492e+00   -1.74727606e-02   -5.00274965e-02
4785     1.59175277e-08   -8.07979688e-03    3.19269291e+00    5.35155547e+00   -1.40302016e-03   -4.98880989e-02
4786     1.59208611e-08   -3.55396927e-02    3.16600861e+00    5.36852778e+00    1.51123141e-02   -4.97317179e-02
4787     1.59241944e-08   -4.94246339e-02    3.15285187e+00    5.38059022e+00    2.58106523e-02   -4.96176719e-02
4788     1.59275277e-08   -4.44310448e-02    3.15824296e+00    5.38330412e+00    2.67718048e-02   -4.95878373e-02
4789     1.59308611e-08   -2.24663068e-02    3.18010852e+00    5.37568885e+00    1.76749808e-02   -4.96530572e-02
4790     1.59341944e-08    8.07979688e-03    3.21008639e+00    5.36052084e+00    1.85593692e-03   -4.97897484e-02
4791     1.59375277e-08    3.55396927e-02    3.23672678e+00    5.34347047e+00   -1.47641595e-02   -4.99469319e-02
4792     1.59408611e-08    4.94246339e-02    3.24985735e+00    5.33110518e+00   -2.57780390e-02   -5.00640195e-02
4793     1.59441944e-08    4.44310448e-02    3.24445728e+00    5.32829994e+00   -2.68296958e-02   -5.00947720e-02
4794     1.59475277e-08    2.24663068e-02    3.22257566e+00    5.33617909e+00   -1.74737638e-02   -5.00269213e-02
4795     1.59508611e-08   -8.07979688e-03    3.19256017e+00    5.35161963e+00   -1.40396567e-03   -4.98875237e-02
4796     1.59541944e-08   -3.55396927e-02    3.16587594e+00    5.36859208e+00    1.51115668e-02   -4.97311412e-02
4797     1.59575277e-08   -4.94246339e-02    3.15271925e+00    5.38065472e+00    2.58101549e-02   -4.96170931e-02
4798     1.59608611e-08   -4.44310448e-02    3.15811038e+00    5.38336879e+00    2.67714997e-02   -4.95872569e-02
4799     1.59641944e-08   -2.24663068e-02    3.17997598e+00    5.37575357e+00    1.76747410e-02   -4.96524763e-02
4800     1.59675277e-08    8.07979688e-03    3.20995390e+00    5.36058547e+00    1.85562566e-03   -4.97891683e-02
4801     1.59708611e-08    3.55396927e-02    3.23659435e+00    5.34353490e+00   -1.47646441e-02   -4.99463538e-02
4802     1.59741944e-08    4.94246339e-02    3.24972501e+00    5.33116936e+00   -2.57787427e-02   -5.00634439e-02
4803     1.59775277e-08    4.44310448e-02    3.24432503e+00    5.32836386e+00   -2.68305960e-02   -5.00941989e-02
4804     1.59808611e-08    2.24663068e-02    3.22244351e+00    5.33624285e+00   -1.74747609e-02   -5.00263498e-02
4805     1.59841944e-08   -8.07979688e-03    3.19242811e+00    5.35168338e+00   -1.40490561e-03   -4.98869521e-02
4806     1.59875277e-08   -3.55396927e-02    3.16574395e+00    5.36865597e+00    1.51108238e-02   -4.97305683e-02
4807     1.59908611e-08   -4.94246339e-02    3.15258731e+00    5.38071883e+00    2.58096603e-02   -4.96165181e-02
4808     1.59941944e-08   -4.44310448e-02    3.15797848e+00    5.38343306e+00    2.67711966e-02   -4.95866802e-02
4809     1.59975277e-08   -2.24663068e-02    3.17984411e+00    5.37581789e+00    1.76745030e-02   -4.96518991e-02
4810     1.60008611e-08    8.07979688e-03    3.20982208e+00    5.36064970e+00    1.85531679e-03   -4.97885920e-02
4811     1.60041944e-08    3.55396927e-02    3.23646260e+00    5.34359893e+00   -1.47651251e-02   -4.99457794e-02
4812     1.60075277e-08    4.94246339e-02    3.24959334e+00    5.33123312e+00   -2.57794416e-02   -5.00628721e-02
4813     1.60108611e-08    4.44310448e-02    3.24419346e+00    5.32842738e+00   -2.68314904e-02   -5.00936295e-02
4814     1.60141944e-08    2.24663068e-02    3.22231203e+00    5.33630621e+00   -1.74757518e-02   -5.00257819e-02
4815     1.60175277e-08   -8.07979688e-03    3.19229671e+00    5.35174673e+00   -1.40584000e-03   -4.98863843e-02
4816     1.60208611e-08   -3.55396927e-02    3.16561262e+00    5.36871947e+00    1.51100851e-02   -4.97299990e-02
4817     1.60241944e-08   -4.94246339e-02    3.15245604e+00    5.38078253e+00    2.58091687e-02   -4.96159467e-02
4818     1.60275277e-08   -4.44310448e-02    3.15784724e+00    5.38349692e+00    2.67708954e-02   -4.95861072e-02
4819     1.60308611e-08   -2.24663068e-02    3.17971292e+00    5.37588180e+00    1.76742668e-02   -4.96513256e-02
4820     1.60341944e-08    8.07979688e-03    3.20969094e+00    5.36071352e+00    1.85501032e-03   -4.97880194e-02
4821     1.60375277e-08    3.55396927e-02    3.23633152e+00    5.34366255e+00   -1.47656027e-02   -4.99452087e-02
4822     1.60408611e-08    4.94246339e-02    3.24946234e+00    5.33129649e+00   -2.57801358e-02   -5.00623039e-02
4823     1.60441944e-08    4.44310448e-02    3.24406255e+00    5.32849050e+00   -2.68323791e-02   -5.00930637e-02
4824     1.60475277e-08    2.24663068e-02    3.22218121e+00    5.33636917e+00   -1.74767368e-02   -5.00252177e-02
4825     1.60508611e-08   -8.07979688e-03    3.19216598e+00    5.35180969e+00   -1.40676888e-03   -4.98858201e-02
4826     1.60541944e-08   -3.55396927e-02    3.16548196e+00    5.36878256e+00    1.51093507e-02   -4.97294334e-02
4827     1.60575277e-08   -4.94246339e-02    3.15232543e+00    5.38084583e+00    2.58086800e-02   -4.96153790e-02
4828     1.60608611e-08   -4.44310448e-02    3.15771667e+00    5.38356038e+00    2.67705962e-02   -4.95855378e-02
4829     1.60641944e-08   -2.24663068e-02    3.17958239e+00    5.37594531e+00    1.76740324e-02   -4.96507557e-02
4830     1.60675277e-08    8.07979688e-03    3.20956046e+00    5.36077694e+00    1.85470623e-03   -4.97874504e-02
4831     1.60708611e-08    3.55396927e-02    3.23620111e+00    5.34372578e+00   -1.47660768e-02   -4.99446417e-02
4832     1.60741944e-08    4.94246339e-02    3.24933200e+00    5.33135947e+00   -2.57808253e-02   -5.00617393e-02
4833     1.60775277e-08    4.44310448e-02    3.24393230e+00    5.32855323e+00   -2.68332621e-02   -5.00925016e-02
4834     1.60808611e-08    2.24663068e-02    3.22205106e+00    5.33643174e+00   -1.74777158e-02   -5.00246571e-02
4835     1.60841944e-08   -8.07979688e-03    3.19203592e+00    5.35187225e+00   -1.40769227e-03   -4.98852595e-02
4836     1.60875277e-08   -3.55396927e-02    3.16535197e+00    5.36884526e+00    1.51086205e-02   -4.97288714e-02
4837     1.60908611e-08   -4.94246339e-02    3.15219548e+00    5.38090873e+00    2.58081941e-02   -4.96148150e-02
4838     1.60941944e-08   -4.44310448e-02    3.15758677e+00    5.38362345e+00    2.67702989e-02   -4.95849721e-02
4839     1.60975277e-08   -2.24663068e-02    3.17945252e+00    5.37600842e+00    1.76737997e-02   -4.96501895e-02
