Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)            I(VDD)      
1412     4.67419440e-09    4.94246339e-02    3.36766235e+00    5.26025607e+00   -2.50395952e-02   -5.07136081e-02
1413     4.67752774e-09    4.44310448e-02    3.36217933e+00    5.25767096e+00   -2.59258637e-02   -5.07422008e-02
1414     4.68086107e-09    2.24663068e-02    3.34021354e+00    5.26567549e+00   -1.65069049e-02   -5.06731383e-02
1415     4.68419440e-09   -8.07979690e-03    3.31012243e+00    5.28109962e+00   -5.15367019e-04   -5.05339426e-02
1416     4.68752774e-09   -3.55396928e-02    3.28337883e+00    5.29792940e+00    1.58047690e-02   -5.03790166e-02
1417     4.69086107e-09   -4.94246339e-02    3.27018025e+00    5.30980414e+00    2.62767919e-02   -5.02668684e-02
1418     4.69419440e-09   -4.44310448e-02    3.27554021e+00    5.31238386e+00    2.70780153e-02   -5.02383913e-02
1419     4.69752774e-09   -2.24663068e-02    3.29737403e+00    5.30475159e+00    1.79449762e-02   -5.03037971e-02
1420     4.70086107e-09    8.07979690e-03    3.32730941e+00    5.28969322e+00    2.21462241e-03   -5.04394131e-02
1421     4.70419440e-09    3.55396928e-02    3.35389164e+00    5.27284635e+00   -1.42316801e-02   -5.05945907e-02
1422     4.70752774e-09    4.94246339e-02    3.36694925e+00    5.26072460e+00   -2.50442371e-02   -5.07092794e-02
1423     4.71086107e-09    4.44310448e-02    3.36146672e+00    5.25813819e+00   -2.59314493e-02   -5.07378847e-02
1424     4.71419440e-09    2.24663068e-02    3.33950142e+00    5.26614202e+00   -1.65128168e-02   -5.06688291e-02
1425     4.71752774e-09   -8.07979690e-03    3.30941075e+00    5.28156626e+00   -5.20786016e-04   -5.05296320e-02
1426     4.72086107e-09   -3.55396928e-02    3.28266750e+00    5.29839687e+00    1.58004966e-02   -5.03746976e-02
1427     4.72419440e-09   -4.94246339e-02    3.26946917e+00    5.31027267e+00    2.62738204e-02   -5.02625387e-02
1428     4.72752774e-09   -4.44310448e-02    3.27482933e+00    5.31285312e+00    2.70759497e-02   -5.02340541e-02
1429     4.73086107e-09   -2.24663068e-02    3.29666334e+00    5.30522091e+00    1.79431012e-02   -5.02994592e-02
1430     4.73419440e-09    8.07979690e-03    3.32659898e+00    5.29016187e+00    2.21221327e-03   -5.04350818e-02
1431     4.73752774e-09    3.55396928e-02    3.35318155e+00    5.27331377e+00   -1.42351186e-02   -5.05902715e-02
1432     4.74086107e-09    4.94246339e-02    3.36623960e+00    5.26119057e+00   -2.50488552e-02   -5.07049745e-02
1433     4.74419440e-09    4.44310448e-02    3.36075755e+00    5.25860289e+00   -2.59370072e-02   -5.07335923e-02
1434     4.74752774e-09    2.24663068e-02    3.33879274e+00    5.26660600e+00   -1.65187000e-02   -5.06645436e-02
1435     4.75086107e-09   -8.07979690e-03    3.30870252e+00    5.28203036e+00   -5.26178777e-04   -5.05253451e-02
1436     4.75419440e-09   -3.55396928e-02    3.28195962e+00    5.29886179e+00    1.57962454e-02   -5.03704023e-02
1437     4.75752774e-09   -4.94246339e-02    3.26876154e+00    5.31073865e+00    2.62708646e-02   -5.02582328e-02
1438     4.76086107e-09   -4.44310448e-02    3.27412188e+00    5.31331984e+00    2.70738960e-02   -5.02297407e-02
1439     4.76419440e-09   -2.24663068e-02    3.29595609e+00    5.30568768e+00    1.79412374e-02   -5.02951451e-02
1440     4.76752774e-09    8.07979690e-03    3.32589199e+00    5.29062796e+00    2.20981788e-03   -5.04307744e-02
1441     4.77086107e-09    3.55396928e-02    3.35247491e+00    5.27377865e+00   -1.42385387e-02   -5.05859760e-02
1442     4.77419440e-09    4.94246339e-02    3.36553338e+00    5.26165401e+00   -2.50534496e-02   -5.07006932e-02
1443     4.77752774e-09    4.44310448e-02    3.36005182e+00    5.25906505e+00   -2.59425374e-02   -5.07293236e-02
1444     4.78086107e-09    2.24663068e-02    3.33808750e+00    5.26706747e+00   -1.65245545e-02   -5.06602816e-02
1445     4.78419440e-09   -8.07979690e-03    3.30799771e+00    5.28249194e+00   -5.31545400e-04   -5.05210818e-02
1446     4.78752774e-09   -3.55396928e-02    3.28125516e+00    5.29932418e+00    1.57920153e-02   -5.03661306e-02
1447     4.79086107e-09   -4.94246339e-02    3.26805733e+00    5.31120209e+00    2.62679244e-02   -5.02539505e-02
1448     4.79419440e-09   -4.44310448e-02    3.27341786e+00    5.31378401e+00    2.70718543e-02   -5.02254510e-02
1449     4.79752774e-09   -2.24663068e-02    3.29525227e+00    5.30615192e+00    1.79393849e-02   -5.02908547e-02
1450     4.80086107e-09    8.07979690e-03    3.32518842e+00    5.29109153e+00    2.20743617e-03   -5.04264905e-02
1451     4.80419440e-09    3.55396928e-02    3.35177168e+00    5.27424100e+00   -1.42419405e-02   -5.05817041e-02
1452     4.80752774e-09    4.94246339e-02    3.36483058e+00    5.26211492e+00   -2.50580204e-02   -5.06964355e-02
1453     4.81086107e-09    4.44310448e-02    3.35934949e+00    5.25952470e+00   -2.59480401e-02   -5.07250782e-02
1454     4.81419440e-09    2.24663068e-02    3.33738566e+00    5.26752641e+00   -1.65303804e-02   -5.06560430e-02
1455     4.81752774e-09   -8.07979690e-03    3.30729632e+00    5.28295100e+00   -5.36885984e-04   -5.05168419e-02
1456     4.82086107e-09   -3.55396928e-02    3.28055411e+00    5.29978406e+00    1.57878062e-02   -5.03618824e-02
1457     4.82419440e-09   -4.94246339e-02    3.26735653e+00    5.31166301e+00    2.62649998e-02   -5.02496916e-02
1458     4.82752774e-09   -4.44310448e-02    3.27271725e+00    5.31424566e+00    2.70698245e-02   -5.02211848e-02
1459     4.83086107e-09   -2.24663068e-02    3.29455184e+00    5.30661363e+00    1.79375436e-02   -5.02865878e-02
1460     4.83419440e-09    8.07979690e-03    3.32448825e+00    5.29155257e+00    2.20506811e-03   -5.04222302e-02
1461     4.83752774e-09    3.55396928e-02    3.35107185e+00    5.27470084e+00   -1.42453240e-02   -5.05774557e-02
1462     4.84086107e-09    4.94246339e-02    3.36413118e+00    5.26257333e+00   -2.50625678e-02   -5.06922011e-02
1463     4.84419440e-09    4.44310448e-02    3.35865057e+00    5.25998185e+00   -2.59535155e-02   -5.07208563e-02
1464     4.84752774e-09    2.24663068e-02    3.33668722e+00    5.26798286e+00   -1.65361780e-02   -5.06518278e-02
1465     4.85086107e-09   -8.07979690e-03    3.30659831e+00    5.28340756e+00   -5.42200630e-04   -5.05126253e-02
1466     4.85419440e-09   -3.55396928e-02    3.27985645e+00    5.30024142e+00    1.57836181e-02   -5.03576575e-02
1467     4.85752774e-09   -4.94246339e-02    3.26665912e+00    5.31212142e+00    2.62620907e-02   -5.02454562e-02
1468     4.86086107e-09   -4.44310448e-02    3.27202002e+00    5.31470480e+00    2.70678065e-02   -5.02169420e-02
1469     4.86419440e-09   -2.24663068e-02    3.29385481e+00    5.30707282e+00    1.79357134e-02   -5.02823444e-02
1470     4.86752774e-09    8.07979690e-03    3.32379147e+00    5.29201111e+00    2.20271363e-03   -5.04179932e-02
1471     4.87086107e-09    3.55396928e-02    3.35037541e+00    5.27515817e+00   -1.42486893e-02   -5.05732306e-02
1472     4.87419440e-09    4.94246339e-02    3.36343516e+00    5.26302924e+00   -2.50670919e-02   -5.06879900e-02
1473     4.87752774e-09    4.44310448e-02    3.35795503e+00    5.26043650e+00   -2.59589636e-02   -5.07166575e-02
1474     4.88086107e-09    2.24663068e-02    3.33599217e+00    5.26843682e+00   -1.65419473e-02   -5.06476357e-02
1475     4.88419440e-09   -8.07979690e-03    3.30590369e+00    5.28386163e+00   -5.47489439e-04   -5.05084319e-02
1476     4.88752774e-09   -3.55396928e-02    3.27916217e+00    5.30069630e+00    1.57794508e-02   -5.03534559e-02
1477     4.89086107e-09   -4.94246339e-02    3.26596508e+00    5.31257734e+00    2.62591971e-02   -5.02412441e-02
1478     4.89419440e-09   -4.44310448e-02    3.27132617e+00    5.31516144e+00    2.70658004e-02   -5.02127225e-02
1479     4.89752774e-09   -2.24663068e-02    3.29316115e+00    5.30752952e+00    1.79338945e-02   -5.02781242e-02
1480     4.90086107e-09    8.07979690e-03    3.32309806e+00    5.29246714e+00    2.20037269e-03   -5.04137795e-02
1481     4.90419440e-09    3.55396928e-02    3.34968234e+00    5.27561301e+00   -1.42520366e-02   -5.05690287e-02
1482     4.90752774e-09    4.94246339e-02    3.36274251e+00    5.26348267e+00   -2.50715927e-02   -5.06838021e-02
1483     4.91086107e-09    4.44310448e-02    3.35726285e+00    5.26088868e+00   -2.59643846e-02   -5.07124818e-02
1484     4.91419440e-09    2.24663068e-02    3.33530047e+00    5.26888831e+00   -1.65476884e-02   -5.06434667e-02
1485     4.91752774e-09   -8.07979690e-03    3.30521243e+00    5.28431323e+00   -5.52752511e-04   -5.05042615e-02
1486     4.92086107e-09   -3.55396928e-02    3.27847125e+00    5.30114870e+00    1.57753043e-02   -5.03492774e-02
1487     4.92419440e-09   -4.94246339e-02    3.26527440e+00    5.31303077e+00    2.62563190e-02   -5.02370551e-02
1488     4.92752774e-09   -4.44310448e-02    3.27063568e+00    5.31561560e+00    2.70638061e-02   -5.02085262e-02
1489     4.93086107e-09   -2.24663068e-02    3.29247085e+00    5.30798374e+00    1.79320866e-02   -5.02739272e-02
1490     4.93419440e-09    8.07979690e-03    3.32240800e+00    5.29292070e+00    2.19804522e-03   -5.04095890e-02
1491     4.93752774e-09    3.55396928e-02    3.34899262e+00    5.27606538e+00   -1.42553658e-02   -5.05648499e-02
1492     4.94086107e-09    4.94246339e-02    3.36205321e+00    5.26393363e+00   -2.50760705e-02   -5.06796371e-02
1493     4.94419440e-09    4.44310448e-02    3.35657403e+00    5.26133839e+00   -2.59697786e-02   -5.07083291e-02
1494     4.94752774e-09    2.24663068e-02    3.33461212e+00    5.26933733e+00   -1.65534015e-02   -5.06393207e-02
1495     4.95086107e-09   -8.07979690e-03    3.30452451e+00    5.28476236e+00   -5.57989950e-04   -5.05001141e-02
1496     4.95419440e-09   -3.55396928e-02    3.27778367e+00    5.30159864e+00    1.57711786e-02   -5.03451218e-02
1497     4.95752774e-09   -4.94246339e-02    3.26458706e+00    5.31348173e+00    2.62534563e-02   -5.02328891e-02
1498     4.96086107e-09   -4.44310448e-02    3.26994853e+00    5.31606728e+00    2.70618236e-02   -5.02043530e-02
1499     4.96419440e-09   -2.24663068e-02    3.29178389e+00    5.30843548e+00    1.79302898e-02   -5.02697532e-02
1500     4.96752774e-09    8.07979690e-03    3.32172129e+00    5.29337179e+00    2.19573118e-03   -5.04054215e-02
1501     4.97086107e-09    3.55396928e-02    3.34830624e+00    5.27651528e+00   -1.42586772e-02   -5.05606940e-02
1502     4.97419440e-09    4.94246339e-02    3.36136725e+00    5.26438213e+00   -2.50805252e-02   -5.06754951e-02
1503     4.97752774e-09    4.44310448e-02    3.35588854e+00    5.26178565e+00   -2.59751457e-02   -5.07041992e-02
1504     4.98086107e-09    2.24663068e-02    3.33392711e+00    5.26978390e+00   -1.65590866e-02   -5.06351974e-02
1505     4.98419440e-09   -8.07979690e-03    3.30383992e+00    5.28520905e+00   -5.63201857e-04   -5.04959896e-02
1506     4.98752774e-09   -3.55396928e-02    3.27709942e+00    5.30204612e+00    1.57670735e-02   -5.03409891e-02
1507     4.99086107e-09   -4.94246339e-02    3.26390306e+00    5.31393024e+00    2.62506090e-02   -5.02287461e-02
1508     4.99419440e-09   -4.44310448e-02    3.26926470e+00    5.31651650e+00    2.70598529e-02   -5.02002026e-02
1509     4.99752774e-09   -2.24663068e-02    3.29110025e+00    5.30888476e+00    1.79285041e-02   -5.02656022e-02
1510     5.00086107e-09    8.07979690e-03    3.32103790e+00    5.29382042e+00    2.19343051e-03   -5.04012768e-02
1511     5.00419440e-09    3.55396928e-02    3.34762319e+00    5.27696274e+00   -1.42619708e-02   -5.05565611e-02
1512     5.00752774e-09    4.94246339e-02    3.36068461e+00    5.26482818e+00   -2.50849571e-02   -5.06713758e-02
1513     5.01086107e-09    4.44310448e-02    3.35520636e+00    5.26223047e+00   -2.59804862e-02   -5.07000921e-02
1514     5.01419440e-09    2.24663068e-02    3.33324541e+00    5.27022804e+00   -1.65647440e-02   -5.06310969e-02
1515     5.01752774e-09   -8.07979690e-03    3.30315864e+00    5.28565329e+00   -5.68388336e-04   -5.04918877e-02
1516     5.02086107e-09   -3.55396928e-02    3.27641848e+00    5.30249116e+00    1.57629891e-02   -5.03368792e-02
1517     5.02419440e-09   -4.94246339e-02    3.26322236e+00    5.31437630e+00    2.62477770e-02   -5.02246258e-02
1518     5.02752774e-09   -4.44310448e-02    3.26858419e+00    5.31696328e+00    2.70578939e-02   -5.01960751e-02
1519     5.03086107e-09   -2.24663068e-02    3.29041992e+00    5.30933160e+00    1.79267294e-02   -5.02614740e-02
1520     5.03419440e-09    8.07979690e-03    3.32035782e+00    5.29426661e+00    2.19114314e-03   -5.03971550e-02
1521     5.03752774e-09    3.55396928e-02    3.34694343e+00    5.27740775e+00   -1.42652466e-02   -5.05524508e-02
1522     5.04086107e-09    4.94246339e-02    3.36000527e+00    5.26527181e+00   -2.50893661e-02   -5.06672793e-02
1523     5.04419440e-09    4.44310448e-02    3.35452749e+00    5.26267287e+00   -2.59858000e-02   -5.06960076e-02
1524     5.04752774e-09    2.24663068e-02    3.33256701e+00    5.27066976e+00   -1.65703738e-02   -5.06270189e-02
1525     5.05086107e-09   -8.07979690e-03    3.30248067e+00    5.28609512e+00   -5.73549489e-04   -5.04878085e-02
1526     5.05419440e-09   -3.55396928e-02    3.27574084e+00    5.30293377e+00    1.57589251e-02   -5.03327919e-02
1527     5.05752774e-09   -4.94246339e-02    3.26254495e+00    5.31481994e+00    2.62449602e-02   -5.02205282e-02
1528     5.06086107e-09   -4.44310448e-02    3.26790697e+00    5.31740762e+00    2.70559465e-02   -5.01919703e-02
1529     5.06419440e-09   -2.24663068e-02    3.28974288e+00    5.30977600e+00    1.79249656e-02   -5.02573685e-02
1530     5.06752774e-09    8.07979690e-03    3.31968102e+00    5.29471037e+00    2.18886903e-03   -5.03930558e-02
1531     5.07086107e-09    3.55396928e-02    3.34626697e+00    5.27785034e+00   -1.42685047e-02   -5.05483631e-02
1532     5.07419440e-09    4.94246339e-02    3.35932922e+00    5.26571301e+00   -2.50937526e-02   -5.06632052e-02
1533     5.07752774e-09    4.44310448e-02    3.35385190e+00    5.26311285e+00   -2.59910874e-02   -5.06919455e-02
1534     5.08086107e-09    2.24663068e-02    3.33189189e+00    5.27110906e+00   -1.65759760e-02   -5.06229634e-02
1535     5.08419440e-09   -8.07979690e-03    3.30180597e+00    5.28653453e+00   -5.78685421e-04   -5.04837517e-02
1536     5.08752774e-09   -3.55396928e-02    3.27506647e+00    5.30337397e+00    1.57548816e-02   -5.03287271e-02
1537     5.09086107e-09   -4.94246339e-02    3.26187083e+00    5.31526115e+00    2.62421588e-02   -5.02164531e-02
1538     5.09419440e-09   -4.44310448e-02    3.26723303e+00    5.31784954e+00    2.70540109e-02   -5.01878881e-02
1539     5.09752774e-09   -2.24663068e-02    3.28906913e+00    5.31021798e+00    1.79232128e-02   -5.02532856e-02
1540     5.10086107e-09    8.07979690e-03    3.31900751e+00    5.29515170e+00    2.18660811e-03   -5.03889792e-02
1541     5.10419440e-09    3.55396928e-02    3.34559379e+00    5.27829051e+00   -1.42717453e-02   -5.05442980e-02
1542     5.10752774e-09    4.94246339e-02    3.35865645e+00    5.26615181e+00   -2.50981164e-02   -5.06591536e-02
1543     5.11086107e-09    4.44310448e-02    3.35317959e+00    5.26355043e+00   -2.59963484e-02   -5.06879059e-02
1544     5.11419440e-09    2.24663068e-02    3.33122004e+00    5.27154597e+00   -1.65815508e-02   -5.06189303e-02
1545     5.11752774e-09   -8.07979690e-03    3.30113455e+00    5.28697154e+00   -5.83796236e-04   -5.04797173e-02
1546     5.12086107e-09   -3.55396928e-02    3.27439538e+00    5.30381177e+00    1.57508585e-02   -5.03246846e-02
1547     5.12419440e-09   -4.94246339e-02    3.26119997e+00    5.31569996e+00    2.62393724e-02   -5.02124005e-02
1548     5.12752774e-09   -4.44310448e-02    3.26656235e+00    5.31828905e+00    2.70520868e-02   -5.01838283e-02
1549     5.13086107e-09   -2.24663068e-02    3.28839863e+00    5.31065755e+00    1.79214709e-02   -5.02492251e-02
1550     5.13419440e-09    8.07979690e-03    3.31833726e+00    5.29559064e+00    2.18436033e-03   -5.03849250e-02
1551     5.13752774e-09    3.55396928e-02    3.34492386e+00    5.27872829e+00   -1.42749685e-02   -5.05402552e-02
1552     5.14086107e-09    4.94246339e-02    3.35798693e+00    5.26658822e+00   -2.51024579e-02   -5.06551243e-02
1553     5.14419440e-09    4.44310448e-02    3.35251053e+00    5.26398563e+00   -2.60015833e-02   -5.06838885e-02
1554     5.14752774e-09    2.24663068e-02    3.33055145e+00    5.27198049e+00   -1.65870983e-02   -5.06149194e-02
1555     5.15086107e-09   -8.07979690e-03    3.30046637e+00    5.28740617e+00   -5.88882038e-04   -5.04757051e-02
1556     5.15419440e-09   -3.55396928e-02    3.27372753e+00    5.30424717e+00    1.57468556e-02   -5.03206645e-02
1557     5.15752774e-09   -4.94246339e-02    3.26053236e+00    5.31613637e+00    2.62366012e-02   -5.02083701e-02
1558     5.16086107e-09   -4.44310448e-02    3.26589491e+00    5.31872617e+00    2.70501743e-02   -5.01797909e-02
1559     5.16419440e-09   -2.24663068e-02    3.28773138e+00    5.31109473e+00    1.79197398e-02   -5.02451870e-02
1560     5.16752774e-09    8.07979690e-03    3.31767025e+00    5.29602718e+00    2.18212562e-03   -5.03808931e-02
1561     5.17086107e-09    3.55396928e-02    3.34425718e+00    5.27916368e+00   -1.42781742e-02   -5.05362346e-02
1562     5.17419440e-09    4.94246339e-02    3.35732065e+00    5.26702224e+00   -2.51067770e-02   -5.06511172e-02
1563     5.17752774e-09    4.44310448e-02    3.35184471e+00    5.26441844e+00   -2.60067920e-02   -5.06798932e-02
1564     5.18086107e-09    2.24663068e-02    3.32988609e+00    5.27241263e+00   -1.65926186e-02   -5.06109306e-02
1565     5.18419440e-09   -8.07979690e-03    3.29980143e+00    5.28783843e+00   -5.93942934e-04   -5.04717150e-02
1566     5.18752774e-09   -3.55396928e-02    3.27306292e+00    5.30468021e+00    1.57428730e-02   -5.03166665e-02
1567     5.19086107e-09   -4.94246339e-02    3.25986798e+00    5.31657040e+00    2.62338451e-02   -5.02043620e-02
1568     5.19419440e-09   -4.44310448e-02    3.26523071e+00    5.31916090e+00    2.70482734e-02   -5.01757756e-02
1569     5.19752774e-09   -2.24663068e-02    3.28706736e+00    5.31152952e+00    1.79180195e-02   -5.02411711e-02
1570     5.20086107e-09    8.07979690e-03    3.31700647e+00    5.29646134e+00    2.17990393e-03   -5.03768834e-02
1571     5.20419440e-09    3.55396928e-02    3.34359372e+00    5.27959669e+00   -1.42813626e-02   -5.05322362e-02
1572     5.20752774e-09    4.94246339e-02    3.35665760e+00    5.26745390e+00   -2.51110740e-02   -5.06471322e-02
1573     5.21086107e-09    4.44310448e-02    3.35118211e+00    5.26484889e+00   -2.60119748e-02   -5.06759200e-02
1574     5.21419440e-09    2.24663068e-02    3.32922396e+00    5.27284242e+00   -1.65981120e-02   -5.06069638e-02
1575     5.21752774e-09   -8.07979690e-03    3.29913971e+00    5.28826832e+00   -5.98979027e-04   -5.04677470e-02
1576     5.22086107e-09   -3.55396928e-02    3.27240153e+00    5.30511087e+00    1.57389105e-02   -5.03126905e-02
1577     5.22419440e-09   -4.94246339e-02    3.25920682e+00    5.31700207e+00    2.62311040e-02   -5.02003759e-02
1578     5.22752774e-09   -4.44310448e-02    3.26456973e+00    5.31959326e+00    2.70463839e-02   -5.01717825e-02
1579     5.23086107e-09   -2.24663068e-02    3.28640656e+00    5.31196194e+00    1.79163100e-02   -5.02371773e-02
1580     5.23419440e-09    8.07979690e-03    3.31634590e+00    5.29689313e+00    2.17769520e-03   -5.03728958e-02
1581     5.23752774e-09    3.55396928e-02    3.34293348e+00    5.28002734e+00   -1.42845338e-02   -5.05282599e-02
1582     5.24086107e-09    4.94246339e-02    3.35599776e+00    5.26788320e+00   -2.51153488e-02   -5.06431692e-02
1583     5.24419440e-09    4.44310448e-02    3.35052273e+00    5.26527700e+00   -2.60171318e-02   -5.06719687e-02
1584     5.24752774e-09    2.24663068e-02    3.32856503e+00    5.27326986e+00   -1.66035784e-02   -5.06030189e-02
1585     5.25086107e-09   -8.07979690e-03    3.29848120e+00    5.28869586e+00   -6.03990425e-04   -5.04638008e-02
1586     5.25419440e-09   -3.55396928e-02    3.27174334e+00    5.30553919e+00    1.57349681e-02   -5.03087365e-02
1587     5.25752774e-09   -4.94246339e-02    3.25854887e+00    5.31743137e+00    2.62283779e-02   -5.01964118e-02
1588     5.26086107e-09   -4.44310448e-02    3.26391195e+00    5.32002326e+00    2.70445060e-02   -5.01678114e-02
1589     5.26419440e-09   -2.24663068e-02    3.28574896e+00    5.31239201e+00    1.79146112e-02   -5.02332054e-02
1590     5.26752774e-09    8.07979690e-03    3.31568854e+00    5.29732257e+00    2.17549935e-03   -5.03689301e-02
1591     5.27086107e-09    3.55396928e-02    3.34227644e+00    5.28045564e+00   -1.42876879e-02   -5.05243054e-02
1592     5.27419440e-09    4.94246339e-02    3.35534112e+00    5.26831015e+00   -2.51196017e-02   -5.06392280e-02
1593     5.27752774e-09    4.44310448e-02    3.34986654e+00    5.26570276e+00   -2.60222630e-02   -5.06680391e-02
1594     5.28086107e-09    2.24663068e-02    3.32790929e+00    5.27369496e+00   -1.66090180e-02   -5.05990957e-02
1595     5.28419440e-09   -8.07979690e-03    3.29782587e+00    5.28912107e+00   -6.08977232e-04   -5.04598764e-02
1596     5.28752774e-09   -3.55396928e-02    3.27108834e+00    5.30596516e+00    1.57310457e-02   -5.03048042e-02
1597     5.29086107e-09   -4.94246339e-02    3.25789410e+00    5.31785834e+00    2.62256667e-02   -5.01924696e-02
1598     5.29419440e-09   -4.44310448e-02    3.26325735e+00    5.32045092e+00    2.70426394e-02   -5.01638621e-02
1599     5.29752774e-09   -2.24663068e-02    3.28509454e+00    5.31281972e+00    1.79129231e-02   -5.02292555e-02
1600     5.30086107e-09    8.07979690e-03    3.31503436e+00    5.29774966e+00    2.17331634e-03   -5.03649862e-02
1601     5.30419440e-09    3.55396928e-02    3.34162257e+00    5.28088160e+00   -1.42908250e-02   -5.05203727e-02
1602     5.30752774e-09    4.94246339e-02    3.35468765e+00    5.26873477e+00   -2.51238327e-02   -5.06353085e-02
1603     5.31086107e-09    4.44310448e-02    3.34921352e+00    5.26612619e+00   -2.60273687e-02   -5.06641313e-02
1604     5.31419440e-09    2.24663068e-02    3.32725673e+00    5.27411774e+00   -1.66144310e-02   -5.05951942e-02
1605     5.31752774e-09   -8.07979690e-03    3.29717372e+00    5.28954395e+00   -6.13939556e-04   -5.04559736e-02
1606     5.32086107e-09   -3.55396928e-02    3.27043651e+00    5.30638881e+00    1.57271431e-02   -5.03008937e-02
1607     5.32419440e-09   -4.94246339e-02    3.25724250e+00    5.31828297e+00    2.62229703e-02   -5.01885490e-02
1608     5.32752774e-09   -4.44310448e-02    3.26260593e+00    5.32087624e+00    2.70407842e-02   -5.01599346e-02
1609     5.33086107e-09   -2.24663068e-02    3.28444329e+00    5.31324511e+00    1.79112457e-02   -5.02253273e-02
1610     5.33419440e-09    8.07979690e-03    3.31438334e+00    5.29817442e+00    2.17114610e-03   -5.03610641e-02
1611     5.33752774e-09    3.55396928e-02    3.34097188e+00    5.28130524e+00   -1.42939450e-02   -5.05164617e-02
1612     5.34086107e-09    4.94246339e-02    3.35403735e+00    5.26915707e+00   -2.51280420e-02   -5.06314106e-02
1613     5.34419440e-09    4.44310448e-02    3.34856367e+00    5.26654732e+00   -2.60324489e-02   -5.06602450e-02
1614     5.34752774e-09    2.24663068e-02    3.32660734e+00    5.27453821e+00   -1.66198174e-02   -5.05913143e-02
1615     5.35086107e-09   -8.07979690e-03    3.29652473e+00    5.28996452e+00   -6.18877502e-04   -5.04520924e-02
1616     5.35419440e-09   -3.55396928e-02    3.26978784e+00    5.30681014e+00    1.57232604e-02   -5.02970047e-02
1617     5.35752774e-09   -4.94246339e-02    3.25659405e+00    5.31870529e+00    2.62202888e-02   -5.01846501e-02
1618     5.36086107e-09   -4.44310448e-02    3.26195766e+00    5.32129925e+00    2.70389403e-02   -5.01560287e-02
1619     5.36419440e-09   -2.24663068e-02    3.28379520e+00    5.31366817e+00    1.79095788e-02   -5.02214207e-02
1620     5.36752774e-09    8.07979690e-03    3.31373548e+00    5.29859686e+00    2.16898857e-03   -5.03571636e-02
1621     5.37086107e-09    3.55396928e-02    3.34032434e+00    5.28172656e+00   -1.42970483e-02   -5.05125723e-02
1622     5.37419440e-09    4.94246339e-02    3.35339021e+00    5.26957707e+00   -2.51322296e-02   -5.06275342e-02
1623     5.37752774e-09    4.44310448e-02    3.34791697e+00    5.26696613e+00   -2.60375039e-02   -5.06563802e-02
1624     5.38086107e-09    2.24663068e-02    3.32596109e+00    5.27495637e+00   -1.66251775e-02   -5.05874557e-02
1625     5.38419440e-09   -8.07979690e-03    3.29587888e+00    5.29038279e+00   -6.23791178e-04   -5.04482326e-02
1626     5.38752774e-09   -3.55396928e-02    3.26914231e+00    5.30722917e+00    1.57193974e-02   -5.02931372e-02
1627     5.39086107e-09   -4.94246339e-02    3.25594875e+00    5.31912529e+00    2.62176220e-02   -5.01807727e-02
1628     5.39419440e-09   -4.44310448e-02    3.26131253e+00    5.32171994e+00    2.70371077e-02   -5.01521444e-02
1629     5.39752774e-09   -2.24663068e-02    3.28315025e+00    5.31408892e+00    1.79079224e-02   -5.02175357e-02
1630     5.40086107e-09    8.07979690e-03    3.31309076e+00    5.29901700e+00    2.16684368e-03   -5.03532846e-02
1631     5.40419440e-09    3.55396928e-02    3.33967993e+00    5.28214558e+00   -1.43001347e-02   -5.05087043e-02
1632     5.40752774e-09    4.94246339e-02    3.35274619e+00    5.26999477e+00   -2.51363956e-02   -5.06236792e-02
1633     5.41086107e-09    4.44310448e-02    3.34727340e+00    5.26738266e+00   -2.60425336e-02   -5.06525367e-02
1634     5.41419440e-09    2.24663068e-02    3.32531796e+00    5.27537225e+00   -1.66305112e-02   -5.05836185e-02
1635     5.41752774e-09   -8.07979690e-03    3.29523616e+00    5.29079878e+00   -6.28680691e-04   -5.04443942e-02
1636     5.42086107e-09   -3.55396928e-02    3.26849991e+00    5.30764591e+00    1.57155541e-02   -5.02892910e-02
1637     5.42419440e-09   -4.94246339e-02    3.25530658e+00    5.31954301e+00    2.62149698e-02   -5.01769167e-02
1638     5.42752774e-09   -4.44310448e-02    3.26067053e+00    5.32213833e+00    2.70352864e-02   -5.01482814e-02
1639     5.43086107e-09   -2.24663068e-02    3.28250842e+00    5.31450737e+00    1.79062766e-02   -5.02136721e-02
1640     5.43419440e-09    8.07979690e-03    3.31244917e+00    5.29943484e+00    2.16471136e-03   -5.03494270e-02
1641     5.43752774e-09    3.55396928e-02    3.33903865e+00    5.28256231e+00   -1.43032044e-02   -5.05048576e-02
1642     5.44086107e-09    4.94246339e-02    3.35210530e+00    5.27041018e+00   -2.51405403e-02   -5.06198455e-02
1643     5.44419440e-09    4.44310448e-02    3.34663295e+00    5.26779691e+00   -2.60475382e-02   -5.06487144e-02
1644     5.44752774e-09    2.24663068e-02    3.32467796e+00    5.27578585e+00   -1.66358188e-02   -5.05798025e-02
1645     5.45086107e-09   -8.07979690e-03    3.29459656e+00    5.29121248e+00   -6.33546147e-04   -5.04405769e-02
1646     5.45419440e-09   -3.55396928e-02    3.26786062e+00    5.30806036e+00    1.57117303e-02   -5.02854660e-02
1647     5.45752774e-09   -4.94246339e-02    3.25466752e+00    5.31995844e+00    2.62123323e-02   -5.01730819e-02
