Index       TIME             V(BASE)           V(COLL)           V(OUT)            I(VDD)      
4435     1.46685504e-08    4.47602618e+00    9.98673316e+00   -1.37720318e-02   -1.77103520e-01
4436     1.46718837e-08    4.49717010e+00    9.98517141e+00   -1.43948786e-02   -1.77567549e-01
4437     1.46752170e-08    4.50183166e+00    9.98957286e+00   -9.20670676e-03   -1.77987545e-01
4438     1.46785504e-08    4.48821459e+00    9.99835530e+00   -1.13593806e-04   -1.78191466e-01
4439     1.46818837e-08    4.46150843e+00    1.00076906e+01    8.92786978e-03   -1.78096042e-01
4440     1.46852170e-08    4.43192256e+00    1.00136474e+01    1.41165720e-02   -1.77746326e-01
4441     1.46885504e-08    4.41077395e+00    1.00142143e+01    1.37544605e-02   -1.77286193e-01
4442     1.46918837e-08    4.40614260e+00    1.00096666e+01    8.46605246e-03   -1.76889103e-01
4443     1.46952170e-08    4.41978302e+00    1.00017890e+01    2.96397646e-04   -1.76695447e-01
4444     1.46985504e-08    4.44647340e+00    9.99315923e+00   -8.07416323e-03   -1.76774305e-01
4445     1.47018837e-08    4.47602618e+00    9.98673316e+00   -1.37720289e-02   -1.77103521e-01
4446     1.47052170e-08    4.49717010e+00    9.98517142e+00   -1.43948681e-02   -1.77567549e-01
4447     1.47085504e-08    4.50183166e+00    9.98957288e+00   -9.20669172e-03   -1.77987545e-01
4448     1.47118837e-08    4.48821459e+00    9.99835531e+00   -1.13580965e-04   -1.78191465e-01
4449     1.47152170e-08    4.46150844e+00    1.00076906e+01    8.92787400e-03   -1.78096042e-01
4450     1.47185504e-08    4.43192256e+00    1.00136474e+01    1.41165661e-02   -1.77746326e-01
4451     1.47218837e-08    4.41077395e+00    1.00142143e+01    1.37544484e-02   -1.77286193e-01
4452     1.47252170e-08    4.40614260e+00    1.00096666e+01    8.46603938e-03   -1.76889103e-01
4453     1.47285504e-08    4.41978302e+00    1.00017890e+01    2.96387579e-04   -1.76695448e-01
4454     1.47318837e-08    4.44647339e+00    9.99315922e+00   -8.07416770e-03   -1.76774305e-01
4455     1.47352170e-08    4.47602618e+00    9.98673316e+00   -1.37720259e-02   -1.77103522e-01
4456     1.47385504e-08    4.49717009e+00    9.98517143e+00   -1.43948575e-02   -1.77567550e-01
4457     1.47418837e-08    4.50183166e+00    9.98957289e+00   -9.20667668e-03   -1.77987545e-01
4458     1.47452170e-08    4.48821459e+00    9.99835533e+00   -1.13568121e-04   -1.78191465e-01
4459     1.47485504e-08    4.46150844e+00    1.00076906e+01    8.92787822e-03   -1.78096041e-01
4460     1.47518837e-08    4.43192256e+00    1.00136474e+01    1.41165603e-02   -1.77746325e-01
4461     1.47552170e-08    4.41077395e+00    1.00142143e+01    1.37544363e-02   -1.77286192e-01
4462     1.47585504e-08    4.40614260e+00    1.00096666e+01    8.46602631e-03   -1.76889103e-01
4463     1.47618837e-08    4.41978301e+00    1.00017890e+01    2.96377510e-04   -1.76695448e-01
4464     1.47652170e-08    4.44647339e+00    9.99315922e+00   -8.07417217e-03   -1.76774306e-01
4465     1.47685504e-08    4.47602617e+00    9.98673316e+00   -1.37720230e-02   -1.77103523e-01
4466     1.47718837e-08    4.49717009e+00    9.98517144e+00   -1.43948469e-02   -1.77567550e-01
4467     1.47752170e-08    4.50183166e+00    9.98957291e+00   -9.20666163e-03   -1.77987546e-01
4468     1.47785504e-08    4.48821459e+00    9.99835534e+00   -1.13555274e-04   -1.78191465e-01
4469     1.47818837e-08    4.46150844e+00    1.00076906e+01    8.92788244e-03   -1.78096041e-01
4470     1.47852170e-08    4.43192256e+00    1.00136474e+01    1.41165544e-02   -1.77746324e-01
4471     1.47885504e-08    4.41077395e+00    1.00142143e+01    1.37544241e-02   -1.77286192e-01
4472     1.47918837e-08    4.40614260e+00    1.00096666e+01    8.46601323e-03   -1.76889103e-01
4473     1.47952170e-08    4.41978301e+00    1.00017890e+01    2.96367439e-04   -1.76695449e-01
4474     1.47985504e-08    4.44647339e+00    9.99315921e+00   -8.07417665e-03   -1.76774307e-01
4475     1.48018837e-08    4.47602617e+00    9.98673316e+00   -1.37720201e-02   -1.77103523e-01
4476     1.48052170e-08    4.49717009e+00    9.98517145e+00   -1.43948364e-02   -1.77567551e-01
4477     1.48085504e-08    4.50183166e+00    9.98957292e+00   -9.20664658e-03   -1.77987546e-01
4478     1.48118837e-08    4.48821459e+00    9.99835536e+00   -1.13542425e-04   -1.78191465e-01
4479     1.48152170e-08    4.46150844e+00    1.00076906e+01    8.92788666e-03   -1.78096040e-01
4480     1.48185504e-08    4.43192256e+00    1.00136474e+01    1.41165486e-02   -1.77746324e-01
4481     1.48218837e-08    4.41077395e+00    1.00142143e+01    1.37544120e-02   -1.77286192e-01
4482     1.48252170e-08    4.40614260e+00    1.00096666e+01    8.46600014e-03   -1.76889103e-01
4483     1.48285504e-08    4.41978301e+00    1.00017890e+01    2.96357366e-04   -1.76695449e-01
4484     1.48318837e-08    4.44647339e+00    9.99315921e+00   -8.07418113e-03   -1.76774307e-01
4485     1.48352170e-08    4.47602617e+00    9.98673316e+00   -1.37720172e-02   -1.77103524e-01
4486     1.48385504e-08    4.49717009e+00    9.98517146e+00   -1.43948258e-02   -1.77567552e-01
4487     1.48418837e-08    4.50183166e+00    9.98957294e+00   -9.20663153e-03   -1.77987546e-01
4488     1.48452170e-08    4.48821459e+00    9.99835537e+00   -1.13529574e-04   -1.78191464e-01
4489     1.48485504e-08    4.46150844e+00    1.00076906e+01    8.92789088e-03   -1.78096039e-01
4490     1.48518837e-08    4.43192256e+00    1.00136474e+01    1.41165427e-02   -1.77746323e-01
4491     1.48552170e-08    4.41077396e+00    1.00142143e+01    1.37543999e-02   -1.77286191e-01
4492     1.48585504e-08    4.40614260e+00    1.00096666e+01    8.46598706e-03   -1.76889103e-01
4493     1.48618837e-08    4.41978301e+00    1.00017890e+01    2.96347292e-04   -1.76695450e-01
4494     1.48652170e-08    4.44647339e+00    9.99315920e+00   -8.07418560e-03   -1.76774308e-01
4495     1.48685504e-08    4.47602617e+00    9.98673317e+00   -1.37720143e-02   -1.77103525e-01
4496     1.48718837e-08    4.49717009e+00    9.98517147e+00   -1.43948152e-02   -1.77567552e-01
4497     1.48752170e-08    4.50183166e+00    9.98957295e+00   -9.20661648e-03   -1.77987546e-01
4498     1.48785504e-08    4.48821459e+00    9.99835538e+00   -1.13516720e-04   -1.78191464e-01
4499     1.48818837e-08    4.46150844e+00    1.00076906e+01    8.92789511e-03   -1.78096039e-01
4500     1.48852170e-08    4.43192256e+00    1.00136474e+01    1.41165369e-02   -1.77746322e-01
4501     1.48885504e-08    4.41077396e+00    1.00142143e+01    1.37543878e-02   -1.77286191e-01
4502     1.48918837e-08    4.40614260e+00    1.00096665e+01    8.46597397e-03   -1.76889103e-01
4503     1.48952170e-08    4.41978301e+00    1.00017890e+01    2.96337215e-04   -1.76695450e-01
4504     1.48985504e-08    4.44647339e+00    9.99315919e+00   -8.07419008e-03   -1.76774309e-01
4505     1.49018837e-08    4.47602617e+00    9.98673317e+00   -1.37720113e-02   -1.77103526e-01
4506     1.49052170e-08    4.49717009e+00    9.98517148e+00   -1.43948047e-02   -1.77567553e-01
4507     1.49085504e-08    4.50183166e+00    9.98957297e+00   -9.20660142e-03   -1.77987546e-01
4508     1.49118837e-08    4.48821459e+00    9.99835540e+00   -1.13503863e-04   -1.78191464e-01
4509     1.49152170e-08    4.46150844e+00    1.00076906e+01    8.92789933e-03   -1.78096038e-01
4510     1.49185504e-08    4.43192256e+00    1.00136474e+01    1.41165310e-02   -1.77746322e-01
4511     1.49218837e-08    4.41077396e+00    1.00142143e+01    1.37543756e-02   -1.77286191e-01
4512     1.49252170e-08    4.40614260e+00    1.00096665e+01    8.46596088e-03   -1.76889104e-01
4513     1.49285504e-08    4.41978301e+00    1.00017890e+01    2.96327136e-04   -1.76695450e-01
4514     1.49318837e-08    4.44647339e+00    9.99315919e+00   -8.07419456e-03   -1.76774310e-01
4515     1.49352170e-08    4.47602617e+00    9.98673317e+00   -1.37720084e-02   -1.77103526e-01
4516     1.49385504e-08    4.49717009e+00    9.98517149e+00   -1.43947941e-02   -1.77567553e-01
4517     1.49418837e-08    4.50183165e+00    9.98957298e+00   -9.20658636e-03   -1.77987547e-01
4518     1.49452170e-08    4.48821459e+00    9.99835541e+00   -1.13491004e-04   -1.78191463e-01
4519     1.49485504e-08    4.46150844e+00    1.00076906e+01    8.92790355e-03   -1.78096037e-01
4520     1.49518837e-08    4.43192256e+00    1.00136474e+01    1.41165251e-02   -1.77746321e-01
4521     1.49552170e-08    4.41077396e+00    1.00142143e+01    1.37543635e-02   -1.77286190e-01
4522     1.49585504e-08    4.40614259e+00    1.00096665e+01    8.46594779e-03   -1.76889104e-01
4523     1.49618837e-08    4.41978301e+00    1.00017890e+01    2.96317055e-04   -1.76695451e-01
4524     1.49652170e-08    4.44647338e+00    9.99315918e+00   -8.07419904e-03   -1.76774310e-01
4525     1.49685504e-08    4.47602617e+00    9.98673317e+00   -1.37720055e-02   -1.77103527e-01
4526     1.49718837e-08    4.49717009e+00    9.98517150e+00   -1.43947835e-02   -1.77567554e-01
4527     1.49752170e-08    4.50183165e+00    9.98957300e+00   -9.20657129e-03   -1.77987547e-01
4528     1.49785504e-08    4.48821459e+00    9.99835542e+00   -1.13478143e-04   -1.78191463e-01
4529     1.49818837e-08    4.46150844e+00    1.00076906e+01    8.92790778e-03   -1.78096037e-01
4530     1.49852170e-08    4.43192256e+00    1.00136474e+01    1.41165193e-02   -1.77746321e-01
4531     1.49885504e-08    4.41077396e+00    1.00142142e+01    1.37543514e-02   -1.77286190e-01
4532     1.49918837e-08    4.40614259e+00    1.00096665e+01    8.46593469e-03   -1.76889104e-01
4533     1.49952170e-08    4.41978301e+00    1.00017890e+01    2.96306972e-04   -1.76695451e-01
4534     1.49985504e-08    4.44647338e+00    9.99315918e+00   -8.07420352e-03   -1.76774311e-01
4535     1.50018837e-08    4.47602616e+00    9.98673317e+00   -1.37720026e-02   -1.77103528e-01
4536     1.50052170e-08    4.49717008e+00    9.98517151e+00   -1.43947730e-02   -1.77567555e-01
4537     1.50085504e-08    4.50183165e+00    9.98957301e+00   -9.20655623e-03   -1.77987547e-01
4538     1.50118837e-08    4.48821459e+00    9.99835544e+00   -1.13465279e-04   -1.78191463e-01
4539     1.50152170e-08    4.46150844e+00    1.00076906e+01    8.92791200e-03   -1.78096036e-01
4540     1.50185504e-08    4.43192257e+00    1.00136474e+01    1.41165134e-02   -1.77746320e-01
4541     1.50218837e-08    4.41077396e+00    1.00142142e+01    1.37543392e-02   -1.77286189e-01
4542     1.50252170e-08    4.40614259e+00    1.00096665e+01    8.46592159e-03   -1.76889104e-01
4543     1.50285504e-08    4.41978301e+00    1.00017889e+01    2.96296887e-04   -1.76695452e-01
4544     1.50318837e-08    4.44647338e+00    9.99315917e+00   -8.07420800e-03   -1.76774312e-01
4545     1.50352170e-08    4.47602616e+00    9.98673317e+00   -1.37719996e-02   -1.77103529e-01
4546     1.50385504e-08    4.49717008e+00    9.98517152e+00   -1.43947624e-02   -1.77567555e-01
4547     1.50418837e-08    4.50183165e+00    9.98957303e+00   -9.20654116e-03   -1.77987547e-01
4548     1.50452170e-08    4.48821459e+00    9.99835545e+00   -1.13452412e-04   -1.78191462e-01
4549     1.50485504e-08    4.46150844e+00    1.00076906e+01    8.92791623e-03   -1.78096036e-01
4550     1.50518837e-08    4.43192257e+00    1.00136474e+01    1.41165076e-02   -1.77746319e-01
4551     1.50552170e-08    4.41077396e+00    1.00142142e+01    1.37543271e-02   -1.77286189e-01
4552     1.50585504e-08    4.40614259e+00    1.00096665e+01    8.46590849e-03   -1.76889104e-01
4553     1.50618837e-08    4.41978301e+00    1.00017889e+01    2.96286801e-04   -1.76695452e-01
4554     1.50652170e-08    4.44647338e+00    9.99315917e+00   -8.07421248e-03   -1.76774312e-01
4555     1.50685504e-08    4.47602616e+00    9.98673317e+00   -1.37719967e-02   -1.77103530e-01
4556     1.50718837e-08    4.49717008e+00    9.98517153e+00   -1.43947518e-02   -1.77567556e-01
4557     1.50752170e-08    4.50183165e+00    9.98957304e+00   -9.20652609e-03   -1.77987547e-01
4558     1.50785504e-08    4.48821459e+00    9.99835547e+00   -1.13439543e-04   -1.78191462e-01
4559     1.50818837e-08    4.46150844e+00    1.00076906e+01    8.92792046e-03   -1.78096035e-01
4560     1.50852170e-08    4.43192257e+00    1.00136474e+01    1.41165017e-02   -1.77746319e-01
4561     1.50885504e-08    4.41077396e+00    1.00142142e+01    1.37543150e-02   -1.77286189e-01
4562     1.50918837e-08    4.40614259e+00    1.00096665e+01    8.46589539e-03   -1.76889104e-01
4563     1.50952170e-08    4.41978300e+00    1.00017889e+01    2.96276712e-04   -1.76695453e-01
4564     1.50985504e-08    4.44647338e+00    9.99315916e+00   -8.07421696e-03   -1.76774313e-01
4565     1.51018837e-08    4.47602616e+00    9.98673318e+00   -1.37719938e-02   -1.77103530e-01
4566     1.51052170e-08    4.49717008e+00    9.98517154e+00   -1.43947412e-02   -1.77567556e-01
4567     1.51085504e-08    4.50183165e+00    9.98957306e+00   -9.20651101e-03   -1.77987547e-01
4568     1.51118837e-08    4.48821459e+00    9.99835548e+00   -1.13426672e-04   -1.78191462e-01
4569     1.51152170e-08    4.46150844e+00    1.00076906e+01    8.92792468e-03   -1.78096034e-01
4570     1.51185504e-08    4.43192257e+00    1.00136474e+01    1.41164958e-02   -1.77746318e-01
4571     1.51218837e-08    4.41077396e+00    1.00142142e+01    1.37543028e-02   -1.77286188e-01
4572     1.51252170e-08    4.40614259e+00    1.00096665e+01    8.46588228e-03   -1.76889104e-01
4573     1.51285504e-08    4.41978300e+00    1.00017889e+01    2.96266621e-04   -1.76695453e-01
4574     1.51318837e-08    4.44647338e+00    9.99315915e+00   -8.07422144e-03   -1.76774314e-01
4575     1.51352170e-08    4.47602616e+00    9.98673318e+00   -1.37719909e-02   -1.77103531e-01
4576     1.51385504e-08    4.49717008e+00    9.98517155e+00   -1.43947306e-02   -1.77567557e-01
4577     1.51418837e-08    4.50183165e+00    9.98957307e+00   -9.20649593e-03   -1.77987548e-01
4578     1.51452170e-08    4.48821459e+00    9.99835549e+00   -1.13413798e-04   -1.78191462e-01
4579     1.51485504e-08    4.46150844e+00    1.00076907e+01    8.92792891e-03   -1.78096034e-01
4580     1.51518837e-08    4.43192257e+00    1.00136474e+01    1.41164900e-02   -1.77746317e-01
4581     1.51552170e-08    4.41077396e+00    1.00142142e+01    1.37542907e-02   -1.77286188e-01
4582     1.51585504e-08    4.40614259e+00    1.00096664e+01    8.46586918e-03   -1.76889104e-01
4583     1.51618837e-08    4.41978300e+00    1.00017889e+01    2.96256529e-04   -1.76695453e-01
4584     1.51652170e-08    4.44647338e+00    9.99315915e+00   -8.07422593e-03   -1.76774315e-01
4585     1.51685504e-08    4.47602616e+00    9.98673318e+00   -1.37719879e-02   -1.77103532e-01
4586     1.51718837e-08    4.49717008e+00    9.98517156e+00   -1.43947201e-02   -1.77567558e-01
4587     1.51752170e-08    4.50183165e+00    9.98957309e+00   -9.20648085e-03   -1.77987548e-01
4588     1.51785504e-08    4.48821459e+00    9.99835551e+00   -1.13400921e-04   -1.78191461e-01
4589     1.51818837e-08    4.46150844e+00    1.00076907e+01    8.92793314e-03   -1.78096033e-01
4590     1.51852170e-08    4.43192257e+00    1.00136474e+01    1.41164841e-02   -1.77746317e-01
4591     1.51885504e-08    4.41077396e+00    1.00142142e+01    1.37542785e-02   -1.77286188e-01
4592     1.51918837e-08    4.40614259e+00    1.00096664e+01    8.46585607e-03   -1.76889104e-01
4593     1.51952170e-08    4.41978300e+00    1.00017889e+01    2.96246434e-04   -1.76695454e-01
4594     1.51985504e-08    4.44647337e+00    9.99315914e+00   -8.07423041e-03   -1.76774315e-01
4595     1.52018837e-08    4.47602615e+00    9.98673318e+00   -1.37719850e-02   -1.77103533e-01
4596     1.52052170e-08    4.49717008e+00    9.98517157e+00   -1.43947095e-02   -1.77567558e-01
4597     1.52085504e-08    4.50183165e+00    9.98957310e+00   -9.20646576e-03   -1.77987548e-01
4598     1.52118837e-08    4.48821459e+00    9.99835552e+00   -1.13388042e-04   -1.78191461e-01
4599     1.52152170e-08    4.46150844e+00    1.00076907e+01    8.92793737e-03   -1.78096032e-01
4600     1.52185504e-08    4.43192257e+00    1.00136474e+01    1.41164782e-02   -1.77746316e-01
4601     1.52218837e-08    4.41077396e+00    1.00142142e+01    1.37542664e-02   -1.77286187e-01
4602     1.52252170e-08    4.40614259e+00    1.00096664e+01    8.46584295e-03   -1.76889104e-01
4603     1.52285504e-08    4.41978300e+00    1.00017889e+01    2.96236338e-04   -1.76695454e-01
4604     1.52318837e-08    4.44647337e+00    9.99315914e+00   -8.07423490e-03   -1.76774316e-01
4605     1.52352170e-08    4.47602615e+00    9.98673318e+00   -1.37719821e-02   -1.77103534e-01
4606     1.52385504e-08    4.49717007e+00    9.98517158e+00   -1.43946989e-02   -1.77567559e-01
4607     1.52418837e-08    4.50183165e+00    9.98957312e+00   -9.20645068e-03   -1.77987548e-01
4608     1.52452170e-08    4.48821459e+00    9.99835553e+00   -1.13375160e-04   -1.78191461e-01
4609     1.52485504e-08    4.46150844e+00    1.00076907e+01    8.92794160e-03   -1.78096032e-01
4610     1.52518837e-08    4.43192257e+00    1.00136473e+01    1.41164724e-02   -1.77746315e-01
4611     1.52552170e-08    4.41077396e+00    1.00142142e+01    1.37542542e-02   -1.77286187e-01
4612     1.52585504e-08    4.40614259e+00    1.00096664e+01    8.46582984e-03   -1.76889104e-01
4613     1.52618837e-08    4.41978300e+00    1.00017889e+01    2.96226239e-04   -1.76695455e-01
4614     1.52652170e-08    4.44647337e+00    9.99315913e+00   -8.07423939e-03   -1.76774317e-01
4615     1.52685504e-08    4.47602615e+00    9.98673318e+00   -1.37719791e-02   -1.77103534e-01
4616     1.52718837e-08    4.49717007e+00    9.98517159e+00   -1.43946883e-02   -1.77567559e-01
4617     1.52752170e-08    4.50183165e+00    9.98957313e+00   -9.20643559e-03   -1.77987548e-01
4618     1.52785504e-08    4.48821459e+00    9.99835555e+00   -1.13362276e-04   -1.78191460e-01
4619     1.52818837e-08    4.46150844e+00    1.00076907e+01    8.92794583e-03   -1.78096031e-01
4620     1.52852170e-08    4.43192257e+00    1.00136473e+01    1.41164665e-02   -1.77746315e-01
4621     1.52885504e-08    4.41077396e+00    1.00142141e+01    1.37542421e-02   -1.77286186e-01
4622     1.52918837e-08    4.40614259e+00    1.00096664e+01    8.46581672e-03   -1.76889104e-01
4623     1.52952170e-08    4.41978300e+00    1.00017889e+01    2.96216138e-04   -1.76695455e-01
4624     1.52985504e-08    4.44647337e+00    9.99315913e+00   -8.07424387e-03   -1.76774317e-01
4625     1.53018837e-08    4.47602615e+00    9.98673319e+00   -1.37719762e-02   -1.77103535e-01
4626     1.53052170e-08    4.49717007e+00    9.98517160e+00   -1.43946777e-02   -1.77567560e-01
4627     1.53085504e-08    4.50183165e+00    9.98957315e+00   -9.20642049e-03   -1.77987549e-01
4628     1.53118837e-08    4.48821459e+00    9.99835556e+00   -1.13349390e-04   -1.78191460e-01
4629     1.53152170e-08    4.46150844e+00    1.00076907e+01    8.92795007e-03   -1.78096031e-01
4630     1.53185504e-08    4.43192257e+00    1.00136473e+01    1.41164606e-02   -1.77746314e-01
4631     1.53218837e-08    4.41077396e+00    1.00142141e+01    1.37542299e-02   -1.77286186e-01
4632     1.53252170e-08    4.40614259e+00    1.00096664e+01    8.46580360e-03   -1.76889104e-01
4633     1.53285504e-08    4.41978300e+00    1.00017888e+01    2.96206036e-04   -1.76695456e-01
4634     1.53318837e-08    4.44647337e+00    9.99315912e+00   -8.07424836e-03   -1.76774318e-01
4635     1.53352170e-08    4.47602615e+00    9.98673319e+00   -1.37719733e-02   -1.77103536e-01
4636     1.53385504e-08    4.49717007e+00    9.98517161e+00   -1.43946671e-02   -1.77567561e-01
4637     1.53418837e-08    4.50183165e+00    9.98957316e+00   -9.20640540e-03   -1.77987549e-01
4638     1.53452170e-08    4.48821459e+00    9.99835558e+00   -1.13336501e-04   -1.78191460e-01
4639     1.53485504e-08    4.46150844e+00    1.00076907e+01    8.92795430e-03   -1.78096030e-01
4640     1.53518837e-08    4.43192257e+00    1.00136473e+01    1.41164547e-02   -1.77746314e-01
4641     1.53552170e-08    4.41077396e+00    1.00142141e+01    1.37542178e-02   -1.77286186e-01
4642     1.53585504e-08    4.40614259e+00    1.00096664e+01    8.46579047e-03   -1.76889104e-01
4643     1.53618837e-08    4.41978300e+00    1.00017888e+01    2.96195931e-04   -1.76695456e-01
4644     1.53652170e-08    4.44647337e+00    9.99315911e+00   -8.07425285e-03   -1.76774319e-01
4645     1.53685504e-08    4.47602615e+00    9.98673319e+00   -1.37719703e-02   -1.77103537e-01
4646     1.53718837e-08    4.49717007e+00    9.98517161e+00   -1.43946565e-02   -1.77567561e-01
4647     1.53752170e-08    4.50183165e+00    9.98957318e+00   -9.20639030e-03   -1.77987549e-01
4648     1.53785504e-08    4.48821459e+00    9.99835559e+00   -1.13323609e-04   -1.78191460e-01
4649     1.53818837e-08    4.46150844e+00    1.00076907e+01    8.92795853e-03   -1.78096029e-01
4650     1.53852170e-08    4.43192257e+00    1.00136473e+01    1.41164489e-02   -1.77746313e-01
4651     1.53885504e-08    4.41077396e+00    1.00142141e+01    1.37542056e-02   -1.77286185e-01
4652     1.53918837e-08    4.40614259e+00    1.00096663e+01    8.46577735e-03   -1.76889104e-01
4653     1.53952170e-08    4.41978300e+00    1.00017888e+01    2.96185825e-04   -1.76695456e-01
4654     1.53985504e-08    4.44647337e+00    9.99315911e+00   -8.07425734e-03   -1.76774320e-01
4655     1.54018837e-08    4.47602615e+00    9.98673319e+00   -1.37719674e-02   -1.77103537e-01
4656     1.54052170e-08    4.49717007e+00    9.98517162e+00   -1.43946459e-02   -1.77567562e-01
4657     1.54085504e-08    4.50183164e+00    9.98957319e+00   -9.20637520e-03   -1.77987549e-01
4658     1.54118837e-08    4.48821459e+00    9.99835560e+00   -1.13310715e-04   -1.78191459e-01
4659     1.54152170e-08    4.46150844e+00    1.00076907e+01    8.92796277e-03   -1.78096029e-01
4660     1.54185504e-08    4.43192257e+00    1.00136473e+01    1.41164430e-02   -1.77746312e-01
4661     1.54218837e-08    4.41077396e+00    1.00142141e+01    1.37541935e-02   -1.77286185e-01
4662     1.54252170e-08    4.40614259e+00    1.00096663e+01    8.46576422e-03   -1.76889104e-01
4663     1.54285504e-08    4.41978299e+00    1.00017888e+01    2.96175717e-04   -1.76695457e-01
4664     1.54318837e-08    4.44647336e+00    9.99315910e+00   -8.07426183e-03   -1.76774320e-01
4665     1.54352170e-08    4.47602614e+00    9.98673319e+00   -1.37719645e-02   -1.77103538e-01
4666     1.54385504e-08    4.49717007e+00    9.98517163e+00   -1.43946353e-02   -1.77567562e-01
4667     1.54418837e-08    4.50183164e+00    9.98957321e+00   -9.20636009e-03   -1.77987549e-01
4668     1.54452170e-08    4.48821459e+00    9.99835562e+00   -1.13297818e-04   -1.78191459e-01
4669     1.54485504e-08    4.46150844e+00    1.00076907e+01    8.92796701e-03   -1.78096028e-01
4670     1.54518837e-08    4.43192257e+00    1.00136473e+01    1.41164371e-02   -1.77746312e-01
4671     1.54552170e-08    4.41077396e+00    1.00142141e+01    1.37541813e-02   -1.77286185e-01
4672     1.54585504e-08    4.40614259e+00    1.00096663e+01    8.46575109e-03   -1.76889104e-01
4673     1.54618837e-08    4.41978299e+00    1.00017888e+01    2.96165606e-04   -1.76695457e-01
4674     1.54652170e-08    4.44647336e+00    9.99315910e+00   -8.07426632e-03   -1.76774321e-01
4675     1.54685504e-08    4.47602614e+00    9.98673319e+00   -1.37719615e-02   -1.77103539e-01
4676     1.54718837e-08    4.49717007e+00    9.98517164e+00   -1.43946247e-02   -1.77567563e-01
4677     1.54752170e-08    4.50183164e+00    9.98957322e+00   -9.20634498e-03   -1.77987549e-01
4678     1.54785504e-08    4.48821459e+00    9.99835563e+00   -1.13284919e-04   -1.78191459e-01
4679     1.54818837e-08    4.46150844e+00    1.00076907e+01    8.92797124e-03   -1.78096028e-01
4680     1.54852170e-08    4.43192257e+00    1.00136473e+01    1.41164312e-02   -1.77746311e-01
4681     1.54885504e-08    4.41077396e+00    1.00142141e+01    1.37541691e-02   -1.77286184e-01
4682     1.54918837e-08    4.40614259e+00    1.00096663e+01    8.46573795e-03   -1.76889104e-01
4683     1.54952170e-08    4.41978299e+00    1.00017888e+01    2.96155494e-04   -1.76695458e-01
4684     1.54985504e-08    4.44647336e+00    9.99315909e+00   -8.07427082e-03   -1.76774322e-01
4685     1.55018837e-08    4.47602614e+00    9.98673319e+00   -1.37719586e-02   -1.77103540e-01
4686     1.55052170e-08    4.49717006e+00    9.98517165e+00   -1.43946141e-02   -1.77567564e-01
4687     1.55085504e-08    4.50183164e+00    9.98957324e+00   -9.20632987e-03   -1.77987550e-01
4688     1.55118837e-08    4.48821459e+00    9.99835564e+00   -1.13272018e-04   -1.78191458e-01
4689     1.55152170e-08    4.46150845e+00    1.00076907e+01    8.92797548e-03   -1.78096027e-01
4690     1.55185504e-08    4.43192257e+00    1.00136473e+01    1.41164254e-02   -1.77746310e-01
4691     1.55218837e-08    4.41077396e+00    1.00142141e+01    1.37541569e-02   -1.77286184e-01
4692     1.55252170e-08    4.40614259e+00    1.00096663e+01    8.46572482e-03   -1.76889104e-01
4693     1.55285504e-08    4.41978299e+00    1.00017888e+01    2.96145380e-04   -1.76695458e-01
4694     1.55318837e-08    4.44647336e+00    9.99315908e+00   -8.07427531e-03   -1.76774322e-01
4695     1.55352170e-08    4.47602614e+00    9.98673320e+00   -1.37719557e-02   -1.77103541e-01
4696     1.55385504e-08    4.49717006e+00    9.98517166e+00   -1.43946035e-02   -1.77567564e-01
4697     1.55418837e-08    4.50183164e+00    9.98957325e+00   -9.20631476e-03   -1.77987550e-01
4698     1.55452170e-08    4.48821459e+00    9.99835566e+00   -1.13259114e-04   -1.78191458e-01
4699     1.55485504e-08    4.46150845e+00    1.00076907e+01    8.92797972e-03   -1.78096026e-01
4700     1.55518837e-08    4.43192257e+00    1.00136473e+01    1.41164195e-02   -1.77746310e-01
4701     1.55552170e-08    4.41077396e+00    1.00142141e+01    1.37541448e-02   -1.77286183e-01
4702     1.55585504e-08    4.40614259e+00    1.00096663e+01    8.46571168e-03   -1.76889104e-01
4703     1.55618837e-08    4.41978299e+00    1.00017888e+01    2.96135263e-04   -1.76695459e-01
4704     1.55652170e-08    4.44647336e+00    9.99315908e+00   -8.07427981e-03   -1.76774323e-01
4705     1.55685504e-08    4.47602614e+00    9.98673320e+00   -1.37719527e-02   -1.77103541e-01
4706     1.55718837e-08    4.49717006e+00    9.98517167e+00   -1.43945929e-02   -1.77567565e-01
4707     1.55752170e-08    4.50183164e+00    9.98957327e+00   -9.20629964e-03   -1.77987550e-01
4708     1.55785504e-08    4.48821459e+00    9.99835567e+00   -1.13246207e-04   -1.78191458e-01
4709     1.55818837e-08    4.46150845e+00    1.00076907e+01    8.92798396e-03   -1.78096026e-01
4710     1.55852170e-08    4.43192257e+00    1.00136473e+01    1.41164136e-02   -1.77746309e-01
4711     1.55885504e-08    4.41077396e+00    1.00142140e+01    1.37541326e-02   -1.77286183e-01
4712     1.55918837e-08    4.40614259e+00    1.00096663e+01    8.46569853e-03   -1.76889104e-01
4713     1.55952170e-08    4.41978299e+00    1.00017888e+01    2.96125145e-04   -1.76695459e-01
4714     1.55985504e-08    4.44647336e+00    9.99315907e+00   -8.07428430e-03   -1.76774324e-01
4715     1.56018837e-08    4.47602614e+00    9.98673320e+00   -1.37719498e-02   -1.77103542e-01
4716     1.56052170e-08    4.49717006e+00    9.98517168e+00   -1.43945823e-02   -1.77567565e-01
