Index       TIME             V(BASE)           V(COLL)           V(OUT)            I(VDD)      
882      2.82521704e-09    4.40614420e+00    1.00096712e+01    8.47009393e-03   -1.76889107e-01
883      2.82855037e-09    4.41978471e+00    1.00017928e+01    2.99417001e-04   -1.76695312e-01
884      2.83188370e-09    4.44647514e+00    9.99316123e+00   -8.07305108e-03   -1.76774073e-01
885      2.83521704e-09    4.47602788e+00    9.98673263e+00   -1.37734349e-02   -1.77103265e-01
886      2.83855037e-09    4.49717163e+00    9.98516811e+00   -1.43988693e-02   -1.77567357e-01
887      2.84188370e-09    4.50183293e+00    9.98956775e+00   -9.21220044e-03   -1.77987494e-01
888      2.84521704e-09    4.48821558e+00    9.99835063e+00   -1.18302013e-04   -1.78191578e-01
889      2.84855037e-09    4.46150920e+00    1.00076887e+01    8.92614220e-03   -1.78096264e-01
890      2.85188370e-09    4.43192325e+00    1.00136490e+01    1.41183125e-02   -1.77746554e-01
891      2.85521704e-09    4.41077470e+00    1.00142183e+01    1.37583576e-02   -1.77286330e-01
892      2.85855037e-09    4.40614348e+00    1.00096711e+01    8.47028685e-03   -1.76889099e-01
893      2.86188370e-09    4.41978405e+00    1.00017928e+01    2.99608841e-04   -1.76695306e-01
894      2.86521704e-09    4.44647452e+00    9.99316121e+00   -8.07285929e-03   -1.76774067e-01
895      2.86855037e-09    4.47602730e+00    9.98673263e+00   -1.37732447e-02   -1.77103260e-01
896      2.87188370e-09    4.49717109e+00    9.98516812e+00   -1.43986844e-02   -1.77567352e-01
897      2.87521704e-09    4.50183242e+00    9.98956775e+00   -9.21202704e-03   -1.77987488e-01
898      2.87855037e-09    4.48821510e+00    9.99835063e+00   -1.18146891e-04   -1.78191572e-01
899      2.88188370e-09    4.46150875e+00    1.00076887e+01    8.92627557e-03   -1.78096258e-01
900      2.88521704e-09    4.43192283e+00    1.00136490e+01    1.41184271e-02   -1.77746549e-01
901      2.88855037e-09    4.41077431e+00    1.00142182e+01    1.37584610e-02   -1.77286325e-01
902      2.89188370e-09    4.40614312e+00    1.00096711e+01    8.47038631e-03   -1.76889096e-01
903      2.89521704e-09    4.41978371e+00    1.00017928e+01    2.99708616e-04   -1.76695303e-01
904      2.89855037e-09    4.44647420e+00    9.99316121e+00   -8.07275745e-03   -1.76774065e-01
905      2.90188370e-09    4.47602700e+00    9.98673263e+00   -1.37731408e-02   -1.77103257e-01
906      2.90521704e-09    4.49717081e+00    9.98516813e+00   -1.43985801e-02   -1.77567349e-01
907      2.90855037e-09    4.50183217e+00    9.98956777e+00   -9.21192685e-03   -1.77987485e-01
908      2.91188370e-09    4.48821486e+00    9.99835064e+00   -1.18057329e-04   -1.78191569e-01
909      2.91521704e-09    4.46150853e+00    1.00076887e+01    8.92634982e-03   -1.78096255e-01
910      2.91855037e-09    4.43192262e+00    1.00136490e+01    1.41184869e-02   -1.77746546e-01
911      2.92188370e-09    4.41077411e+00    1.00142182e+01    1.37585120e-02   -1.77286323e-01
912      2.92521704e-09    4.40614293e+00    1.00096711e+01    8.47043456e-03   -1.76889094e-01
913      2.92855037e-09    4.41978353e+00    1.00017928e+01    2.99758141e-04   -1.76695302e-01
914      2.93188370e-09    4.44647404e+00    9.99316120e+00   -8.07270454e-03   -1.76774064e-01
915      2.93521704e-09    4.47602685e+00    9.98673263e+00   -1.37730837e-02   -1.77103256e-01
916      2.93855037e-09    4.49717067e+00    9.98516814e+00   -1.43985194e-02   -1.77567348e-01
917      2.94188370e-09    4.50183203e+00    9.98956778e+00   -9.21186647e-03   -1.77987484e-01
918      2.94521704e-09    4.48821473e+00    9.99835065e+00   -1.18003527e-04   -1.78191567e-01
919      2.94855037e-09    4.46150841e+00    1.00076887e+01    8.92639174e-03   -1.78096253e-01
920      2.95188370e-09    4.43192251e+00    1.00136489e+01    1.41185168e-02   -1.77746544e-01
921      2.95521704e-09    4.41077401e+00    1.00142182e+01    1.37585343e-02   -1.77286321e-01
922      2.95855037e-09    4.40614284e+00    1.00096711e+01    8.47045493e-03   -1.76889093e-01
923      2.96188370e-09    4.41978345e+00    1.00017927e+01    2.99780408e-04   -1.76695301e-01
924      2.96521704e-09    4.44647396e+00    9.99316119e+00   -8.07267812e-03   -1.76774064e-01
925      2.96855037e-09    4.47602677e+00    9.98673263e+00   -1.37730518e-02   -1.77103256e-01
926      2.97188370e-09    4.49717060e+00    9.98516815e+00   -1.43984824e-02   -1.77567348e-01
927      2.97521704e-09    4.50183197e+00    9.98956779e+00   -9.21182763e-03   -1.77987484e-01
928      2.97855037e-09    4.48821467e+00    9.99835066e+00   -1.17969112e-04   -1.78191566e-01
929      2.98188370e-09    4.46150835e+00    1.00076887e+01    8.92641609e-03   -1.78096252e-01
930      2.98521704e-09    4.43192246e+00    1.00136489e+01    1.41185303e-02   -1.77746543e-01
931      2.98855037e-09    4.41077396e+00    1.00142182e+01    1.37585411e-02   -1.77286321e-01
932      2.99188370e-09    4.40614279e+00    1.00096711e+01    8.47046022e-03   -1.76889093e-01
933      2.99521704e-09    4.41978340e+00    1.00017927e+01    2.99787966e-04   -1.76695301e-01
934      2.99855037e-09    4.44647391e+00    9.99316119e+00   -8.07266595e-03   -1.76774064e-01
935      3.00188370e-09    4.47602673e+00    9.98673263e+00   -1.37730336e-02   -1.77103257e-01
936      3.00521704e-09    4.49717056e+00    9.98516816e+00   -1.43984581e-02   -1.77567348e-01
937      3.00855037e-09    4.50183193e+00    9.98956780e+00   -9.21180039e-03   -1.77987483e-01
938      3.01188370e-09    4.48821464e+00    9.99835067e+00   -1.17945152e-04   -1.78191566e-01
939      3.01521704e-09    4.46150832e+00    1.00076887e+01    8.92643096e-03   -1.78096251e-01
940      3.01855037e-09    4.43192243e+00    1.00136489e+01    1.41185350e-02   -1.77746542e-01
941      3.02188370e-09    4.41077394e+00    1.00142182e+01    1.37585395e-02   -1.77286320e-01
942      3.02521704e-09    4.40614277e+00    1.00096711e+01    8.47045738e-03   -1.76889093e-01
943      3.02855037e-09    4.41978338e+00    1.00017927e+01    2.99787622e-04   -1.76695301e-01
944      3.03188370e-09    4.44647389e+00    9.99316118e+00   -8.07266141e-03   -1.76774065e-01
945      3.03521704e-09    4.47602671e+00    9.98673263e+00   -1.37730226e-02   -1.77103257e-01
946      3.03855037e-09    4.49717054e+00    9.98516816e+00   -1.43984406e-02   -1.77567349e-01
947      3.04188370e-09    4.50183191e+00    9.98956782e+00   -9.21177935e-03   -1.77987483e-01
948      3.04521704e-09    4.48821462e+00    9.99835068e+00   -1.17926805e-04   -1.78191565e-01
949      3.04855037e-09    4.46150831e+00    1.00076887e+01    8.92644073e-03   -1.78096251e-01
950      3.05188370e-09    4.43192242e+00    1.00136489e+01    1.41185350e-02   -1.77746541e-01
951      3.05521704e-09    4.41077392e+00    1.00142182e+01    1.37585334e-02   -1.77286320e-01
952      3.05855037e-09    4.40614276e+00    1.00096710e+01    8.47045019e-03   -1.76889092e-01
953      3.06188370e-09    4.41978336e+00    1.00017927e+01    2.99783050e-04   -1.76695302e-01
954      3.06521704e-09    4.44647388e+00    9.99316118e+00   -8.07266097e-03   -1.76774065e-01
955      3.06855037e-09    4.47602670e+00    9.98673263e+00   -1.37730155e-02   -1.77103258e-01
956      3.07188370e-09    4.49717053e+00    9.98516817e+00   -1.43984267e-02   -1.77567349e-01
957      3.07521704e-09    4.50183191e+00    9.98956783e+00   -9.21176162e-03   -1.77987483e-01
958      3.07855037e-09    4.48821462e+00    9.99835069e+00   -1.17911458e-04   -1.78191565e-01
959      3.08188370e-09    4.46150830e+00    1.00076887e+01    8.92644776e-03   -1.78096250e-01
960      3.08521704e-09    4.43192241e+00    1.00136489e+01    1.41185325e-02   -1.77746541e-01
961      3.08855037e-09    4.41077392e+00    1.00142181e+01    1.37585249e-02   -1.77286319e-01
962      3.09188370e-09    4.40614275e+00    1.00096710e+01    8.47044066e-03   -1.76889092e-01
963      3.09521704e-09    4.41978336e+00    1.00017927e+01    2.99776224e-04   -1.76695302e-01
964      3.09855037e-09    4.44647387e+00    9.99316117e+00   -8.07266269e-03   -1.76774066e-01
965      3.10188370e-09    4.47602669e+00    9.98673263e+00   -1.37730105e-02   -1.77103259e-01
966      3.10521704e-09    4.49717053e+00    9.98516818e+00   -1.43984147e-02   -1.77567350e-01
967      3.10855037e-09    4.50183190e+00    9.98956785e+00   -9.21174566e-03   -1.77987484e-01
968      3.11188370e-09    4.48821461e+00    9.99835071e+00   -1.17897709e-04   -1.78191564e-01
969      3.11521704e-09    4.46150830e+00    1.00076887e+01    8.92645334e-03   -1.78096249e-01
970      3.11855037e-09    4.43192241e+00    1.00136489e+01    1.41185286e-02   -1.77746540e-01
971      3.12188370e-09    4.41077391e+00    1.00142181e+01    1.37585151e-02   -1.77286319e-01
972      3.12521704e-09    4.40614275e+00    1.00096710e+01    8.47042990e-03   -1.76889092e-01
973      3.12855037e-09    4.41978335e+00    1.00017927e+01    2.99768200e-04   -1.76695302e-01
974      3.13188370e-09    4.44647387e+00    9.99316117e+00   -8.07266556e-03   -1.76774067e-01
975      3.13521704e-09    4.47602669e+00    9.98673264e+00   -1.37730066e-02   -1.77103259e-01
976      3.13855037e-09    4.49717052e+00    9.98516819e+00   -1.43984038e-02   -1.77567350e-01
977      3.14188370e-09    4.50183190e+00    9.98956786e+00   -9.21173062e-03   -1.77987484e-01
978      3.14521704e-09    4.48821461e+00    9.99835072e+00   -1.17884808e-04   -1.78191564e-01
979      3.14855037e-09    4.46150830e+00    1.00076887e+01    8.92645815e-03   -1.78096249e-01
980      3.15188370e-09    4.43192241e+00    1.00136489e+01    1.41185240e-02   -1.77746539e-01
981      3.15521704e-09    4.41077391e+00    1.00142181e+01    1.37585046e-02   -1.77286318e-01
982      3.15855037e-09    4.40614274e+00    1.00096710e+01    8.47041847e-03   -1.76889092e-01
983      3.16188370e-09    4.41978335e+00    1.00017927e+01    2.99759540e-04   -1.76695303e-01
984      3.16521704e-09    4.44647387e+00    9.99316116e+00   -8.07266905e-03   -1.76774067e-01
985      3.16855037e-09    4.47602669e+00    9.98673264e+00   -1.37730032e-02   -1.77103260e-01
986      3.17188370e-09    4.49717052e+00    9.98516820e+00   -1.43983934e-02   -1.77567351e-01
987      3.17521704e-09    4.50183190e+00    9.98956787e+00   -9.21171609e-03   -1.77987484e-01
988      3.17855037e-09    4.48821461e+00    9.99835073e+00   -1.17872354e-04   -1.78191564e-01
989      3.18188370e-09    4.46150830e+00    1.00076887e+01    8.92646254e-03   -1.78096248e-01
990      3.18521704e-09    4.43192241e+00    1.00136489e+01    1.41185189e-02   -1.77746539e-01
991      3.18855037e-09    4.41077391e+00    1.00142181e+01    1.37584937e-02   -1.77286318e-01
992      3.19188370e-09    4.40614274e+00    1.00096710e+01    8.47040669e-03   -1.76889092e-01
993      3.19521704e-09    4.41978335e+00    1.00017927e+01    2.99750543e-04   -1.76695303e-01
994      3.19855037e-09    4.44647387e+00    9.99316115e+00   -8.07267286e-03   -1.76774068e-01
995      3.20188370e-09    4.47602668e+00    9.98673264e+00   -1.37730002e-02   -1.77103261e-01
996      3.20521704e-09    4.49717052e+00    9.98516821e+00   -1.43983832e-02   -1.77567351e-01
997      3.20855037e-09    4.50183189e+00    9.98956789e+00   -9.21170180e-03   -1.77987484e-01
998      3.21188370e-09    4.48821461e+00    9.99835074e+00   -1.17860135e-04   -1.78191564e-01
999      3.21521704e-09    4.46150830e+00    1.00076887e+01    8.92646672e-03   -1.78096248e-01
1000     3.21855037e-09    4.43192241e+00    1.00136489e+01    1.41185137e-02   -1.77746538e-01
1001     3.22188370e-09    4.41077391e+00    1.00142181e+01    1.37584826e-02   -1.77286318e-01
1002     3.22521704e-09    4.40614274e+00    1.00096710e+01    8.47039473e-03   -1.76889093e-01
1003     3.22855037e-09    4.41978335e+00    1.00017927e+01    2.99741367e-04   -1.76695304e-01
1004     3.23188370e-09    4.44647386e+00    9.99316115e+00   -8.07267684e-03   -1.76774069e-01
1005     3.23521704e-09    4.47602668e+00    9.98673264e+00   -1.37729973e-02   -1.77103262e-01
1006     3.23855037e-09    4.49717052e+00    9.98516822e+00   -1.43983732e-02   -1.77567352e-01
1007     3.24188370e-09    4.50183189e+00    9.98956790e+00   -9.21168766e-03   -1.77987484e-01
1008     3.24521704e-09    4.48821461e+00    9.99835076e+00   -1.17848039e-04   -1.78191563e-01
1009     3.24855037e-09    4.46150830e+00    1.00076887e+01    8.92647078e-03   -1.78096247e-01
1010     3.25188370e-09    4.43192241e+00    1.00136489e+01    1.41185084e-02   -1.77746538e-01
1011     3.25521704e-09    4.41077391e+00    1.00142181e+01    1.37584715e-02   -1.77286317e-01
1012     3.25855037e-09    4.40614274e+00    1.00096710e+01    8.47038267e-03   -1.76889093e-01
1013     3.26188370e-09    4.41978335e+00    1.00017927e+01    2.99732097e-04   -1.76695304e-01
1014     3.26521704e-09    4.44647386e+00    9.99316114e+00   -8.07268091e-03   -1.76774069e-01
1015     3.26855037e-09    4.47602668e+00    9.98673264e+00   -1.37729945e-02   -1.77103262e-01
1016     3.27188370e-09    4.49717052e+00    9.98516823e+00   -1.43983633e-02   -1.77567352e-01
1017     3.27521704e-09    4.50183189e+00    9.98956792e+00   -9.21167358e-03   -1.77987484e-01
1018     3.27855037e-09    4.48821461e+00    9.99835077e+00   -1.17836006e-04   -1.78191563e-01
1019     3.28188370e-09    4.46150830e+00    1.00076887e+01    8.92647478e-03   -1.78096246e-01
1020     3.28521704e-09    4.43192241e+00    1.00136489e+01    1.41185030e-02   -1.77746537e-01
1021     3.28855037e-09    4.41077391e+00    1.00142181e+01    1.37584603e-02   -1.77286317e-01
1022     3.29188370e-09    4.40614274e+00    1.00096710e+01    8.47037055e-03   -1.76889093e-01
1023     3.29521704e-09    4.41978335e+00    1.00017926e+01    2.99722776e-04   -1.76695304e-01
1024     3.29855037e-09    4.44647386e+00    9.99316114e+00   -8.07268503e-03   -1.76774070e-01
1025     3.30188370e-09    4.47602668e+00    9.98673264e+00   -1.37729918e-02   -1.77103263e-01
1026     3.30521704e-09    4.49717051e+00    9.98516824e+00   -1.43983535e-02   -1.77567353e-01
1027     3.30855037e-09    4.50183189e+00    9.98956793e+00   -9.21165954e-03   -1.77987485e-01
1028     3.31188370e-09    4.48821461e+00    9.99835078e+00   -1.17824005e-04   -1.78191563e-01
1029     3.31521704e-09    4.46150830e+00    1.00076887e+01    8.92647876e-03   -1.78096246e-01
1030     3.31855037e-09    4.43192241e+00    1.00136489e+01    1.41184976e-02   -1.77746536e-01
1031     3.32188370e-09    4.41077391e+00    1.00142181e+01    1.37584490e-02   -1.77286317e-01
1032     3.32521704e-09    4.40614274e+00    1.00096709e+01    8.47035841e-03   -1.76889093e-01
1033     3.32855037e-09    4.41978335e+00    1.00017926e+01    2.99713428e-04   -1.76695305e-01
1034     3.33188370e-09    4.44647386e+00    9.99316113e+00   -8.07268917e-03   -1.76774071e-01
1035     3.33521704e-09    4.47602668e+00    9.98673264e+00   -1.37729890e-02   -1.77103264e-01
1036     3.33855037e-09    4.49717051e+00    9.98516825e+00   -1.43983436e-02   -1.77567353e-01
1037     3.34188370e-09    4.50183189e+00    9.98956794e+00   -9.21164551e-03   -1.77987485e-01
1038     3.34521704e-09    4.48821461e+00    9.99835080e+00   -1.17812020e-04   -1.78191563e-01
1039     3.34855037e-09    4.46150830e+00    1.00076887e+01    8.92648271e-03   -1.78096245e-01
1040     3.35188370e-09    4.43192241e+00    1.00136489e+01    1.41184922e-02   -1.77746536e-01
1041     3.35521704e-09    4.41077391e+00    1.00142181e+01    1.37584378e-02   -1.77286316e-01
1042     3.35855037e-09    4.40614274e+00    1.00096709e+01    8.47034625e-03   -1.76889093e-01
1043     3.36188370e-09    4.41978334e+00    1.00017926e+01    2.99704064e-04   -1.76695305e-01
1044     3.36521704e-09    4.44647386e+00    9.99316113e+00   -8.07269333e-03   -1.76774071e-01
1045     3.36855037e-09    4.47602668e+00    9.98673265e+00   -1.37729863e-02   -1.77103264e-01
1046     3.37188370e-09    4.49717051e+00    9.98516825e+00   -1.43983338e-02   -1.77567354e-01
1047     3.37521704e-09    4.50183189e+00    9.98956796e+00   -9.21163149e-03   -1.77987485e-01
1048     3.37855037e-09    4.48821461e+00    9.99835081e+00   -1.17800042e-04   -1.78191562e-01
1049     3.38188370e-09    4.46150830e+00    1.00076887e+01    8.92648666e-03   -1.78096245e-01
1050     3.38521704e-09    4.43192241e+00    1.00136489e+01    1.41184868e-02   -1.77746535e-01
1051     3.38855037e-09    4.41077391e+00    1.00142181e+01    1.37584265e-02   -1.77286316e-01
1052     3.39188370e-09    4.40614274e+00    1.00096709e+01    8.47033408e-03   -1.76889093e-01
1053     3.39521704e-09    4.41978334e+00    1.00017926e+01    2.99694692e-04   -1.76695306e-01
1054     3.39855037e-09    4.44647386e+00    9.99316112e+00   -8.07269749e-03   -1.76774072e-01
1055     3.40188370e-09    4.47602668e+00    9.98673265e+00   -1.37729836e-02   -1.77103265e-01
1056     3.40521704e-09    4.49717051e+00    9.98516826e+00   -1.43983240e-02   -1.77567355e-01
1057     3.40855037e-09    4.50183189e+00    9.98956797e+00   -9.21161748e-03   -1.77987485e-01
1058     3.41188370e-09    4.48821461e+00    9.99835082e+00   -1.17788066e-04   -1.78191562e-01
1059     3.41521704e-09    4.46150830e+00    1.00076887e+01    8.92649061e-03   -1.78096244e-01
1060     3.41855037e-09    4.43192241e+00    1.00136489e+01    1.41184813e-02   -1.77746535e-01
1061     3.42188370e-09    4.41077391e+00    1.00142180e+01    1.37584152e-02   -1.77286316e-01
1062     3.42521704e-09    4.40614274e+00    1.00096709e+01    8.47032190e-03   -1.76889093e-01
1063     3.42855037e-09    4.41978334e+00    1.00017926e+01    2.99685313e-04   -1.76695306e-01
1064     3.43188370e-09    4.44647386e+00    9.99316112e+00   -8.07270166e-03   -1.76774073e-01
1065     3.43521704e-09    4.47602667e+00    9.98673265e+00   -1.37729809e-02   -1.77103266e-01
1066     3.43855037e-09    4.49717051e+00    9.98516827e+00   -1.43983141e-02   -1.77567355e-01
1067     3.44188370e-09    4.50183189e+00    9.98956799e+00   -9.21160346e-03   -1.77987485e-01
1068     3.44521704e-09    4.48821461e+00    9.99835083e+00   -1.17776089e-04   -1.78191562e-01
1069     3.44855037e-09    4.46150830e+00    1.00076887e+01    8.92649455e-03   -1.78096244e-01
1070     3.45188370e-09    4.43192241e+00    1.00136489e+01    1.41184759e-02   -1.77746534e-01
1071     3.45521704e-09    4.41077391e+00    1.00142180e+01    1.37584039e-02   -1.77286315e-01
1072     3.45855037e-09    4.40614274e+00    1.00096709e+01    8.47030972e-03   -1.76889093e-01
1073     3.46188370e-09    4.41978334e+00    1.00017926e+01    2.99675931e-04   -1.76695306e-01
1074     3.46521704e-09    4.44647385e+00    9.99316111e+00   -8.07270583e-03   -1.76774073e-01
1075     3.46855037e-09    4.47602667e+00    9.98673265e+00   -1.37729782e-02   -1.77103267e-01
1076     3.47188370e-09    4.49717051e+00    9.98516828e+00   -1.43983043e-02   -1.77567356e-01
1077     3.47521704e-09    4.50183189e+00    9.98956800e+00   -9.21158944e-03   -1.77987485e-01
1078     3.47855037e-09    4.48821461e+00    9.99835085e+00   -1.17764112e-04   -1.78191561e-01
1079     3.48188370e-09    4.46150830e+00    1.00076887e+01    8.92649849e-03   -1.78096243e-01
1080     3.48521704e-09    4.43192241e+00    1.00136489e+01    1.41184704e-02   -1.77746533e-01
1081     3.48855037e-09    4.41077391e+00    1.00142180e+01    1.37583926e-02   -1.77286315e-01
1082     3.49188370e-09    4.40614274e+00    1.00096709e+01    8.47029753e-03   -1.76889093e-01
1083     3.49521704e-09    4.41978334e+00    1.00017926e+01    2.99666546e-04   -1.76695307e-01
1084     3.49855037e-09    4.44647385e+00    9.99316111e+00   -8.07271001e-03   -1.76774074e-01
1085     3.50188370e-09    4.47602667e+00    9.98673265e+00   -1.37729754e-02   -1.77103267e-01
1086     3.50521704e-09    4.49717051e+00    9.98516829e+00   -1.43982945e-02   -1.77567356e-01
1087     3.50855037e-09    4.50183189e+00    9.98956801e+00   -9.21157542e-03   -1.77987486e-01
1088     3.51188370e-09    4.48821461e+00    9.99835086e+00   -1.17752133e-04   -1.78191561e-01
1089     3.51521704e-09    4.46150830e+00    1.00076887e+01    8.92650244e-03   -1.78096242e-01
1090     3.51855037e-09    4.43192241e+00    1.00136489e+01    1.41184650e-02   -1.77746533e-01
1091     3.52188370e-09    4.41077391e+00    1.00142180e+01    1.37583814e-02   -1.77286315e-01
1092     3.52521704e-09    4.40614274e+00    1.00096709e+01    8.47028534e-03   -1.76889093e-01
1093     3.52855037e-09    4.41978334e+00    1.00017926e+01    2.99657158e-04   -1.76695307e-01
1094     3.53188370e-09    4.44647385e+00    9.99316110e+00   -8.07271418e-03   -1.76774075e-01
1095     3.53521704e-09    4.47602667e+00    9.98673265e+00   -1.37729727e-02   -1.77103268e-01
1096     3.53855037e-09    4.49717051e+00    9.98516830e+00   -1.43982846e-02   -1.77567357e-01
1097     3.54188370e-09    4.50183189e+00    9.98956803e+00   -9.21156140e-03   -1.77987486e-01
1098     3.54521704e-09    4.48821461e+00    9.99835087e+00   -1.17740151e-04   -1.78191561e-01
1099     3.54855037e-09    4.46150830e+00    1.00076887e+01    8.92650638e-03   -1.78096242e-01
1100     3.55188370e-09    4.43192241e+00    1.00136489e+01    1.41184595e-02   -1.77746532e-01
1101     3.55521704e-09    4.41077391e+00    1.00142180e+01    1.37583701e-02   -1.77286314e-01
1102     3.55855037e-09    4.40614274e+00    1.00096709e+01    8.47027315e-03   -1.76889093e-01
1103     3.56188370e-09    4.41978334e+00    1.00017926e+01    2.99647768e-04   -1.76695308e-01
1104     3.56521704e-09    4.44647385e+00    9.99316110e+00   -8.07271836e-03   -1.76774075e-01
1105     3.56855037e-09    4.47602667e+00    9.98673265e+00   -1.37729700e-02   -1.77103269e-01
1106     3.57188370e-09    4.49717050e+00    9.98516831e+00   -1.43982748e-02   -1.77567357e-01
1107     3.57521704e-09    4.50183189e+00    9.98956804e+00   -9.21154737e-03   -1.77987486e-01
1108     3.57855037e-09    4.48821461e+00    9.99835088e+00   -1.17728167e-04   -1.78191561e-01
1109     3.58188370e-09    4.46150830e+00    1.00076887e+01    8.92651033e-03   -1.78096241e-01
1110     3.58521704e-09    4.43192241e+00    1.00136489e+01    1.41184541e-02   -1.77746532e-01
1111     3.58855037e-09    4.41077391e+00    1.00142180e+01    1.37583588e-02   -1.77286314e-01
1112     3.59188370e-09    4.40614274e+00    1.00096708e+01    8.47026095e-03   -1.76889093e-01
1113     3.59521704e-09    4.41978334e+00    1.00017926e+01    2.99638376e-04   -1.76695308e-01
1114     3.59855037e-09    4.44647385e+00    9.99316109e+00   -8.07272254e-03   -1.76774076e-01
1115     3.60188370e-09    4.47602667e+00    9.98673266e+00   -1.37729673e-02   -1.77103270e-01
1116     3.60521704e-09    4.49717050e+00    9.98516832e+00   -1.43982649e-02   -1.77567358e-01
1117     3.60855037e-09    4.50183189e+00    9.98956806e+00   -9.21153334e-03   -1.77987486e-01
1118     3.61188370e-09    4.48821461e+00    9.99835090e+00   -1.17716181e-04   -1.78191560e-01
1119     3.61521704e-09    4.46150830e+00    1.00076888e+01    8.92651427e-03   -1.78096241e-01
1120     3.61855037e-09    4.43192241e+00    1.00136489e+01    1.41184486e-02   -1.77746531e-01
1121     3.62188370e-09    4.41077391e+00    1.00142180e+01    1.37583475e-02   -1.77286314e-01
1122     3.62521704e-09    4.40614274e+00    1.00096708e+01    8.47024875e-03   -1.76889093e-01
1123     3.62855037e-09    4.41978334e+00    1.00017925e+01    2.99628981e-04   -1.76695308e-01
1124     3.63188370e-09    4.44647385e+00    9.99316108e+00   -8.07272672e-03   -1.76774077e-01
1125     3.63521704e-09    4.47602667e+00    9.98673266e+00   -1.37729646e-02   -1.77103270e-01
1126     3.63855037e-09    4.49717050e+00    9.98516833e+00   -1.43982551e-02   -1.77567358e-01
1127     3.64188370e-09    4.50183189e+00    9.98956807e+00   -9.21151931e-03   -1.77987486e-01
1128     3.64521704e-09    4.48821461e+00    9.99835091e+00   -1.17704192e-04   -1.78191560e-01
1129     3.64855037e-09    4.46150830e+00    1.00076888e+01    8.92651822e-03   -1.78096240e-01
1130     3.65188370e-09    4.43192241e+00    1.00136489e+01    1.41184432e-02   -1.77746530e-01
1131     3.65521704e-09    4.41077391e+00    1.00142180e+01    1.37583362e-02   -1.77286313e-01
1132     3.65855037e-09    4.40614274e+00    1.00096708e+01    8.47023655e-03   -1.76889093e-01
1133     3.66188370e-09    4.41978334e+00    1.00017925e+01    2.99619585e-04   -1.76695309e-01
1134     3.66521704e-09    4.44647385e+00    9.99316108e+00   -8.07273089e-03   -1.76774077e-01
1135     3.66855037e-09    4.47602666e+00    9.98673266e+00   -1.37729619e-02   -1.77103271e-01
1136     3.67188370e-09    4.49717050e+00    9.98516834e+00   -1.43982453e-02   -1.77567359e-01
1137     3.67521704e-09    4.50183188e+00    9.98956808e+00   -9.21150527e-03   -1.77987486e-01
1138     3.67855037e-09    4.48821461e+00    9.99835092e+00   -1.17692200e-04   -1.78191560e-01
1139     3.68188370e-09    4.46150830e+00    1.00076888e+01    8.92652216e-03   -1.78096240e-01
1140     3.68521704e-09    4.43192241e+00    1.00136488e+01    1.41184377e-02   -1.77746530e-01
1141     3.68855037e-09    4.41077391e+00    1.00142180e+01    1.37583249e-02   -1.77286313e-01
1142     3.69188370e-09    4.40614274e+00    1.00096708e+01    8.47022435e-03   -1.76889093e-01
1143     3.69521704e-09    4.41978334e+00    1.00017925e+01    2.99610186e-04   -1.76695309e-01
1144     3.69855037e-09    4.44647384e+00    9.99316107e+00   -8.07273507e-03   -1.76774078e-01
1145     3.70188370e-09    4.47602666e+00    9.98673266e+00   -1.37729591e-02   -1.77103272e-01
1146     3.70521704e-09    4.49717050e+00    9.98516834e+00   -1.43982354e-02   -1.77567360e-01
1147     3.70855037e-09    4.50183188e+00    9.98956810e+00   -9.21149123e-03   -1.77987487e-01
1148     3.71188370e-09    4.48821461e+00    9.99835094e+00   -1.17680206e-04   -1.78191559e-01
1149     3.71521704e-09    4.46150830e+00    1.00076888e+01    8.92652611e-03   -1.78096239e-01
1150     3.71855037e-09    4.43192241e+00    1.00136488e+01    1.41184323e-02   -1.77746529e-01
1151     3.72188370e-09    4.41077391e+00    1.00142179e+01    1.37583136e-02   -1.77286312e-01
1152     3.72521704e-09    4.40614273e+00    1.00096708e+01    8.47021214e-03   -1.76889093e-01
1153     3.72855037e-09    4.41978333e+00    1.00017925e+01    2.99600786e-04   -1.76695310e-01
1154     3.73188370e-09    4.44647384e+00    9.99316107e+00   -8.07273926e-03   -1.76774079e-01
1155     3.73521704e-09    4.47602666e+00    9.98673266e+00   -1.37729564e-02   -1.77103272e-01
1156     3.73855037e-09    4.49717050e+00    9.98516835e+00   -1.43982256e-02   -1.77567360e-01
1157     3.74188370e-09    4.50183188e+00    9.98956811e+00   -9.21147719e-03   -1.77987487e-01
1158     3.74521704e-09    4.48821461e+00    9.99835095e+00   -1.17668209e-04   -1.78191559e-01
1159     3.74855037e-09    4.46150830e+00    1.00076888e+01    8.92653006e-03   -1.78096238e-01
1160     3.75188370e-09    4.43192241e+00    1.00136488e+01    1.41184268e-02   -1.77746529e-01
1161     3.75521704e-09    4.41077391e+00    1.00142179e+01    1.37583023e-02   -1.77286312e-01
1162     3.75855037e-09    4.40614273e+00    1.00096708e+01    8.47019993e-03   -1.76889093e-01
1163     3.76188370e-09    4.41978333e+00    1.00017925e+01    2.99591383e-04   -1.76695310e-01
1164     3.76521704e-09    4.44647384e+00    9.99316106e+00   -8.07274344e-03   -1.76774079e-01
1165     3.76855037e-09    4.47602666e+00    9.98673266e+00   -1.37729537e-02   -1.77103273e-01
