Index       TIME            V(BASE_P)          V(EMIT)          V(COLL_P)         V(OUT_P)         I(V_SUPPLY)        I(I_TAIL)    
1228     4.09333333e-09    2.04152737e+00    1.20775550e+00    3.99331736e+00   -6.72610998e-03   -1.08577097e-02    1.00000000e-02
1229     4.09666667e-09    2.05034254e+00    1.21548590e+00    3.99377553e+00   -6.05491835e-03   -1.11706357e-02    1.00000000e-02
1230     4.10000000e-09    2.06470171e+00    1.22939077e+00    3.99676989e+00   -2.91112785e-03   -1.13868440e-02    1.00000000e-02
1231     4.10333333e-09    2.07912224e+00    1.24414427e+00    4.00110483e+00    1.44819827e-03   -1.14193424e-02    1.00000000e-02
1232     4.10666667e-09    2.08809465e+00    1.25410891e+00    4.00492463e+00    5.15789744e-03   -1.12554944e-02    1.00000000e-02
1233     4.11000000e-09    2.08819507e+00    1.25549920e+00    4.00670110e+00    6.73612407e-03   -1.09621427e-02    1.00000000e-02
1234     4.11333333e-09    2.07939454e+00    1.24780691e+00    4.00590957e+00    5.73671359e-03   -1.06541917e-02    1.00000000e-02
1235     4.11666667e-09    2.06506321e+00    1.23397130e+00    4.00301633e+00    2.70282255e-03   -1.04468317e-02    1.00000000e-02
1236     4.12000000e-09    2.05067724e+00    1.21926226e+00    3.99907782e+00   -1.25974009e-03   -1.04149082e-02    1.00000000e-02
1237     4.12333333e-09    2.04173030e+00    1.20929567e+00    3.99540296e+00   -4.83305556e-03   -1.05703164e-02    1.00000000e-02
1238     4.12666667e-09    2.04164293e+00    1.20789954e+00    3.99332084e+00   -6.72257939e-03   -1.08578914e-02    1.00000000e-02
1239     4.13000000e-09    2.05045782e+00    1.21562992e+00    3.99377919e+00   -6.05133234e-03   -1.11706946e-02    1.00000000e-02
1240     4.13333333e-09    2.06481663e+00    1.22953450e+00    3.99677199e+00   -2.90918962e-03   -1.13868041e-02    1.00000000e-02
1241     4.13666667e-09    2.07923673e+00    1.24428745e+00    4.00110424e+00    1.44742293e-03   -1.14192763e-02    1.00000000e-02
1242     4.14000000e-09    2.08820871e+00    1.25425142e+00    4.00492171e+00    5.15485101e-03   -1.12554881e-02    1.00000000e-02
1243     4.14333333e-09    2.08830874e+00    1.25564103e+00    4.00669736e+00    6.73238133e-03   -1.09622506e-02    1.00000000e-02
1244     4.14666667e-09    2.07950789e+00    1.24794814e+00    4.00590656e+00    5.73381737e-03   -1.06544157e-02    1.00000000e-02
1245     4.15000000e-09    2.06517629e+00    1.23411212e+00    4.00301489e+00    2.70155204e-03   -1.04471325e-02    1.00000000e-02
1246     4.15333333e-09    2.05079009e+00    1.21940288e+00    3.99907815e+00   -1.25922304e-03   -1.04152278e-02    1.00000000e-02
1247     4.15666667e-09    2.04184293e+00    1.20943631e+00    3.99540504e+00   -4.83083499e-03   -1.05705936e-02    1.00000000e-02
1248     4.16000000e-09    2.04175535e+00    1.20804030e+00    3.99332427e+00   -6.71910737e-03   -1.08580731e-02    1.00000000e-02
1249     4.16333333e-09    2.05056998e+00    1.21577066e+00    3.99378279e+00   -6.04780664e-03   -1.11707555e-02    1.00000000e-02
1250     4.16666667e-09    2.06492843e+00    1.22967496e+00    3.99677406e+00   -2.90728390e-03   -1.13867678e-02    1.00000000e-02
1251     4.17000000e-09    2.07934812e+00    1.24442739e+00    4.00110366e+00    1.44666158e-03   -1.14192143e-02    1.00000000e-02
1252     4.17333333e-09    2.08831968e+00    1.25439069e+00    4.00491883e+00    5.15185680e-03   -1.12554849e-02    1.00000000e-02
1253     4.17666667e-09    2.08841934e+00    1.25577964e+00    4.00669368e+00    6.72870108e-03   -1.09623596e-02    1.00000000e-02
1254     4.18000000e-09    2.07961818e+00    1.24808619e+00    4.00590361e+00    5.73096788e-03   -1.06546390e-02    1.00000000e-02
1255     4.18333333e-09    2.06528632e+00    1.23424976e+00    4.00301347e+00    2.70030101e-03   -1.04474313e-02    1.00000000e-02
1256     4.18666667e-09    2.05089990e+00    1.21954034e+00    3.99907848e+00   -1.25871495e-03   -1.04155451e-02    1.00000000e-02
1257     4.19000000e-09    2.04195255e+00    1.20957380e+00    3.99540708e+00   -4.82865062e-03   -1.05708691e-02    1.00000000e-02
1258     4.19333333e-09    2.04186476e+00    1.20817790e+00    3.99332764e+00   -6.71569264e-03   -1.08582547e-02    1.00000000e-02
1259     4.19666667e-09    2.05067912e+00    1.21590826e+00    3.99378632e+00   -6.04433991e-03   -1.11708182e-02    1.00000000e-02
1260     4.20000000e-09    2.06503724e+00    1.22981229e+00    3.99677609e+00   -2.90540998e-03   -1.13867350e-02    1.00000000e-02
1261     4.20333333e-09    2.07945654e+00    1.24456420e+00    4.00110309e+00    1.44591389e-03   -1.14191561e-02    1.00000000e-02
1262     4.20666667e-09    2.08842769e+00    1.25452687e+00    4.00491600e+00    5.14891363e-03   -1.12554844e-02    1.00000000e-02
1263     4.21000000e-09    2.08852699e+00    1.25591518e+00    4.00669007e+00    6.72508194e-03   -1.09624696e-02    1.00000000e-02
1264     4.21333333e-09    2.07972554e+00    1.24822118e+00    4.00590071e+00    5.72816414e-03   -1.06548613e-02    1.00000000e-02
1265     4.21666667e-09    2.06539343e+00    1.23438435e+00    4.00301207e+00    2.69906911e-03   -1.04477279e-02    1.00000000e-02
1266     4.22000000e-09    2.05100680e+00    1.21967476e+00    3.99907880e+00   -1.25821560e-03   -1.04158600e-02    1.00000000e-02
1267     4.22333333e-09    2.04205926e+00    1.20970826e+00    3.99540910e+00   -4.82650168e-03   -1.05711429e-02    1.00000000e-02
1268     4.22666667e-09    2.04197127e+00    1.20831248e+00    3.99333095e+00   -6.71233395e-03   -1.08584361e-02    1.00000000e-02
1269     4.23000000e-09    2.05078539e+00    1.21604284e+00    3.99378980e+00   -6.04093087e-03   -1.11708827e-02    1.00000000e-02
1270     4.23333333e-09    2.06514319e+00    1.22994661e+00    3.99677809e+00   -2.90356718e-03   -1.13867054e-02    1.00000000e-02
1271     4.23666667e-09    2.07956210e+00    1.24469803e+00    4.00110253e+00    1.44517952e-03   -1.14191015e-02    1.00000000e-02
1272     4.24000000e-09    2.08853287e+00    1.25466007e+00    4.00491322e+00    5.14602033e-03   -1.12554867e-02    1.00000000e-02
1273     4.24333333e-09    2.08863182e+00    1.25604776e+00    4.00668652e+00    6.72152257e-03   -1.09625804e-02    1.00000000e-02
1274     4.24666667e-09    2.07983008e+00    1.24835322e+00    4.00589785e+00    5.72540521e-03   -1.06550826e-02    1.00000000e-02
1275     4.25000000e-09    2.06549774e+00    1.23451601e+00    4.00301069e+00    2.69785597e-03   -1.04480224e-02    1.00000000e-02
1276     4.25333333e-09    2.05111090e+00    1.21980626e+00    3.99907911e+00   -1.25772478e-03   -1.04161725e-02    1.00000000e-02
1277     4.25666667e-09    2.04216318e+00    1.20983980e+00    3.99541108e+00   -4.82438740e-03   -1.05714149e-02    1.00000000e-02
1278     4.26000000e-09    2.04207501e+00    1.20844414e+00    3.99333421e+00   -6.70903010e-03   -1.08586172e-02    1.00000000e-02
1279     4.26333333e-09    2.05088890e+00    1.21617451e+00    3.99379322e+00   -6.03757826e-03   -1.11709487e-02    1.00000000e-02
1280     4.26666667e-09    2.06524639e+00    1.23007804e+00    3.99678005e+00   -2.90175482e-03   -1.13866790e-02    1.00000000e-02
1281     4.27000000e-09    2.07966493e+00    1.24482897e+00    4.00110198e+00    1.44445814e-03   -1.14190505e-02    1.00000000e-02
1282     4.27333333e-09    2.08863531e+00    1.25479041e+00    4.00491049e+00    5.14317579e-03   -1.12554915e-02    1.00000000e-02
1283     4.27666667e-09    2.08873393e+00    1.25617749e+00    4.00668302e+00    6.71802168e-03   -1.09626919e-02    1.00000000e-02
1284     4.28000000e-09    2.07993191e+00    1.24848243e+00    4.00589504e+00    5.72269015e-03   -1.06553029e-02    1.00000000e-02
1285     4.28333333e-09    2.06559935e+00    1.23464486e+00    4.00300933e+00    2.69666124e-03   -1.04483148e-02    1.00000000e-02
1286     4.28666667e-09    2.05121233e+00    1.21993495e+00    3.99907942e+00   -1.25724229e-03   -1.04164825e-02    1.00000000e-02
1287     4.29000000e-09    2.04226444e+00    1.20996855e+00    3.99541303e+00   -4.82230705e-03   -1.05716851e-02    1.00000000e-02
1288     4.29333333e-09    2.04217609e+00    1.20857301e+00    3.99333742e+00   -6.70577992e-03   -1.08587979e-02    1.00000000e-02
1289     4.29666667e-09    2.05098976e+00    1.21630339e+00    3.99379658e+00   -6.03428085e-03   -1.11710163e-02    1.00000000e-02
1290     4.30000000e-09    2.06534694e+00    1.23020668e+00    3.99678199e+00   -2.89997227e-03   -1.13866556e-02    1.00000000e-02
1291     4.30333333e-09    2.07976512e+00    1.24495714e+00    4.00110144e+00    1.44374943e-03   -1.14190028e-02    1.00000000e-02
1292     4.30666667e-09    2.08873515e+00    1.25491800e+00    4.00490780e+00    5.14037893e-03   -1.12554986e-02    1.00000000e-02
1293     4.31000000e-09    2.08883344e+00    1.25630449e+00    4.00667959e+00    6.71457803e-03   -1.09628041e-02    1.00000000e-02
1294     4.31333333e-09    2.08003116e+00    1.24860892e+00    4.00589227e+00    5.72001809e-03   -1.06555221e-02    1.00000000e-02
1295     4.31666667e-09    2.06569838e+00    1.23477100e+00    4.00300799e+00    2.69548457e-03   -1.04486049e-02    1.00000000e-02
1296     4.32000000e-09    2.05131118e+00    1.22006094e+00    3.99907972e+00   -1.25676793e-03   -1.04167900e-02    1.00000000e-02
1297     4.32333333e-09    2.04236313e+00    1.21009459e+00    3.99541494e+00   -4.82025991e-03   -1.05719534e-02    1.00000000e-02
1298     4.32666667e-09    2.04227462e+00    1.20869919e+00    3.99334057e+00   -6.70258227e-03   -1.08589781e-02    1.00000000e-02
1299     4.33000000e-09    2.05108807e+00    1.21642958e+00    3.99379989e+00   -6.03103749e-03   -1.11710851e-02    1.00000000e-02
1300     4.33333333e-09    2.06544497e+00    1.23033265e+00    3.99678389e+00   -2.89821890e-03   -1.13866349e-02    1.00000000e-02
1301     4.33666667e-09    2.07986280e+00    1.24508266e+00    4.00110091e+00    1.44305310e-03   -1.14189583e-02    1.00000000e-02
1302     4.34000000e-09    2.08883247e+00    1.25504294e+00    4.00490516e+00    5.13762869e-03   -1.12555081e-02    1.00000000e-02
1303     4.34333333e-09    2.08893045e+00    1.25642886e+00    4.00667620e+00    6.71119039e-03   -1.09629168e-02    1.00000000e-02
1304     4.34666667e-09    2.08012792e+00    1.24873280e+00    4.00588955e+00    5.71738814e-03   -1.06557401e-02    1.00000000e-02
1305     4.35000000e-09    2.06579494e+00    1.23489454e+00    4.00300668e+00    2.69432563e-03   -1.04488927e-02    1.00000000e-02
1306     4.35333333e-09    2.05140756e+00    1.22018434e+00    3.99908002e+00   -1.25630150e-03   -1.04170950e-02    1.00000000e-02
1307     4.35666667e-09    2.04245936e+00    1.21021805e+00    3.99541683e+00   -4.81824530e-03   -1.05722199e-02    1.00000000e-02
1308     4.36000000e-09    2.04237069e+00    1.20882278e+00    3.99334368e+00   -6.69943606e-03   -1.08591578e-02    1.00000000e-02
1309     4.36333333e-09    2.05118394e+00    1.21655320e+00    3.99380315e+00   -6.02784700e-03   -1.11711553e-02    1.00000000e-02
1310     4.36666667e-09    2.06554056e+00    1.23045605e+00    3.99678576e+00   -2.89649409e-03   -1.13866169e-02    1.00000000e-02
1311     4.37000000e-09    2.07995806e+00    1.24520562e+00    4.00110039e+00    1.44236884e-03   -1.14189168e-02    1.00000000e-02
1312     4.37333333e-09    2.08892739e+00    1.25516534e+00    4.00490257e+00    5.13492404e-03   -1.12555197e-02    1.00000000e-02
1313     4.37666667e-09    2.08902507e+00    1.25655070e+00    4.00667288e+00    6.70785757e-03   -1.09630300e-02    1.00000000e-02
1314     4.38000000e-09    2.08022230e+00    1.24885417e+00    4.00588686e+00    5.71479945e-03   -1.06559569e-02    1.00000000e-02
1315     4.38333333e-09    2.06588912e+00    1.23501557e+00    4.00300538e+00    2.69318409e-03   -1.04491782e-02    1.00000000e-02
1316     4.38666667e-09    2.05150158e+00    1.22030525e+00    3.99908031e+00   -1.25584283e-03   -1.04173974e-02    1.00000000e-02
1317     4.39000000e-09    2.04255323e+00    1.21033902e+00    3.99541869e+00   -4.81626253e-03   -1.05724843e-02    1.00000000e-02
1318     4.39333333e-09    2.04246441e+00    1.20894389e+00    3.99334674e+00   -6.69634022e-03   -1.08593369e-02    1.00000000e-02
1319     4.39666667e-09    2.05127746e+00    1.21667433e+00    3.99380635e+00   -6.02470829e-03   -1.11712265e-02    1.00000000e-02
1320     4.40000000e-09    2.06563382e+00    1.23057697e+00    3.99678760e+00   -2.89479724e-03   -1.13866015e-02    1.00000000e-02
1321     4.40333333e-09    2.08005100e+00    1.24532611e+00    4.00109988e+00    1.44169638e-03   -1.14188783e-02    1.00000000e-02
1322     4.40666667e-09    2.08902000e+00    1.25528530e+00    4.00490001e+00    5.13226401e-03   -1.12555333e-02    1.00000000e-02
1323     4.41000000e-09    2.08911739e+00    1.25667011e+00    4.00666961e+00    6.70457844e-03   -1.09631436e-02    1.00000000e-02
1324     4.41333333e-09    2.08031438e+00    1.24897311e+00    4.00588423e+00    5.71225121e-03   -1.06561724e-02    1.00000000e-02
1325     4.41666667e-09    2.06598101e+00    1.23513420e+00    4.00300411e+00    2.69205963e-03   -1.04494614e-02    1.00000000e-02
1326     4.42000000e-09    2.05159332e+00    1.22042376e+00    3.99908060e+00   -1.25539174e-03   -1.04176973e-02    1.00000000e-02
1327     4.42333333e-09    2.04264483e+00    1.21045760e+00    3.99542052e+00   -4.81431096e-03   -1.05727468e-02    1.00000000e-02
1328     4.42666667e-09    2.04255587e+00    1.20906260e+00    3.99334974e+00   -6.69329369e-03   -1.08595154e-02    1.00000000e-02
1329     4.43000000e-09    2.05136874e+00    1.21679307e+00    3.99380950e+00   -6.02162027e-03   -1.11712988e-02    1.00000000e-02
1330     4.43333333e-09    2.06572484e+00    1.23069552e+00    3.99678941e+00   -2.89312779e-03   -1.13865885e-02    1.00000000e-02
1331     4.43666667e-09    2.08014171e+00    1.24544424e+00    4.00109938e+00    1.44103543e-03   -1.14188425e-02    1.00000000e-02
1332     4.44000000e-09    2.08911038e+00    1.25540290e+00    4.00489750e+00    5.12964762e-03   -1.12555488e-02    1.00000000e-02
1333     4.44333333e-09    2.08920749e+00    1.25678718e+00    4.00666639e+00    6.70135187e-03   -1.09632575e-02    1.00000000e-02
1334     4.44666667e-09    2.08040426e+00    1.24908974e+00    4.00588163e+00    5.70974261e-03   -1.06563867e-02    1.00000000e-02
1335     4.45000000e-09    2.06607072e+00    1.23525052e+00    4.00300285e+00    2.69095195e-03   -1.04497423e-02    1.00000000e-02
1336     4.45333333e-09    2.05168288e+00    1.22053996e+00    3.99908088e+00   -1.25494805e-03   -1.04179945e-02    1.00000000e-02
1337     4.45666667e-09    2.04273426e+00    1.21057387e+00    3.99542232e+00   -4.81238995e-03   -1.05730073e-02    1.00000000e-02
1338     4.46000000e-09    2.04264517e+00    1.20917902e+00    3.99335270e+00   -6.69029547e-03   -1.08596931e-02    1.00000000e-02
1339     4.46333333e-09    2.05145786e+00    1.21690952e+00    3.99381260e+00   -6.01858189e-03   -1.11713721e-02    1.00000000e-02
1340     4.46666667e-09    2.06581372e+00    1.23081177e+00    3.99679120e+00   -2.89148517e-03   -1.13865778e-02    1.00000000e-02
1341     4.47000000e-09    2.08023028e+00    1.24556009e+00    4.00109888e+00    1.44038573e-03   -1.14188093e-02    1.00000000e-02
1342     4.47333333e-09    2.08919864e+00    1.25551824e+00    4.00489503e+00    5.12707395e-03   -1.12555661e-02    1.00000000e-02
1343     4.47666667e-09    2.08929548e+00    1.25690201e+00    4.00666322e+00    6.69817678e-03   -1.09633715e-02    1.00000000e-02
1344     4.48000000e-09    2.08049204e+00    1.24920412e+00    4.00587907e+00    5.70727287e-03   -1.06565996e-02    1.00000000e-02
1345     4.48333333e-09    2.06615832e+00    1.23536460e+00    4.00300161e+00    2.68986074e-03   -1.04500208e-02    1.00000000e-02
1346     4.48666667e-09    2.05177034e+00    1.22065394e+00    3.99908116e+00   -1.25451159e-03   -1.04182892e-02    1.00000000e-02
1347     4.49000000e-09    2.04282160e+00    1.21068792e+00    3.99542409e+00   -4.81049888e-03   -1.05732657e-02    1.00000000e-02
1348     4.49333333e-09    2.04273238e+00    1.20929321e+00    3.99335562e+00   -6.68734458e-03   -1.08598701e-02    1.00000000e-02
1349     4.49666667e-09    2.05154490e+00    1.21702375e+00    3.99381565e+00   -6.01559212e-03   -1.11714462e-02    1.00000000e-02
1350     4.50000000e-09    2.06590052e+00    1.23092582e+00    3.99679295e+00   -2.88986884e-03   -1.13865693e-02    1.00000000e-02
1351     4.50333333e-09    2.08031679e+00    1.24567375e+00    4.00109840e+00    1.43974703e-03   -1.14187787e-02    1.00000000e-02
1352     4.50666667e-09    2.08928486e+00    1.25563140e+00    4.00489260e+00    5.12454208e-03   -1.12555851e-02    1.00000000e-02
1353     4.51000000e-09    2.08938144e+00    1.25701466e+00    4.00666010e+00    6.69505211e-03   -1.09634858e-02    1.00000000e-02
1354     4.51333333e-09    2.08057778e+00    1.24931635e+00    4.00587656e+00    5.70484123e-03   -1.06568110e-02    1.00000000e-02
1355     4.51666667e-09    2.06624390e+00    1.23547655e+00    4.00300039e+00    2.68878569e-03   -1.04502969e-02    1.00000000e-02
1356     4.52000000e-09    2.05185579e+00    1.22076578e+00    3.99908144e+00   -1.25408221e-03   -1.04185812e-02    1.00000000e-02
1357     4.52333333e-09    2.04290694e+00    1.21079984e+00    3.99542584e+00   -4.80863715e-03   -1.05735220e-02    1.00000000e-02
1358     4.52666667e-09    2.04281760e+00    1.20940528e+00    3.99335848e+00   -6.68444005e-03   -1.08600462e-02    1.00000000e-02
1359     4.53000000e-09    2.05162996e+00    1.21713586e+00    3.99381866e+00   -6.01264997e-03   -1.11715211e-02    1.00000000e-02
1360     4.53333333e-09    2.06598535e+00    1.23103775e+00    3.99679468e+00   -2.88827826e-03   -1.13865629e-02    1.00000000e-02
1361     4.53666667e-09    2.08040133e+00    1.24578530e+00    4.00109792e+00    1.43911906e-03   -1.14187505e-02    1.00000000e-02
1362     4.54000000e-09    2.08936911e+00    1.25574246e+00    4.00489021e+00    5.12205114e-03   -1.12556056e-02    1.00000000e-02
1363     4.54333333e-09    2.08946543e+00    1.25712524e+00    4.00665703e+00    6.69197684e-03   -1.09636001e-02    1.00000000e-02
1364     4.54666667e-09    2.08066158e+00    1.24942651e+00    4.00587408e+00    5.70244695e-03   -1.06570211e-02    1.00000000e-02
1365     4.55000000e-09    2.06632754e+00    1.23558643e+00    4.00299919e+00    2.68772653e-03   -1.04505706e-02    1.00000000e-02
1366     4.55333333e-09    2.05193930e+00    1.22087556e+00    3.99908171e+00   -1.25365975e-03   -1.04188706e-02    1.00000000e-02
1367     4.55666667e-09    2.04299034e+00    1.21090970e+00    3.99542756e+00   -4.80680417e-03   -1.05737762e-02    1.00000000e-02
1368     4.56000000e-09    2.04290089e+00    1.20951529e+00    3.99336131e+00   -6.68158096e-03   -1.08602215e-02    1.00000000e-02
1369     4.56333333e-09    2.05171310e+00    1.21724592e+00    3.99382161e+00   -6.00975448e-03   -1.11715967e-02    1.00000000e-02
1370     4.56666667e-09    2.06606826e+00    1.23114764e+00    3.99679638e+00   -2.88671291e-03   -1.13865584e-02    1.00000000e-02
1371     4.57000000e-09    2.08048398e+00    1.24589482e+00    4.00109746e+00    1.43850160e-03   -1.14187246e-02    1.00000000e-02
1372     4.57333333e-09    2.08945147e+00    1.25585150e+00    4.00488786e+00    5.11960026e-03   -1.12556277e-02    1.00000000e-02
1373     4.57666667e-09    2.08954755e+00    1.25723381e+00    4.00665402e+00    6.68894997e-03   -1.09637144e-02    1.00000000e-02
1374     4.58000000e-09    2.08074351e+00    1.24953468e+00    4.00587164e+00    5.70008930e-03   -1.06572297e-02    1.00000000e-02
1375     4.58333333e-09    2.06640932e+00    1.23569432e+00    4.00299801e+00    2.68668296e-03   -1.04508418e-02    1.00000000e-02
1376     4.58666667e-09    2.05202096e+00    1.22098337e+00    3.99908198e+00   -1.25324405e-03   -1.04191573e-02    1.00000000e-02
1377     4.59000000e-09    2.04307190e+00    1.21101759e+00    3.99542925e+00   -4.80499938e-03   -1.05740284e-02    1.00000000e-02
1378     4.59333333e-09    2.04298234e+00    1.20962332e+00    3.99336409e+00   -6.67876640e-03   -1.08603958e-02    1.00000000e-02
1379     4.59666667e-09    2.05179440e+00    1.21735400e+00    3.99382452e+00   -6.00690470e-03   -1.11716729e-02    1.00000000e-02
1380     4.60000000e-09    2.06614935e+00    1.23125557e+00    3.99679805e+00   -2.88517230e-03   -1.13865558e-02    1.00000000e-02
1381     4.60333333e-09    2.08056480e+00    1.24600238e+00    4.00109700e+00    1.43789439e-03   -1.14187008e-02    1.00000000e-02
1382     4.60666667e-09    2.08953203e+00    1.25595860e+00    4.00488554e+00    5.11718863e-03   -1.12556512e-02    1.00000000e-02
1383     4.61000000e-09    2.08962787e+00    1.25734044e+00    4.00665104e+00    6.68597053e-03   -1.09638287e-02    1.00000000e-02
1384     4.61333333e-09    2.08082364e+00    1.24964092e+00    4.00586924e+00    5.69776759e-03   -1.06574368e-02    1.00000000e-02
1385     4.61666667e-09    2.06648931e+00    1.23580030e+00    4.00299685e+00    2.68565472e-03   -1.04511107e-02    1.00000000e-02
1386     4.62000000e-09    2.05210083e+00    1.22108927e+00    3.99908224e+00   -1.25283497e-03   -1.04194414e-02    1.00000000e-02
1387     4.62333333e-09    2.04315168e+00    1.21112357e+00    3.99543092e+00   -4.80322221e-03   -1.05742783e-02    1.00000000e-02
1388     4.62666667e-09    2.04306202e+00    1.20972946e+00    3.99336682e+00   -6.67599549e-03   -1.08605692e-02    1.00000000e-02
1389     4.63000000e-09    2.05187393e+00    1.21746019e+00    3.99382738e+00   -6.00409972e-03   -1.11717497e-02    1.00000000e-02
1390     4.63333333e-09    2.06622868e+00    1.23136159e+00    3.99679970e+00   -2.88365594e-03   -1.13865549e-02    1.00000000e-02
1391     4.63666667e-09    2.08064387e+00    1.24610806e+00    4.00109654e+00    1.43729722e-03   -1.14186791e-02    1.00000000e-02
1392     4.64000000e-09    2.08961084e+00    1.25606383e+00    4.00488326e+00    5.11481543e-03   -1.12556760e-02    1.00000000e-02
1393     4.64333333e-09    2.08970645e+00    1.25744521e+00    4.00664812e+00    6.68303757e-03   -1.09639428e-02    1.00000000e-02
1394     4.64666667e-09    2.08090204e+00    1.24974531e+00    4.00586687e+00    5.69548114e-03   -1.06576424e-02    1.00000000e-02
1395     4.65000000e-09    2.06656757e+00    1.23590444e+00    4.00299570e+00    2.68464153e-03   -1.04513770e-02    1.00000000e-02
1396     4.65333333e-09    2.05217899e+00    1.22119333e+00    3.99908250e+00   -1.25243236e-03   -1.04197227e-02    1.00000000e-02
1397     4.65666667e-09    2.04322974e+00    1.21122772e+00    3.99543256e+00   -4.80147214e-03   -1.05745261e-02    1.00000000e-02
1398     4.66000000e-09    2.04313999e+00    1.20983375e+00    3.99336952e+00   -6.67326738e-03   -1.08607416e-02    1.00000000e-02
1399     4.66333333e-09    2.05195177e+00    1.21756454e+00    3.99383020e+00   -6.00133866e-03   -1.11718269e-02    1.00000000e-02
1400     4.66666667e-09    2.06630632e+00    1.23146579e+00    3.99680132e+00   -2.88216334e-03   -1.13865558e-02    1.00000000e-02
1401     4.67000000e-09    2.08072127e+00    1.24621192e+00    4.00109610e+00    1.43670987e-03   -1.14186595e-02    1.00000000e-02
1402     4.67333333e-09    2.08968797e+00    1.25616725e+00    4.00488102e+00    5.11247987e-03   -1.12557021e-02    1.00000000e-02
1403     4.67666667e-09    2.08978337e+00    1.25754819e+00    4.00664524e+00    6.68015018e-03   -1.09640569e-02    1.00000000e-02
1404     4.68000000e-09    2.08097878e+00    1.24984792e+00    4.00586454e+00    5.69322926e-03   -1.06578464e-02    1.00000000e-02
1405     4.68333333e-09    2.06664418e+00    1.23600681e+00    4.00299457e+00    2.68364312e-03   -1.04516410e-02    1.00000000e-02
1406     4.68666667e-09    2.05225550e+00    1.22129561e+00    3.99908275e+00   -1.25203609e-03   -1.04200015e-02    1.00000000e-02
1407     4.69000000e-09    2.04330617e+00    1.21133010e+00    3.99543417e+00   -4.79974863e-03   -1.05747718e-02    1.00000000e-02
1408     4.69333333e-09    2.04321632e+00    1.20993628e+00    3.99337217e+00   -6.67058121e-03   -1.08609129e-02    1.00000000e-02
1409     4.69666667e-09    2.05202798e+00    1.21766712e+00    3.99383298e+00   -5.99862063e-03   -1.11719046e-02    1.00000000e-02
1410     4.70000000e-09    2.06638234e+00    1.23156824e+00    3.99680291e+00   -2.88069405e-03   -1.13865582e-02    1.00000000e-02
1411     4.70333333e-09    2.08079704e+00    1.24631403e+00    4.00109566e+00    1.43613211e-03   -1.14186417e-02    1.00000000e-02
1412     4.70666667e-09    2.08976350e+00    1.25626893e+00    4.00487882e+00    5.11018120e-03   -1.12557293e-02    1.00000000e-02
1413     4.71000000e-09    2.08985868e+00    1.25764944e+00    4.00664240e+00    6.67730746e-03   -1.09641707e-02    1.00000000e-02
1414     4.71333333e-09    2.08105393e+00    1.24994881e+00    4.00586225e+00    5.69101132e-03   -1.06580488e-02    1.00000000e-02
1415     4.71666667e-09    2.06671921e+00    1.23610746e+00    4.00299345e+00    2.68265924e-03   -1.04519024e-02    1.00000000e-02
1416     4.72000000e-09    2.05233043e+00    1.22139620e+00    3.99908300e+00   -1.25164602e-03   -1.04202775e-02    1.00000000e-02
1417     4.72333333e-09    2.04338101e+00    1.21143077e+00    3.99543577e+00   -4.79805117e-03   -1.05750152e-02    1.00000000e-02
1418     4.72666667e-09    2.04329108e+00    1.21003711e+00    3.99337478e+00   -6.66793619e-03   -1.08610832e-02    1.00000000e-02
1419     4.73000000e-09    2.05210261e+00    1.21776801e+00    3.99383571e+00   -5.99594480e-03   -1.11719826e-02    1.00000000e-02
1420     4.73333333e-09    2.06645679e+00    1.23166898e+00    3.99680449e+00   -2.87924760e-03   -1.13865621e-02    1.00000000e-02
1421     4.73666667e-09    2.08087126e+00    1.24641446e+00    4.00109524e+00    1.43556374e-03   -1.14186257e-02    1.00000000e-02
1422     4.74000000e-09    2.08983748e+00    1.25636893e+00    4.00487665e+00    5.10791866e-03   -1.12557576e-02    1.00000000e-02
1423     4.74333333e-09    2.08993245e+00    1.25774903e+00    4.00663961e+00    6.67450853e-03   -1.09642842e-02    1.00000000e-02
1424     4.74666667e-09    2.08112754e+00    1.25004804e+00    4.00585999e+00    5.68882667e-03   -1.06582497e-02    1.00000000e-02
1425     4.75000000e-09    2.06679270e+00    1.23620646e+00    4.00299236e+00    2.68168964e-03   -1.04521614e-02    1.00000000e-02
1426     4.75333333e-09    2.05240383e+00    1.22149514e+00    3.99908325e+00   -1.25126202e-03   -1.04205508e-02    1.00000000e-02
1427     4.75666667e-09    2.04345434e+00    1.21152980e+00    3.99543734e+00   -4.79637927e-03   -1.05752565e-02    1.00000000e-02
1428     4.76000000e-09    2.04336433e+00    1.21013629e+00    3.99337735e+00   -6.66533152e-03   -1.08612524e-02    1.00000000e-02
1429     4.76333333e-09    2.05217574e+00    1.21786725e+00    3.99383840e+00   -5.99331034e-03   -1.11720609e-02    1.00000000e-02
1430     4.76666667e-09    2.06652974e+00    1.23176809e+00    3.99680603e+00   -2.87782357e-03   -1.13865674e-02    1.00000000e-02
1431     4.77000000e-09    2.08094399e+00    1.24651325e+00    4.00109481e+00    1.43500457e-03   -1.14186114e-02    1.00000000e-02
1432     4.77333333e-09    2.08990997e+00    1.25646732e+00    4.00487451e+00    5.10569153e-03   -1.12557870e-02    1.00000000e-02
1433     4.77666667e-09    2.09000474e+00    1.25784701e+00    4.00663686e+00    6.67175256e-03   -1.09643975e-02    1.00000000e-02
