Index       TIME            V(BASE_P)          V(EMIT)          V(COLL_P)         V(OUT_P)         I(V_SUPPLY)        I(I_TAIL)    
580      1.93333333e-09    2.03460960e+00    1.19710287e+00    3.99648168e+00   -3.17955131e-03   -1.14199592e-02    1.00000000e-02
581      1.93666667e-09    2.04916796e+00    1.21200924e+00    4.00120061e+00    1.56626760e-03   -1.14557727e-02    1.00000000e-02
582      1.94000000e-09    2.05827726e+00    1.22214307e+00    4.00534575e+00    5.59209608e-03   -1.12832611e-02    1.00000000e-02
583      1.94333333e-09    2.05850579e+00    1.22370102e+00    4.00721982e+00    7.25210161e-03   -1.09740113e-02    1.00000000e-02
584      1.94666667e-09    2.04982309e+00    1.21616338e+00    4.00630975e+00    6.11916922e-03   -1.06504126e-02    1.00000000e-02
585      1.95000000e-09    2.03560229e+00    1.20246031e+00    4.00320003e+00    2.85980876e-03   -1.04330710e-02    1.00000000e-02
586      1.95333333e-09    2.02132272e+00    1.18785296e+00    3.99903045e+00   -1.33518829e-03   -1.03988499e-02    1.00000000e-02
587      1.95666667e-09    2.01248010e+00    1.17795694e+00    3.99512709e+00   -5.13078280e-03   -1.05598408e-02    1.00000000e-02
588      1.96000000e-09    2.01249843e+00    1.17661831e+00    3.99285847e+00   -7.19398315e-03   -1.08600151e-02    1.00000000e-02
589      1.96333333e-09    2.02142621e+00    1.18442355e+00    3.99328590e+00   -6.53769111e-03   -1.11890228e-02    1.00000000e-02
590      1.96666667e-09    2.03590902e+00    1.19844063e+00    3.99649077e+00   -3.17100906e-03   -1.14182481e-02    1.00000000e-02
591      1.97000000e-09    2.05046113e+00    1.21334030e+00    4.00119725e+00    1.56227656e-03   -1.14539635e-02    1.00000000e-02
592      1.97333333e-09    2.05956425e+00    1.22346699e+00    4.00533203e+00    5.57804788e-03   -1.12817352e-02    1.00000000e-02
593      1.97666667e-09    2.05978695e+00    1.22501792e+00    4.00720344e+00    7.23589659e-03   -1.09729893e-02    1.00000000e-02
594      1.98000000e-09    2.05109877e+00    1.21747368e+00    4.00629759e+00    6.10765849e-03   -1.06498717e-02    1.00000000e-02
595      1.98333333e-09    2.03687272e+00    1.20376465e+00    4.00319472e+00    2.85540243e-03   -1.04328262e-02    1.00000000e-02
596      1.98666667e-09    2.02258800e+00    1.18915226e+00    3.99903195e+00   -1.33274583e-03   -1.03986694e-02    1.00000000e-02
597      1.99000000e-09    2.01374028e+00    1.17925219e+00    3.99513537e+00   -5.12175313e-03   -1.05594943e-02    1.00000000e-02
598      1.99333333e-09    2.01375345e+00    1.17790995e+00    3.99287267e+00   -7.17943679e-03   -1.08592904e-02    1.00000000e-02
599      1.99666667e-09    2.02267585e+00    1.18571103e+00    3.99330135e+00   -6.52238850e-03   -1.11878017e-02    1.00000000e-02
600      2.00000000e-09    2.03715292e+00    1.19972276e+00    3.99649957e+00   -3.16275473e-03   -1.14166210e-02    1.00000000e-02
601      2.00333333e-09    2.05169906e+00    1.21461603e+00    4.00119401e+00    1.55842619e-03   -1.14522414e-02    1.00000000e-02
602      2.00666667e-09    2.06079629e+00    1.22473589e+00    4.00531877e+00    5.56447486e-03   -1.12802866e-02    1.00000000e-02
603      2.01000000e-09    2.06101340e+00    1.22628009e+00    4.00718759e+00    7.22021272e-03   -1.09720282e-02    1.00000000e-02
604      2.01333333e-09    2.05231999e+00    1.21872952e+00    4.00628581e+00    6.09648818e-03   -1.06493769e-02    1.00000000e-02
605      2.01666667e-09    2.03808893e+00    1.20501479e+00    4.00318955e+00    2.85110850e-03   -1.04326190e-02    1.00000000e-02
606      2.02000000e-09    2.02379930e+00    1.19039760e+00    3.99903341e+00   -1.33038081e-03   -1.03985248e-02    1.00000000e-02
607      2.02333333e-09    2.01494672e+00    1.18049369e+00    3.99514341e+00   -5.11298738e-03   -1.05591883e-02    1.00000000e-02
608      2.02666667e-09    2.01495498e+00    1.17914803e+00    3.99288642e+00   -7.16533831e-03   -1.08586172e-02    1.00000000e-02
609      2.03000000e-09    2.02387224e+00    1.18694517e+00    3.99331630e+00   -6.50758121e-03   -1.11866474e-02    1.00000000e-02
610      2.03333333e-09    2.03834384e+00    1.20095179e+00    3.99650807e+00   -3.15477311e-03   -1.14150737e-02    1.00000000e-02
611      2.03666667e-09    2.05288427e+00    1.21583894e+00    4.00119088e+00    1.55470950e-03   -1.14506019e-02    1.00000000e-02
612      2.04000000e-09    2.06197586e+00    1.22595225e+00    4.00530596e+00    5.55135286e-03   -1.12789115e-02    1.00000000e-02
613      2.04333333e-09    2.06218765e+00    1.22749001e+00    4.00717224e+00    7.20502443e-03   -1.09711250e-02    1.00000000e-02
614      2.04666667e-09    2.05348924e+00    1.21993338e+00    4.00627437e+00    6.08564281e-03   -1.06489258e-02    1.00000000e-02
615      2.05000000e-09    2.03925339e+00    1.20621321e+00    4.00318452e+00    2.84692245e-03   -1.04324473e-02    1.00000000e-02
616      2.05333333e-09    2.02495909e+00    1.19159145e+00    3.99903483e+00   -1.32809014e-03   -1.03984142e-02    1.00000000e-02
617      2.05666667e-09    2.01610187e+00    1.18168389e+00    3.99515123e+00   -5.10447465e-03   -1.05589207e-02    1.00000000e-02
618      2.06000000e-09    2.01610545e+00    1.18033499e+00    3.99289977e+00   -7.15166727e-03   -1.08579929e-02    1.00000000e-02
619      2.06333333e-09    2.02501781e+00    1.18812838e+00    3.99333078e+00   -6.49324486e-03   -1.11855566e-02    1.00000000e-02
620      2.06666667e-09    2.03948417e+00    1.20213013e+00    3.99651630e+00   -3.14705008e-03   -1.14136021e-02    1.00000000e-02
621      2.07000000e-09    2.05401916e+00    1.21701142e+00    4.00118787e+00    1.55111999e-03   -1.14490408e-02    1.00000000e-02
622      2.07333333e-09    2.06310536e+00    1.22711846e+00    4.00529357e+00    5.53865941e-03   -1.12776061e-02    1.00000000e-02
623      2.07666667e-09    2.06331206e+00    1.22865004e+00    4.00715737e+00    7.19030790e-03   -1.09702765e-02    1.00000000e-02
624      2.08000000e-09    2.05460887e+00    1.22108761e+00    4.00626326e+00    6.07510791e-03   -1.06485160e-02    1.00000000e-02
625      2.08333333e-09    2.04036847e+00    1.20736224e+00    4.00317963e+00    2.84284002e-03   -1.04323092e-02    1.00000000e-02
626      2.08666667e-09    2.02606970e+00    1.19273612e+00    3.99903620e+00   -1.32587082e-03   -1.03983355e-02    1.00000000e-02
627      2.09000000e-09    2.01720806e+00    1.18282510e+00    3.99515883e+00   -5.09620454e-03   -1.05586894e-02    1.00000000e-02
628      2.09333333e-09    2.01720718e+00    1.18147314e+00    3.99291272e+00   -7.13840443e-03   -1.08574150e-02    1.00000000e-02
629      2.09666667e-09    2.02611486e+00    1.18926297e+00    3.99334481e+00   -6.47935668e-03   -1.11845260e-02    1.00000000e-02
630      2.10000000e-09    2.04057623e+00    1.20326007e+00    3.99652427e+00   -3.13957251e-03   -1.14122023e-02    1.00000000e-02
631      2.10333333e-09    2.05510600e+00    1.21813575e+00    4.00118497e+00    1.54765157e-03   -1.14475542e-02    1.00000000e-02
632      2.10666667e-09    2.06418705e+00    1.22823679e+00    4.00528159e+00    5.52637357e-03   -1.12763669e-02    1.00000000e-02
633      2.11000000e-09    2.06438889e+00    1.22976245e+00    4.00714296e+00    7.17604091e-03   -1.09694801e-02    1.00000000e-02
634      2.11333333e-09    2.05568115e+00    1.22219446e+00    4.00625247e+00    6.06486991e-03   -1.06481453e-02    1.00000000e-02
635      2.11666667e-09    2.04143639e+00    1.20846411e+00    4.00317486e+00    2.83885723e-03   -1.04322027e-02    1.00000000e-02
636      2.12000000e-09    2.02713337e+00    1.19383385e+00    3.99903753e+00   -1.32371998e-03   -1.03982871e-02    1.00000000e-02
637      2.12333333e-09    2.01826752e+00    1.18391954e+00    3.99516622e+00   -5.08816721e-03   -1.05584924e-02    1.00000000e-02
638      2.12666667e-09    2.01826238e+00    1.18256468e+00    3.99292529e+00   -7.12553169e-03   -1.08568811e-02    1.00000000e-02
639      2.13000000e-09    2.02716559e+00    1.19035112e+00    3.99335841e+00   -6.46589536e-03   -1.11835527e-02    1.00000000e-02
640      2.13333333e-09    2.04162219e+00    1.20434379e+00    3.99653200e+00   -3.13232819e-03   -1.14108709e-02    1.00000000e-02
641      2.13666667e-09    2.05614699e+00    1.21921411e+00    4.00118216e+00    1.54429854e-03   -1.14461383e-02    1.00000000e-02
642      2.14000000e-09    2.06522311e+00    1.22930939e+00    4.00526999e+00    5.51447578e-03   -1.12751904e-02    1.00000000e-02
643      2.14333333e-09    2.06542030e+00    1.23082937e+00    4.00712899e+00    7.16220268e-03   -1.09687330e-02    1.00000000e-02
644      2.14666667e-09    2.05670821e+00    1.22325606e+00    4.00624199e+00    6.05491607e-03   -1.06478116e-02    1.00000000e-02
645      2.15000000e-09    2.04245930e+00    1.20952095e+00    4.00317021e+00    2.83497032e-03   -1.04321260e-02    1.00000000e-02
646      2.15333333e-09    2.02815222e+00    1.19488674e+00    3.99903883e+00   -1.32163487e-03   -1.03982671e-02    1.00000000e-02
647      2.15666667e-09    2.01928235e+00    1.18496932e+00    3.99517341e+00   -5.08035328e-03   -1.05583278e-02    1.00000000e-02
648      2.16000000e-09    2.01927314e+00    1.18361171e+00    3.99293751e+00   -7.11303201e-03   -1.08563889e-02    1.00000000e-02
649      2.16333333e-09    2.02817210e+00    1.19139494e+00    3.99337160e+00   -6.45284100e-03   -1.11826336e-02    1.00000000e-02
650      2.16666667e-09    2.04262414e+00    1.20538338e+00    3.99653950e+00   -3.12530574e-03   -1.14096044e-02    1.00000000e-02
651      2.17000000e-09    2.05714418e+00    1.22024856e+00    4.00117946e+00    1.54105553e-03   -1.14447896e-02    1.00000000e-02
652      2.17333333e-09    2.06621560e+00    1.23033833e+00    4.00525875e+00    5.50294778e-03   -1.12740737e-02    1.00000000e-02
653      2.17666667e-09    2.06640834e+00    1.23185286e+00    4.00711544e+00    7.14877377e-03   -1.09680326e-02    1.00000000e-02
654      2.18000000e-09    2.05769210e+00    1.22427445e+00    4.00623180e+00    6.04523443e-03   -1.06475129e-02    1.00000000e-02
655      2.18333333e-09    2.04343922e+00    1.21053479e+00    4.00316568e+00    2.83117575e-03   -1.04320776e-02    1.00000000e-02
656      2.18666667e-09    2.02912827e+00    1.19589681e+00    3.99904008e+00   -1.31961286e-03   -1.03982739e-02    1.00000000e-02
657      2.19000000e-09    2.02025456e+00    1.18597643e+00    3.99518040e+00   -5.07275387e-03   -1.05581939e-02    1.00000000e-02
658      2.19333333e-09    2.02024149e+00    1.18461623e+00    3.99294937e+00   -7.10088933e-03   -1.08559362e-02    1.00000000e-02
659      2.19666667e-09    2.02913638e+00    1.19239642e+00    3.99338440e+00   -6.44017491e-03   -1.11817662e-02    1.00000000e-02
660      2.20000000e-09    2.04358407e+00    1.20638081e+00    3.99654677e+00   -3.11849455e-03   -1.14083995e-02    1.00000000e-02
661      2.20333333e-09    2.05809956e+00    1.22124108e+00    4.00117684e+00    1.53791751e-03   -1.14435048e-02    1.00000000e-02
662      2.20666667e-09    2.06716647e+00    1.23132556e+00    4.00524786e+00    5.49177246e-03   -1.12730137e-02    1.00000000e-02
663      2.21000000e-09    2.06735497e+00    1.23283487e+00    4.00710228e+00    7.13573592e-03   -1.09673766e-02    1.00000000e-02
664      2.21333333e-09    2.05863476e+00    1.22525157e+00    4.00622188e+00    6.03581372e-03   -1.06472473e-02    1.00000000e-02
665      2.21666667e-09    2.04437809e+00    1.21150756e+00    4.00316126e+00    2.82747016e-03   -1.04320556e-02    1.00000000e-02
666      2.22000000e-09    2.03006344e+00    1.19686598e+00    3.99904130e+00   -1.31765143e-03   -1.03983059e-02    1.00000000e-02
667      2.22333333e-09    2.02118609e+00    1.18694281e+00    3.99518721e+00   -5.06536054e-03   -1.05580889e-02    1.00000000e-02
668      2.22666667e-09    2.02116932e+00    1.18558015e+00    3.99296091e+00   -7.08908851e-03   -1.08555209e-02    1.00000000e-02
669      2.23000000e-09    2.03006034e+00    1.19335744e+00    3.99339683e+00   -6.42787959e-03   -1.11809478e-02    1.00000000e-02
670      2.23333333e-09    2.04450387e+00    1.20733799e+00    3.99655383e+00   -3.11188471e-03   -1.14072533e-02    1.00000000e-02
671      2.23666667e-09    2.05901500e+00    1.22219355e+00    4.00117431e+00    1.53487976e-03   -1.14422808e-02    1.00000000e-02
672      2.24000000e-09    2.06807761e+00    1.23227295e+00    4.00523730e+00    5.48093379e-03   -1.12720076e-02    1.00000000e-02
673      2.24333333e-09    2.06826204e+00    1.23377725e+00    4.00708950e+00    7.12307202e-03   -1.09667628e-02    1.00000000e-02
674      2.24666667e-09    2.05953804e+00    1.22618926e+00    4.00621224e+00    6.02664330e-03   -1.06470130e-02    1.00000000e-02
675      2.25000000e-09    2.04527776e+00    1.21244109e+00    4.00315695e+00    2.82385037e-03   -1.04320587e-02    1.00000000e-02
676      2.25333333e-09    2.03095959e+00    1.19779609e+00    3.99904249e+00   -1.31574818e-03   -1.03983617e-02    1.00000000e-02
677      2.25666667e-09    2.02207876e+00    1.18787026e+00    3.99519384e+00   -5.05816525e-03   -1.05580111e-02    1.00000000e-02
678      2.26000000e-09    2.02205847e+00    1.18650528e+00    3.99297213e+00   -7.07761528e-03   -1.08551412e-02    1.00000000e-02
679      2.26333333e-09    2.03094578e+00    1.19427983e+00    3.99340891e+00   -6.41593861e-03   -1.11801759e-02    1.00000000e-02
680      2.26666667e-09    2.04538533e+00    1.20825670e+00    3.99656069e+00   -3.10546695e-03   -1.14061629e-02    1.00000000e-02
681      2.27000000e-09    2.05989230e+00    1.22310776e+00    4.00117187e+00    1.53193780e-03   -1.14411145e-02    1.00000000e-02
682      2.27333333e-09    2.06895080e+00    1.23318228e+00    4.00522706e+00    5.47041672e-03   -1.12710526e-02    1.00000000e-02
683      2.27666667e-09    2.06913134e+00    1.23468178e+00    4.00707709e+00    7.11076596e-03   -1.09661889e-02    1.00000000e-02
684      2.28000000e-09    2.06040372e+00    1.22708929e+00    4.00620285e+00    6.01771318e-03   -1.06468083e-02    1.00000000e-02
685      2.28333333e-09    2.04613999e+00    1.21333714e+00    4.00315275e+00    2.82031337e-03   -1.04320854e-02    1.00000000e-02
686      2.28666667e-09    2.03181846e+00    1.19868888e+00    3.99904364e+00   -1.31390081e-03   -1.03984399e-02    1.00000000e-02
687      2.29000000e-09    2.02293430e+00    1.18876053e+00    3.99520030e+00   -5.05116039e-03   -1.05579592e-02    1.00000000e-02
688      2.29333333e-09    2.02291065e+00    1.18739337e+00    3.99298304e+00   -7.06645613e-03   -1.08547950e-02    1.00000000e-02
689      2.29666667e-09    2.03179444e+00    1.19516531e+00    3.99342065e+00   -6.40433654e-03   -1.11794483e-02    1.00000000e-02
690      2.30000000e-09    2.04623019e+00    1.20913866e+00    3.99656736e+00   -3.09923259e-03   -1.14051255e-02    1.00000000e-02
691      2.30333333e-09    2.06073318e+00    1.22398541e+00    4.00116951e+00    1.52908745e-03   -1.14400033e-02    1.00000000e-02
692      2.30666667e-09    2.06978773e+00    1.23405526e+00    4.00521712e+00    5.46020711e-03   -1.12701464e-02    1.00000000e-02
693      2.31000000e-09    2.06996456e+00    1.23555014e+00    4.00706503e+00    7.09880259e-03   -1.09656529e-02    1.00000000e-02
694      2.31333333e-09    2.06123347e+00    1.22795334e+00    4.00619370e+00    6.00901386e-03   -1.06466317e-02    1.00000000e-02
695      2.31666667e-09    2.04696645e+00    1.21419738e+00    4.00314864e+00    2.81685628e-03   -1.04321342e-02    1.00000000e-02
696      2.32000000e-09    2.03264172e+00    1.19954601e+00    3.99904476e+00   -1.31210713e-03   -1.03985390e-02    1.00000000e-02
697      2.32333333e-09    2.02375439e+00    1.18961528e+00    3.99520659e+00   -5.04433872e-03   -1.05579315e-02    1.00000000e-02
698      2.32666667e-09    2.02372754e+00    1.18824605e+00    3.99299366e+00   -7.05559835e-03   -1.08544807e-02    1.00000000e-02
699      2.33000000e-09    2.03260795e+00    1.19601552e+00    3.99343206e+00   -6.39305885e-03   -1.11787628e-02    1.00000000e-02
700      2.33333333e-09    2.04704007e+00    1.20998552e+00    3.99657384e+00   -3.09317351e-03   -1.14041387e-02    1.00000000e-02
701      2.33666667e-09    2.06153925e+00    1.22482813e+00    4.00116722e+00    1.52632472e-03   -1.14389443e-02    1.00000000e-02
702      2.34000000e-09    2.07059004e+00    1.23489350e+00    4.00520747e+00    5.45029165e-03   -1.12692865e-02    1.00000000e-02
703      2.34333333e-09    2.07076332e+00    1.23638395e+00    4.00705330e+00    7.08716763e-03   -1.09651529e-02    1.00000000e-02
704      2.34666667e-09    2.06202892e+00    1.22878301e+00    4.00618480e+00    6.00053640e-03   -1.06464815e-02    1.00000000e-02
705      2.35000000e-09    2.04775875e+00    1.21502340e+00    4.00314464e+00    2.81347640e-03   -1.04322039e-02    1.00000000e-02
706      2.35333333e-09    2.03343096e+00    1.20036907e+00    3.99904585e+00   -1.31036506e-03   -1.03986580e-02    1.00000000e-02
707      2.35666667e-09    2.02454062e+00    1.19043609e+00    3.99521272e+00   -5.03769334e-03   -1.05579267e-02    1.00000000e-02
708      2.36000000e-09    2.02451071e+00    1.18906490e+00    3.99300400e+00   -7.04502987e-03   -1.08541966e-02    1.00000000e-02
709      2.36333333e-09    2.03338790e+00    1.19683203e+00    3.99344316e+00   -6.38209188e-03   -1.11781172e-02    1.00000000e-02
710      2.36666667e-09    2.04781655e+00    1.21079883e+00    3.99658014e+00   -3.08728209e-03   -1.14031998e-02    1.00000000e-02
711      2.37000000e-09    2.06231209e+00    1.22563748e+00    4.00116501e+00    1.52364587e-03   -1.14379352e-02    1.00000000e-02
712      2.37333333e-09    2.07135926e+00    1.23569855e+00    4.00519809e+00    5.44065782e-03   -1.12684707e-02    1.00000000e-02
713      2.37666667e-09    2.07152914e+00    1.23718473e+00    4.00704189e+00    7.07584761e-03   -1.09646871e-02    1.00000000e-02
714      2.38000000e-09    2.06279158e+00    1.22957984e+00    4.00617612e+00    5.99227232e-03   -1.06463563e-02    1.00000000e-02
715      2.38333333e-09    2.04851841e+00    1.21581673e+00    4.00314072e+00    2.81017113e-03   -1.04322932e-02    1.00000000e-02
716      2.38666667e-09    2.03418770e+00    1.20115958e+00    3.99904691e+00   -1.30867260e-03   -1.03987954e-02    1.00000000e-02
717      2.39000000e-09    2.02529448e+00    1.19122446e+00    3.99521870e+00   -5.03121769e-03   -1.05579435e-02    1.00000000e-02
718      2.39333333e-09    2.02526166e+00    1.18985143e+00    3.99301408e+00   -7.03473930e-03   -1.08539411e-02    1.00000000e-02
719      2.39666667e-09    2.03413577e+00    1.19761633e+00    3.99345396e+00   -6.37142273e-03   -1.11775096e-02    1.00000000e-02
720      2.40000000e-09    2.04856111e+00    1.21158009e+00    3.99658628e+00   -3.08155116e-03   -1.14023067e-02    1.00000000e-02
721      2.40333333e-09    2.06305316e+00    1.22641494e+00    4.00116287e+00    1.52104735e-03   -1.14369734e-02    1.00000000e-02
722      2.40666667e-09    2.07209688e+00    1.23647187e+00    4.00518899e+00    5.43129381e-03   -1.12676967e-02    1.00000000e-02
723      2.41000000e-09    2.07226351e+00    1.23795397e+00    4.00703079e+00    7.06482983e-03   -1.09642537e-02    1.00000000e-02
724      2.41333333e-09    2.06352293e+00    1.23034526e+00    4.00616766e+00    5.98421359e-03   -1.06462548e-02    1.00000000e-02
725      2.41666667e-09    2.04924689e+00    1.21657881e+00    4.00313690e+00    2.80693802e-03   -1.04324010e-02    1.00000000e-02
726      2.42000000e-09    2.03491339e+00    1.20191898e+00    3.99904794e+00   -1.30702784e-03   -1.03989502e-02    1.00000000e-02
727      2.42333333e-09    2.02601743e+00    1.19198183e+00    3.99522453e+00   -5.02490554e-03   -1.05579807e-02    1.00000000e-02
728      2.42666667e-09    2.02598183e+00    1.19060707e+00    3.99302389e+00   -7.02471585e-03   -1.08537126e-02    1.00000000e-02
729      2.43000000e-09    2.03485301e+00    1.19836987e+00    3.99346447e+00   -6.36103925e-03   -1.11769380e-02    1.00000000e-02
730      2.43333333e-09    2.04927517e+00    1.21233071e+00    3.99659225e+00   -3.07597398e-03   -1.14014571e-02    1.00000000e-02
731      2.43666667e-09    2.06376388e+00    1.22716191e+00    4.00116079e+00    1.51852582e-03   -1.14360568e-02    1.00000000e-02
732      2.44000000e-09    2.07280430e+00    1.23721488e+00    4.00518013e+00    5.42218847e-03   -1.12669626e-02    1.00000000e-02
733      2.44333333e-09    2.07296782e+00    1.23869305e+00    4.00701999e+00    7.05410226e-03   -1.09638510e-02    1.00000000e-02
734      2.44666667e-09    2.06422435e+00    1.23108069e+00    4.00615941e+00    5.97635260e-03   -1.06461755e-02    1.00000000e-02
735      2.45000000e-09    2.04994557e+00    1.21731104e+00    4.00313317e+00    2.80377469e-03   -1.04325260e-02    1.00000000e-02
736      2.45333333e-09    2.03560942e+00    1.20264864e+00    3.99904894e+00   -1.30542897e-03   -1.03991213e-02    1.00000000e-02
737      2.45666667e-09    2.02671083e+00    1.19270958e+00    3.99523021e+00   -5.01875094e-03   -1.05580369e-02    1.00000000e-02
738      2.46000000e-09    2.02667259e+00    1.19133318e+00    3.99303345e+00   -7.01494927e-03   -1.08535098e-02    1.00000000e-02
739      2.46333333e-09    2.03554097e+00    1.19909398e+00    3.99347471e+00   -6.35092998e-03   -1.11764008e-02    1.00000000e-02
740      2.46666667e-09    2.04996010e+00    1.21305204e+00    3.99659807e+00   -3.07054423e-03   -1.14006489e-02    1.00000000e-02
741      2.47000000e-09    2.06444561e+00    1.22787975e+00    4.00115878e+00    1.51607809e-03   -1.14351832e-02    1.00000000e-02
742      2.47333333e-09    2.07348287e+00    1.23792891e+00    4.00517153e+00    5.41333128e-03   -1.12662665e-02    1.00000000e-02
743      2.47666667e-09    2.07364341e+00    1.23940331e+00    4.00700946e+00    7.04365354e-03   -1.09634775e-02    1.00000000e-02
744      2.48000000e-09    2.06489717e+00    1.23178744e+00    4.00615137e+00    5.96868212e-03   -1.06461173e-02    1.00000000e-02
745      2.48333333e-09    2.05061578e+00    1.21801472e+00    4.00312952e+00    2.80067893e-03   -1.04326672e-02    1.00000000e-02
746      2.48666667e-09    2.03627710e+00    1.20334988e+00    3.99904991e+00   -1.30387426e-03   -1.03993077e-02    1.00000000e-02
747      2.49000000e-09    2.02737601e+00    1.19340901e+00    3.99523576e+00   -5.01274824e-03   -1.05581112e-02    1.00000000e-02
748      2.49333333e-09    2.02733524e+00    1.19203107e+00    3.99304278e+00   -7.00542988e-03   -1.08533313e-02    1.00000000e-02
749      2.49666667e-09    2.03620094e+00    1.19978998e+00    3.99348468e+00   -6.34108408e-03   -1.11758962e-02    1.00000000e-02
750      2.50000000e-09    2.05061717e+00    1.21374538e+00    3.99660374e+00   -3.06525592e-03   -1.13998802e-02    1.00000000e-02
751      2.50333333e-09    2.06509963e+00    1.22856975e+00    4.00115683e+00    1.51370115e-03   -1.14343505e-02    1.00000000e-02
752      2.50666667e-09    2.07413385e+00    1.23861524e+00    4.00516315e+00    5.40471230e-03   -1.12656064e-02    1.00000000e-02
753      2.51000000e-09    2.07429155e+00    1.24008601e+00    4.00699922e+00    7.03347292e-03   -1.09631317e-02    1.00000000e-02
754      2.51333333e-09    2.06554267e+00    1.23246677e+00    4.00614352e+00    5.96119529e-03   -1.06460790e-02    1.00000000e-02
755      2.51666667e-09    2.05125879e+00    1.21869112e+00    4.00312595e+00    2.79764860e-03   -1.04328237e-02    1.00000000e-02
756      2.52000000e-09    2.03691768e+00    1.20402395e+00    3.99905086e+00   -1.30236204e-03   -1.03995083e-02    1.00000000e-02
757      2.52333333e-09    2.02801422e+00    1.19408138e+00    3.99524118e+00   -5.00689204e-03   -1.05582024e-02    1.00000000e-02
758      2.52666667e-09    2.02797103e+00    1.19270199e+00    3.99305187e+00   -6.99614845e-03   -1.08531757e-02    1.00000000e-02
759      2.53000000e-09    2.03683418e+00    1.20045911e+00    3.99349440e+00   -6.33149128e-03   -1.11754225e-02    1.00000000e-02
760      2.53333333e-09    2.05124764e+00    1.21441197e+00    3.99660926e+00   -3.06010343e-03   -1.13991491e-02    1.00000000e-02
761      2.53666667e-09    2.06572717e+00    1.22923312e+00    4.00115494e+00    1.51139214e-03   -1.14335569e-02    1.00000000e-02
762      2.54000000e-09    2.07475849e+00    1.23927509e+00    4.00515500e+00    5.39632210e-03   -1.12649807e-02    1.00000000e-02
763      2.54333333e-09    2.07491346e+00    1.24074238e+00    4.00698923e+00    7.02355020e-03   -1.09628122e-02    1.00000000e-02
764      2.54666667e-09    2.06616206e+00    1.23311990e+00    4.00613585e+00    5.95388558e-03   -1.06460594e-02    1.00000000e-02
765      2.55000000e-09    2.05187579e+00    1.21934144e+00    4.00312246e+00    2.79468164e-03   -1.04329944e-02    1.00000000e-02
766      2.55333333e-09    2.03753238e+00    1.20467205e+00    3.99905178e+00   -1.30089074e-03   -1.03997223e-02    1.00000000e-02
767      2.55666667e-09    2.02862664e+00    1.19472786e+00    3.99524646e+00   -5.00117719e-03   -1.05583095e-02    1.00000000e-02
768      2.56000000e-09    2.02858116e+00    1.19334711e+00    3.99306074e+00   -6.98709625e-03   -1.08530418e-02    1.00000000e-02
769      2.56333333e-09    2.03744187e+00    1.20110253e+00    3.99350387e+00   -6.32214189e-03   -1.11749783e-02    1.00000000e-02
770      2.56666667e-09    2.05185267e+00    1.21505297e+00    3.99661465e+00   -3.05508144e-03   -1.13984539e-02    1.00000000e-02
771      2.57000000e-09    2.06632940e+00    1.22987105e+00    4.00115311e+00    1.50914837e-03   -1.14328005e-02    1.00000000e-02
772      2.57333333e-09    2.07535794e+00    1.23990963e+00    4.00514707e+00    5.38815179e-03   -1.12643877e-02    1.00000000e-02
773      2.57666667e-09    2.07551030e+00    1.24137357e+00    4.00697949e+00    7.01387572e-03   -1.09625176e-02    1.00000000e-02
774      2.58000000e-09    2.06675649e+00    1.23374799e+00    4.00612838e+00    5.94674680e-03   -1.06460575e-02    1.00000000e-02
775      2.58333333e-09    2.05246794e+00    1.21996683e+00    4.00311905e+00    2.79177612e-03   -1.04331785e-02    1.00000000e-02
776      2.58666667e-09    2.03812232e+00    1.20529533e+00    3.99905268e+00   -1.29945885e-03   -1.03999487e-02    1.00000000e-02
777      2.59000000e-09    2.02921443e+00    1.19534961e+00    3.99525163e+00   -4.99559878e-03   -1.05584315e-02    1.00000000e-02
778      2.59333333e-09    2.02916675e+00    1.19396758e+00    3.99306940e+00   -6.97826496e-03   -1.08529285e-02    1.00000000e-02
779      2.59666667e-09    2.03802513e+00    1.20172140e+00    3.99351311e+00   -6.31302670e-03   -1.11745622e-02    1.00000000e-02
780      2.60000000e-09    2.05243340e+00    1.21566952e+00    3.99661990e+00   -3.05018493e-03   -1.13977927e-02    1.00000000e-02
781      2.60333333e-09    2.06690744e+00    1.23048464e+00    4.00115133e+00    1.50696725e-03   -1.14320795e-02    1.00000000e-02
782      2.60666667e-09    2.07593332e+00    1.24051997e+00    4.00513934e+00    5.38019291e-03   -1.12638259e-02    1.00000000e-02
783      2.61000000e-09    2.07608318e+00    1.24198068e+00    4.00697000e+00    7.00444031e-03   -1.09622467e-02    1.00000000e-02
784      2.61333333e-09    2.06732706e+00    1.23435212e+00    4.00612107e+00    5.93977304e-03   -1.06460723e-02    1.00000000e-02
785      2.61666667e-09    2.05303633e+00    1.22056838e+00    4.00311571e+00    2.78893018e-03   -1.04333750e-02    1.00000000e-02
786      2.62000000e-09    2.03868862e+00    1.20589487e+00    3.99905356e+00   -1.29806491e-03   -1.04001867e-02    1.00000000e-02
787      2.62333333e-09    2.02977866e+00    1.19594770e+00    3.99525667e+00   -4.99015213e-03   -1.05585675e-02    1.00000000e-02
788      2.62666667e-09    2.02972889e+00    1.19456447e+00    3.99307784e+00   -6.96964668e-03   -1.08528346e-02    1.00000000e-02
