Index       TIME             V(BASE)           V(COLL)           V(OUT)          I(V_SUPPLY)   
664      2.21333333e-09    2.08869740e+00    3.99961287e+00    6.14884313e-04   -2.63971846e-02
665      2.21666667e-09    2.07468114e+00    4.00547274e+00    6.24605864e-03   -2.63152278e-02
666      2.22000000e-09    2.06078131e+00    4.00922002e+00    9.46949285e-03   -2.60731284e-02
667      2.22333333e-09    2.05230823e+00    4.00944272e+00    9.07406763e-03   -2.57637773e-02
668      2.22666667e-09    2.05249831e+00    4.00607877e+00    5.23321029e-03   -2.55050478e-02
669      2.23000000e-09    2.06127790e+00    4.00040799e+00   -5.92270084e-04   -2.53951793e-02
670      2.23333333e-09    2.07529285e+00    3.99457095e+00   -6.20280288e-03   -2.54760607e-02
671      2.23666667e-09    2.08919059e+00    3.99078611e+00   -9.46537337e-03   -2.57173301e-02
672      2.24000000e-09    2.09766371e+00    3.99051737e+00   -9.11477447e-03   -2.60272442e-02
673      2.24333333e-09    2.09747577e+00    3.99389042e+00   -5.26248446e-03   -2.62871520e-02
674      2.24666667e-09    2.08869750e+00    3.99961287e+00    6.14884308e-04   -2.63971862e-02
675      2.25000000e-09    2.07468124e+00    4.00547274e+00    6.24605872e-03   -2.63152294e-02
676      2.25333333e-09    2.06078141e+00    4.00922002e+00    9.46949289e-03   -2.60731300e-02
677      2.25666667e-09    2.05230833e+00    4.00944272e+00    9.07406764e-03   -2.57637789e-02
678      2.26000000e-09    2.05249841e+00    4.00607877e+00    5.23321017e-03   -2.55050494e-02
679      2.26333333e-09    2.06127800e+00    4.00040799e+00   -5.92270225e-04   -2.53951809e-02
680      2.26666667e-09    2.07529295e+00    3.99457095e+00   -6.20280310e-03   -2.54760622e-02
681      2.27000000e-09    2.08919068e+00    3.99078611e+00   -9.46537354e-03   -2.57173316e-02
682      2.27333333e-09    2.09766380e+00    3.99051737e+00   -9.11477464e-03   -2.60272457e-02
683      2.27666667e-09    2.09747587e+00    3.99389042e+00   -5.26248451e-03   -2.62871535e-02
684      2.28000000e-09    2.08869760e+00    3.99961287e+00    6.14884303e-04   -2.63971877e-02
685      2.28333333e-09    2.07468134e+00    4.00547274e+00    6.24605879e-03   -2.63152309e-02
686      2.28666667e-09    2.06078151e+00    4.00922003e+00    9.46949292e-03   -2.60731314e-02
687      2.29000000e-09    2.05230842e+00    4.00944272e+00    9.07406765e-03   -2.57637803e-02
688      2.29333333e-09    2.05249850e+00    4.00607877e+00    5.23321006e-03   -2.55050508e-02
689      2.29666667e-09    2.06127808e+00    4.00040799e+00   -5.92270353e-04   -2.53951823e-02
690      2.30000000e-09    2.07529304e+00    3.99457095e+00   -6.20280331e-03   -2.54760636e-02
691      2.30333333e-09    2.08919077e+00    3.99078611e+00   -9.46537371e-03   -2.57173330e-02
692      2.30666667e-09    2.09766389e+00    3.99051737e+00   -9.11477479e-03   -2.60272471e-02
693      2.31000000e-09    2.09747595e+00    3.99389042e+00   -5.26248456e-03   -2.62871549e-02
694      2.31333333e-09    2.08869768e+00    3.99961287e+00    6.14884298e-04   -2.63971891e-02
695      2.31666667e-09    2.07468142e+00    4.00547274e+00    6.24605886e-03   -2.63152322e-02
696      2.32000000e-09    2.06078159e+00    4.00922003e+00    9.46949294e-03   -2.60731327e-02
697      2.32333333e-09    2.05230850e+00    4.00944272e+00    9.07406766e-03   -2.57637816e-02
698      2.32666667e-09    2.05249858e+00    4.00607877e+00    5.23320996e-03   -2.55050521e-02
699      2.33000000e-09    2.06127816e+00    4.00040799e+00   -5.92270468e-04   -2.53951835e-02
700      2.33333333e-09    2.07529312e+00    3.99457095e+00   -6.20280350e-03   -2.54760649e-02
701      2.33666667e-09    2.08919085e+00    3.99078611e+00   -9.46537385e-03   -2.57173343e-02
702      2.34000000e-09    2.09766396e+00    3.99051737e+00   -9.11477493e-03   -2.60272483e-02
703      2.34333333e-09    2.09747603e+00    3.99389042e+00   -5.26248460e-03   -2.62871561e-02
704      2.34666667e-09    2.08869776e+00    3.99961287e+00    6.14884294e-04   -2.63971903e-02
705      2.35000000e-09    2.07468150e+00    4.00547274e+00    6.24605893e-03   -2.63152334e-02
706      2.35333333e-09    2.06078166e+00    4.00922003e+00    9.46949297e-03   -2.60731339e-02
707      2.35666667e-09    2.05230858e+00    4.00944272e+00    9.07406768e-03   -2.57637828e-02
708      2.36000000e-09    2.05249865e+00    4.00607877e+00    5.23320987e-03   -2.55050533e-02
709      2.36333333e-09    2.06127824e+00    4.00040799e+00   -5.92270572e-04   -2.53951847e-02
710      2.36666667e-09    2.07529319e+00    3.99457095e+00   -6.20280368e-03   -2.54760660e-02
711      2.37000000e-09    2.08919092e+00    3.99078611e+00   -9.46537399e-03   -2.57173354e-02
712      2.37333333e-09    2.09766403e+00    3.99051737e+00   -9.11477506e-03   -2.60272494e-02
713      2.37666667e-09    2.09747610e+00    3.99389042e+00   -5.26248464e-03   -2.62871572e-02
714      2.38000000e-09    2.08869783e+00    3.99961287e+00    6.14884290e-04   -2.63971914e-02
715      2.38333333e-09    2.07468156e+00    4.00547274e+00    6.24605899e-03   -2.63152345e-02
716      2.38666667e-09    2.06078173e+00    4.00922003e+00    9.46949299e-03   -2.60731350e-02
717      2.39000000e-09    2.05230864e+00    4.00944272e+00    9.07406770e-03   -2.57637838e-02
718      2.39333333e-09    2.05249872e+00    4.00607877e+00    5.23320979e-03   -2.55050543e-02
719      2.39666667e-09    2.06127830e+00    4.00040799e+00   -5.92270667e-04   -2.53951857e-02
720      2.40000000e-09    2.07529325e+00    3.99457095e+00   -6.20280384e-03   -2.54760670e-02
721      2.40333333e-09    2.08919098e+00    3.99078611e+00   -9.46537411e-03   -2.57173364e-02
722      2.40666667e-09    2.09766410e+00    3.99051737e+00   -9.11477518e-03   -2.60272504e-02
723      2.41000000e-09    2.09747616e+00    3.99389042e+00   -5.26248468e-03   -2.62871582e-02
724      2.41333333e-09    2.08869789e+00    3.99961287e+00    6.14884286e-04   -2.63971924e-02
725      2.41666667e-09    2.07468163e+00    4.00547274e+00    6.24605905e-03   -2.63152355e-02
726      2.42000000e-09    2.06078179e+00    4.00922003e+00    9.46949302e-03   -2.60731360e-02
727      2.42333333e-09    2.05230870e+00    4.00944272e+00    9.07406771e-03   -2.57637848e-02
728      2.42666667e-09    2.05249878e+00    4.00607877e+00    5.23320971e-03   -2.55050552e-02
729      2.43000000e-09    2.06127836e+00    4.00040799e+00   -5.92270752e-04   -2.53951866e-02
730      2.43333333e-09    2.07529331e+00    3.99457095e+00   -6.20280399e-03   -2.54760679e-02
731      2.43666667e-09    2.08919104e+00    3.99078611e+00   -9.46537422e-03   -2.57173373e-02
732      2.44000000e-09    2.09766416e+00    3.99051737e+00   -9.11477530e-03   -2.60272514e-02
733      2.44333333e-09    2.09747622e+00    3.99389042e+00   -5.26248471e-03   -2.62871591e-02
734      2.44666667e-09    2.08869795e+00    3.99961287e+00    6.14884283e-04   -2.63971933e-02
735      2.45000000e-09    2.07468168e+00    4.00547274e+00    6.24605911e-03   -2.63152364e-02
736      2.45333333e-09    2.06078185e+00    4.00922003e+00    9.46949304e-03   -2.60731368e-02
737      2.45666667e-09    2.05230876e+00    4.00944272e+00    9.07406773e-03   -2.57637857e-02
738      2.46000000e-09    2.05249883e+00    4.00607877e+00    5.23320963e-03   -2.55050561e-02
739      2.46333333e-09    2.06127842e+00    4.00040799e+00   -5.92270829e-04   -2.53951875e-02
740      2.46666667e-09    2.07529337e+00    3.99457095e+00   -6.20280414e-03   -2.54760688e-02
741      2.47000000e-09    2.08919110e+00    3.99078611e+00   -9.46537432e-03   -2.57173382e-02
742      2.47333333e-09    2.09766421e+00    3.99051737e+00   -9.11477540e-03   -2.60272522e-02
743      2.47666667e-09    2.09747627e+00    3.99389042e+00   -5.26248473e-03   -2.62871599e-02
744      2.48000000e-09    2.08869800e+00    3.99961287e+00    6.14884279e-04   -2.63971941e-02
745      2.48333333e-09    2.07468173e+00    4.00547274e+00    6.24605916e-03   -2.63152371e-02
746      2.48666667e-09    2.06078190e+00    4.00922003e+00    9.46949305e-03   -2.60731376e-02
747      2.49000000e-09    2.05230881e+00    4.00944272e+00    9.07406775e-03   -2.57637864e-02
748      2.49333333e-09    2.05249888e+00    4.00607877e+00    5.23320957e-03   -2.55050569e-02
749      2.49666667e-09    2.06127846e+00    4.00040799e+00   -5.92270899e-04   -2.53951882e-02
750      2.50000000e-09    2.07529342e+00    3.99457095e+00   -6.20280427e-03   -2.54760695e-02
751      2.50333333e-09    2.08919114e+00    3.99078611e+00   -9.46537441e-03   -2.57173389e-02
752      2.50666667e-09    2.09766426e+00    3.99051737e+00   -9.11477550e-03   -2.60272529e-02
753      2.51000000e-09    2.09747632e+00    3.99389042e+00   -5.26248475e-03   -2.62871606e-02
754      2.51333333e-09    2.08869804e+00    3.99961287e+00    6.14884276e-04   -2.63971948e-02
755      2.51666667e-09    2.07468178e+00    4.00547274e+00    6.24605921e-03   -2.63152379e-02
756      2.52000000e-09    2.06078194e+00    4.00922003e+00    9.46949307e-03   -2.60731383e-02
757      2.52333333e-09    2.05230885e+00    4.00944272e+00    9.07406777e-03   -2.57637871e-02
758      2.52666667e-09    2.05249893e+00    4.00607877e+00    5.23320950e-03   -2.55050575e-02
759      2.53000000e-09    2.06127851e+00    4.00040799e+00   -5.92270961e-04   -2.53951889e-02
760      2.53333333e-09    2.07529346e+00    3.99457095e+00   -6.20280439e-03   -2.54760702e-02
761      2.53666667e-09    2.08919119e+00    3.99078611e+00   -9.46537450e-03   -2.57173396e-02
762      2.54000000e-09    2.09766430e+00    3.99051737e+00   -9.11477559e-03   -2.60272536e-02
763      2.54333333e-09    2.09747636e+00    3.99389042e+00   -5.26248477e-03   -2.62871613e-02
764      2.54666667e-09    2.08869809e+00    3.99961287e+00    6.14884273e-04   -2.63971954e-02
765      2.55000000e-09    2.07468182e+00    4.00547274e+00    6.24605926e-03   -2.63152385e-02
766      2.55333333e-09    2.06078198e+00    4.00922003e+00    9.46949309e-03   -2.60731390e-02
767      2.55666667e-09    2.05230889e+00    4.00944272e+00    9.07406779e-03   -2.57637877e-02
768      2.56000000e-09    2.05249897e+00    4.00607877e+00    5.23320944e-03   -2.55050582e-02
769      2.56333333e-09    2.06127855e+00    4.00040799e+00   -5.92271018e-04   -2.53951895e-02
770      2.56666667e-09    2.07529350e+00    3.99457095e+00   -6.20280451e-03   -2.54760708e-02
771      2.57000000e-09    2.08919123e+00    3.99078611e+00   -9.46537457e-03   -2.57173402e-02
772      2.57333333e-09    2.09766434e+00    3.99051737e+00   -9.11477567e-03   -2.60272542e-02
773      2.57666667e-09    2.09747640e+00    3.99389042e+00   -5.26248479e-03   -2.62871619e-02
774      2.58000000e-09    2.08869812e+00    3.99961287e+00    6.14884270e-04   -2.63971960e-02
775      2.58333333e-09    2.07468186e+00    4.00547274e+00    6.24605931e-03   -2.63152391e-02
776      2.58666667e-09    2.06078202e+00    4.00922003e+00    9.46949310e-03   -2.60731395e-02
777      2.59000000e-09    2.05230893e+00    4.00944272e+00    9.07406781e-03   -2.57637883e-02
778      2.59333333e-09    2.05249900e+00    4.00607877e+00    5.23320939e-03   -2.55050587e-02
779      2.59666667e-09    2.06127859e+00    4.00040799e+00   -5.92271069e-04   -2.53951901e-02
780      2.60000000e-09    2.07529353e+00    3.99457095e+00   -6.20280462e-03   -2.54760714e-02
781      2.60333333e-09    2.08919126e+00    3.99078611e+00   -9.46537464e-03   -2.57173407e-02
782      2.60666667e-09    2.09766437e+00    3.99051737e+00   -9.11477575e-03   -2.60272547e-02
783      2.61000000e-09    2.09747643e+00    3.99389042e+00   -5.26248480e-03   -2.62871624e-02
784      2.61333333e-09    2.08869816e+00    3.99961287e+00    6.14884268e-04   -2.63971966e-02
785      2.61666667e-09    2.07468189e+00    4.00547274e+00    6.24605936e-03   -2.63152396e-02
786      2.62000000e-09    2.06078206e+00    4.00922003e+00    9.46949311e-03   -2.60731400e-02
787      2.62333333e-09    2.05230896e+00    4.00944272e+00    9.07406783e-03   -2.57637888e-02
788      2.62666667e-09    2.05249904e+00    4.00607877e+00    5.23320933e-03   -2.55050592e-02
789      2.63000000e-09    2.06127862e+00    4.00040799e+00   -5.92271115e-04   -2.53951906e-02
790      2.63333333e-09    2.07529357e+00    3.99457095e+00   -6.20280472e-03   -2.54760718e-02
791      2.63666667e-09    2.08919129e+00    3.99078611e+00   -9.46537471e-03   -2.57173412e-02
792      2.64000000e-09    2.09766440e+00    3.99051737e+00   -9.11477583e-03   -2.60272552e-02
793      2.64333333e-09    2.09747646e+00    3.99389042e+00   -5.26248481e-03   -2.62871629e-02
794      2.64666667e-09    2.08869819e+00    3.99961287e+00    6.14884265e-04   -2.63971970e-02
795      2.65000000e-09    2.07468192e+00    4.00547274e+00    6.24605940e-03   -2.63152400e-02
796      2.65333333e-09    2.06078209e+00    4.00922003e+00    9.46949313e-03   -2.60731405e-02
797      2.65666667e-09    2.05230899e+00    4.00944272e+00    9.07406785e-03   -2.57637892e-02
798      2.66000000e-09    2.05249907e+00    4.00607877e+00    5.23320928e-03   -2.55050596e-02
799      2.66333333e-09    2.06127865e+00    4.00040799e+00   -5.92271156e-04   -2.53951910e-02
800      2.66666667e-09    2.07529360e+00    3.99457095e+00   -6.20280481e-03   -2.54760723e-02
801      2.67000000e-09    2.08919132e+00    3.99078611e+00   -9.46537477e-03   -2.57173416e-02
802      2.67333333e-09    2.09766443e+00    3.99051737e+00   -9.11477590e-03   -2.60272556e-02
803      2.67666667e-09    2.09747649e+00    3.99389042e+00   -5.26248482e-03   -2.62871633e-02
804      2.68000000e-09    2.08869822e+00    3.99961287e+00    6.14884263e-04   -2.63971974e-02
805      2.68333333e-09    2.07468195e+00    4.00547274e+00    6.24605945e-03   -2.63152405e-02
806      2.68666667e-09    2.06078211e+00    4.00922003e+00    9.46949314e-03   -2.60731409e-02
807      2.69000000e-09    2.05230902e+00    4.00944272e+00    9.07406787e-03   -2.57637896e-02
808      2.69333333e-09    2.05249909e+00    4.00607877e+00    5.23320924e-03   -2.55050600e-02
809      2.69666667e-09    2.06127867e+00    4.00040799e+00   -5.92271193e-04   -2.53951914e-02
810      2.70000000e-09    2.07529362e+00    3.99457095e+00   -6.20280490e-03   -2.54760727e-02
811      2.70333333e-09    2.08919135e+00    3.99078611e+00   -9.46537482e-03   -2.57173420e-02
812      2.70666667e-09    2.09766446e+00    3.99051737e+00   -9.11477596e-03   -2.60272560e-02
813      2.71000000e-09    2.09747652e+00    3.99389042e+00   -5.26248483e-03   -2.62871637e-02
814      2.71333333e-09    2.08869824e+00    3.99961287e+00    6.14884261e-04   -2.63971978e-02
815      2.71666667e-09    2.07468198e+00    4.00547274e+00    6.24605949e-03   -2.63152408e-02
816      2.72000000e-09    2.06078214e+00    4.00922003e+00    9.46949315e-03   -2.60731412e-02
817      2.72333333e-09    2.05230905e+00    4.00944272e+00    9.07406789e-03   -2.57637900e-02
818      2.72666667e-09    2.05249912e+00    4.00607877e+00    5.23320919e-03   -2.55050604e-02
819      2.73000000e-09    2.06127870e+00    4.00040799e+00   -5.92271226e-04   -2.53951917e-02
820      2.73333333e-09    2.07529365e+00    3.99457095e+00   -6.20280499e-03   -2.54760730e-02
821      2.73666667e-09    2.08919137e+00    3.99078611e+00   -9.46537487e-03   -2.57173424e-02
822      2.74000000e-09    2.09766448e+00    3.99051737e+00   -9.11477602e-03   -2.60272563e-02
823      2.74333333e-09    2.09747654e+00    3.99389042e+00   -5.26248484e-03   -2.62871640e-02
824      2.74666667e-09    2.08869826e+00    3.99961287e+00    6.14884259e-04   -2.63971981e-02
825      2.75000000e-09    2.07468200e+00    4.00547274e+00    6.24605953e-03   -2.63152411e-02
826      2.75333333e-09    2.06078216e+00    4.00922003e+00    9.46949316e-03   -2.60731416e-02
827      2.75666667e-09    2.05230907e+00    4.00944272e+00    9.07406792e-03   -2.57637903e-02
828      2.76000000e-09    2.05249914e+00    4.00607877e+00    5.23320915e-03   -2.55050607e-02
829      2.76333333e-09    2.06127872e+00    4.00040799e+00   -5.92271256e-04   -2.53951920e-02
830      2.76666667e-09    2.07529367e+00    3.99457095e+00   -6.20280507e-03   -2.54760733e-02
831      2.77000000e-09    2.08919139e+00    3.99078611e+00   -9.46537491e-03   -2.57173427e-02
832      2.77333333e-09    2.09766450e+00    3.99051737e+00   -9.11477608e-03   -2.60272566e-02
833      2.77666667e-09    2.09747656e+00    3.99389042e+00   -5.26248484e-03   -2.62871643e-02
834      2.78000000e-09    2.08869828e+00    3.99961287e+00    6.14884257e-04   -2.63971984e-02
835      2.78333333e-09    2.07468202e+00    4.00547274e+00    6.24605957e-03   -2.63152414e-02
836      2.78666667e-09    2.06078218e+00    4.00922003e+00    9.46949317e-03   -2.60731418e-02
837      2.79000000e-09    2.05230909e+00    4.00944272e+00    9.07406794e-03   -2.57637906e-02
838      2.79333333e-09    2.05249916e+00    4.00607877e+00    5.23320911e-03   -2.55050610e-02
839      2.79666667e-09    2.06127874e+00    4.00040799e+00   -5.92271283e-04   -2.53951923e-02
840      2.80000000e-09    2.07529369e+00    3.99457095e+00   -6.20280514e-03   -2.54760736e-02
841      2.80333333e-09    2.08919141e+00    3.99078611e+00   -9.46537495e-03   -2.57173429e-02
842      2.80666667e-09    2.09766452e+00    3.99051737e+00   -9.11477613e-03   -2.60272569e-02
843      2.81000000e-09    2.09747658e+00    3.99389042e+00   -5.26248484e-03   -2.62871646e-02
844      2.81333333e-09    2.08869830e+00    3.99961287e+00    6.14884256e-04   -2.63971987e-02
845      2.81666667e-09    2.07468204e+00    4.00547274e+00    6.24605960e-03   -2.63152417e-02
846      2.82000000e-09    2.06078220e+00    4.00922003e+00    9.46949318e-03   -2.60731421e-02
847      2.82333333e-09    2.05230910e+00    4.00944272e+00    9.07406796e-03   -2.57637908e-02
848      2.82666667e-09    2.05249917e+00    4.00607877e+00    5.23320908e-03   -2.55050612e-02
849      2.83000000e-09    2.06127875e+00    4.00040799e+00   -5.92271307e-04   -2.53951926e-02
850      2.83333333e-09    2.07529370e+00    3.99457095e+00   -6.20280521e-03   -2.54760738e-02
851      2.83666667e-09    2.08919143e+00    3.99078611e+00   -9.46537499e-03   -2.57173431e-02
852      2.84000000e-09    2.09766454e+00    3.99051737e+00   -9.11477618e-03   -2.60272571e-02
853      2.84333333e-09    2.09747660e+00    3.99389042e+00   -5.26248484e-03   -2.62871648e-02
854      2.84666667e-09    2.08869832e+00    3.99961287e+00    6.14884255e-04   -2.63971989e-02
855      2.85000000e-09    2.07468205e+00    4.00547274e+00    6.24605964e-03   -2.63152419e-02
856      2.85333333e-09    2.06078221e+00    4.00922003e+00    9.46949318e-03   -2.60731423e-02
857      2.85666667e-09    2.05230912e+00    4.00944272e+00    9.07406798e-03   -2.57637910e-02
858      2.86000000e-09    2.05249919e+00    4.00607877e+00    5.23320904e-03   -2.55050614e-02
859      2.86333333e-09    2.06127877e+00    4.00040799e+00   -5.92271328e-04   -2.53951928e-02
860      2.86666667e-09    2.07529372e+00    3.99457095e+00   -6.20280528e-03   -2.54760740e-02
861      2.87000000e-09    2.08919144e+00    3.99078611e+00   -9.46537503e-03   -2.57173434e-02
862      2.87333333e-09    2.09766455e+00    3.99051737e+00   -9.11477623e-03   -2.60272573e-02
863      2.87666667e-09    2.09747661e+00    3.99389042e+00   -5.26248484e-03   -2.62871650e-02
864      2.88000000e-09    2.08869833e+00    3.99961287e+00    6.14884254e-04   -2.63971991e-02
865      2.88333333e-09    2.07468207e+00    4.00547274e+00    6.24605968e-03   -2.63152421e-02
866      2.88666667e-09    2.06078223e+00    4.00922003e+00    9.46949319e-03   -2.60731425e-02
867      2.89000000e-09    2.05230913e+00    4.00944272e+00    9.07406800e-03   -2.57637912e-02
868      2.89333333e-09    2.05249920e+00    4.00607877e+00    5.23320901e-03   -2.55050616e-02
869      2.89666667e-09    2.06127878e+00    4.00040799e+00   -5.92271348e-04   -2.53951929e-02
870      2.90000000e-09    2.07529373e+00    3.99457095e+00   -6.20280534e-03   -2.54760742e-02
871      2.90333333e-09    2.08919146e+00    3.99078611e+00   -9.46537506e-03   -2.57173435e-02
872      2.90666667e-09    2.09766457e+00    3.99051737e+00   -9.11477628e-03   -2.60272575e-02
873      2.91000000e-09    2.09747662e+00    3.99389042e+00   -5.26248484e-03   -2.62871652e-02
874      2.91333333e-09    2.08869835e+00    3.99961287e+00    6.14884253e-04   -2.63971993e-02
875      2.91666667e-09    2.07468208e+00    4.00547274e+00    6.24605971e-03   -2.63152423e-02
876      2.92000000e-09    2.06078224e+00    4.00922003e+00    9.46949320e-03   -2.60731427e-02
877      2.92333333e-09    2.05230915e+00    4.00944272e+00    9.07406803e-03   -2.57637914e-02
878      2.92666667e-09    2.05249922e+00    4.00607877e+00    5.23320898e-03   -2.55050618e-02
879      2.93000000e-09    2.06127880e+00    4.00040799e+00   -5.92271365e-04   -2.53951931e-02
880      2.93333333e-09    2.07529374e+00    3.99457095e+00   -6.20280541e-03   -2.54760743e-02
881      2.93666667e-09    2.08919147e+00    3.99078611e+00   -9.46537509e-03   -2.57173437e-02
882      2.94000000e-09    2.09766458e+00    3.99051737e+00   -9.11477632e-03   -2.60272576e-02
883      2.94333333e-09    2.09747664e+00    3.99389042e+00   -5.26248484e-03   -2.62871653e-02
884      2.94666667e-09    2.08869836e+00    3.99961287e+00    6.14884252e-04   -2.63971994e-02
885      2.95000000e-09    2.07468209e+00    4.00547274e+00    6.24605975e-03   -2.63152424e-02
886      2.95333333e-09    2.06078225e+00    4.00922003e+00    9.46949321e-03   -2.60731428e-02
887      2.95666667e-09    2.05230916e+00    4.00944272e+00    9.07406805e-03   -2.57637915e-02
888      2.96000000e-09    2.05249923e+00    4.00607877e+00    5.23320895e-03   -2.55050619e-02
889      2.96333333e-09    2.06127881e+00    4.00040799e+00   -5.92271380e-04   -2.53951932e-02
890      2.96666667e-09    2.07529375e+00    3.99457095e+00   -6.20280546e-03   -2.54760745e-02
891      2.97000000e-09    2.08919148e+00    3.99078611e+00   -9.46537511e-03   -2.57173438e-02
892      2.97333333e-09    2.09766459e+00    3.99051737e+00   -9.11477636e-03   -2.60272578e-02
893      2.97666667e-09    2.09747665e+00    3.99389042e+00   -5.26248484e-03   -2.62871655e-02
894      2.98000000e-09    2.08869837e+00    3.99961287e+00    6.14884251e-04   -2.63971996e-02
895      2.98333333e-09    2.07468210e+00    4.00547274e+00    6.24605978e-03   -2.63152425e-02
896      2.98666667e-09    2.06078226e+00    4.00922003e+00    9.46949321e-03   -2.60731429e-02
897      2.99000000e-09    2.05230917e+00    4.00944272e+00    9.07406807e-03   -2.57637916e-02
898      2.99333333e-09    2.05249924e+00    4.00607877e+00    5.23320892e-03   -2.55050620e-02
899      2.99666667e-09    2.06127882e+00    4.00040799e+00   -5.92271394e-04   -2.53951933e-02
900      3.00000000e-09    2.07529376e+00    3.99457095e+00   -6.20280552e-03   -2.54760746e-02
901      3.00333333e-09    2.08919149e+00    3.99078611e+00   -9.46537514e-03   -2.57173439e-02
902      3.00666667e-09    2.09766460e+00    3.99051737e+00   -9.11477640e-03   -2.60272579e-02
903      3.01000000e-09    2.09747665e+00    3.99389042e+00   -5.26248484e-03   -2.62871656e-02
904      3.01333333e-09    2.08869838e+00    3.99961287e+00    6.14884251e-04   -2.63971997e-02
905      3.01666667e-09    2.07468211e+00    4.00547274e+00    6.24605981e-03   -2.63152426e-02
906      3.02000000e-09    2.06078227e+00    4.00922003e+00    9.46949322e-03   -2.60731430e-02
907      3.02333333e-09    2.05230918e+00    4.00944272e+00    9.07406809e-03   -2.57637917e-02
908      3.02666667e-09    2.05249924e+00    4.00607877e+00    5.23320889e-03   -2.55050621e-02
909      3.03000000e-09    2.06127882e+00    4.00040799e+00   -5.92271406e-04   -2.53951934e-02
910      3.03333333e-09    2.07529377e+00    3.99457095e+00   -6.20280557e-03   -2.54760747e-02
911      3.03666667e-09    2.08919150e+00    3.99078611e+00   -9.46537516e-03   -2.57173440e-02
912      3.04000000e-09    2.09766460e+00    3.99051737e+00   -9.11477644e-03   -2.60272580e-02
913      3.04333333e-09    2.09747666e+00    3.99389042e+00   -5.26248483e-03   -2.62871657e-02
914      3.04666667e-09    2.08869838e+00    3.99961287e+00    6.14884250e-04   -2.63971997e-02
915      3.05000000e-09    2.07468212e+00    4.00547275e+00    6.24605984e-03   -2.63152427e-02
916      3.05333333e-09    2.06078228e+00    4.00922003e+00    9.46949323e-03   -2.60731431e-02
917      3.05666667e-09    2.05230918e+00    4.00944272e+00    9.07406811e-03   -2.57637918e-02
918      3.06000000e-09    2.05249925e+00    4.00607877e+00    5.23320887e-03   -2.55050622e-02
919      3.06333333e-09    2.06127883e+00    4.00040799e+00   -5.92271417e-04   -2.53951935e-02
920      3.06666667e-09    2.07529378e+00    3.99457095e+00   -6.20280562e-03   -2.54760748e-02
921      3.07000000e-09    2.08919150e+00    3.99078611e+00   -9.46537518e-03   -2.57173441e-02
922      3.07333333e-09    2.09766461e+00    3.99051737e+00   -9.11477647e-03   -2.60272581e-02
923      3.07666667e-09    2.09747667e+00    3.99389042e+00   -5.26248483e-03   -2.62871657e-02
924      3.08000000e-09    2.08869839e+00    3.99961287e+00    6.14884250e-04   -2.63971998e-02
925      3.08333333e-09    2.07468212e+00    4.00547275e+00    6.24605987e-03   -2.63152428e-02
926      3.08666667e-09    2.06078228e+00    4.00922003e+00    9.46949323e-03   -2.60731432e-02
927      3.09000000e-09    2.05230919e+00    4.00944272e+00    9.07406813e-03   -2.57637919e-02
928      3.09333333e-09    2.05249926e+00    4.00607877e+00    5.23320884e-03   -2.55050623e-02
929      3.09666667e-09    2.06127884e+00    4.00040799e+00   -5.92271426e-04   -2.53951936e-02
930      3.10000000e-09    2.07529378e+00    3.99457095e+00   -6.20280567e-03   -2.54760748e-02
931      3.10333333e-09    2.08919151e+00    3.99078611e+00   -9.46537520e-03   -2.57173442e-02
932      3.10666667e-09    2.09766462e+00    3.99051737e+00   -9.11477651e-03   -2.60272581e-02
933      3.11000000e-09    2.09747668e+00    3.99389042e+00   -5.26248482e-03   -2.62871658e-02
934      3.11333333e-09    2.08869840e+00    3.99961287e+00    6.14884250e-04   -2.63971999e-02
935      3.11666667e-09    2.07468213e+00    4.00547275e+00    6.24605990e-03   -2.63152429e-02
936      3.12000000e-09    2.06078229e+00    4.00922003e+00    9.46949324e-03   -2.60731432e-02
937      3.12333333e-09    2.05230920e+00    4.00944272e+00    9.07406816e-03   -2.57637919e-02
938      3.12666667e-09    2.05249926e+00    4.00607877e+00    5.23320882e-03   -2.55050623e-02
939      3.13000000e-09    2.06127884e+00    4.00040799e+00   -5.92271434e-04   -2.53951936e-02
940      3.13333333e-09    2.07529379e+00    3.99457095e+00   -6.20280572e-03   -2.54760749e-02
941      3.13666667e-09    2.08919151e+00    3.99078611e+00   -9.46537522e-03   -2.57173442e-02
942      3.14000000e-09    2.09766462e+00    3.99051737e+00   -9.11477654e-03   -2.60272582e-02
943      3.14333333e-09    2.09747668e+00    3.99389042e+00   -5.26248482e-03   -2.62871658e-02
944      3.14666667e-09    2.08869840e+00    3.99961287e+00    6.14884250e-04   -2.63971999e-02
945      3.15000000e-09    2.07468213e+00    4.00547275e+00    6.24605993e-03   -2.63152429e-02
946      3.15333333e-09    2.06078229e+00    4.00922003e+00    9.46949325e-03   -2.60731433e-02
947      3.15666667e-09    2.05230920e+00    4.00944272e+00    9.07406818e-03   -2.57637920e-02
948      3.16000000e-09    2.05249927e+00    4.00607877e+00    5.23320880e-03   -2.55050623e-02
949      3.16333333e-09    2.06127885e+00    4.00040799e+00   -5.92271442e-04   -2.53951937e-02
950      3.16666667e-09    2.07529379e+00    3.99457095e+00   -6.20280576e-03   -2.54760749e-02
