Index       TIME             V(BASE)           V(COLL)           V(OUT)          I(V_SUPPLY)   
21089    1.09243224e-09   -7.61554556e+00    2.77619244e+00   -1.83820422e+00   -1.20171540e+01
21090    1.09243387e-09   -7.61565603e+00    2.77610083e+00   -1.83823599e+00   -1.20172716e+01
21091    1.09243712e-09   -7.61587387e+00    2.77591927e+00   -1.83829787e+00   -1.20175068e+01
21092    1.09244363e-09   -7.61630509e+00    2.77555864e+00   -1.83841913e+00   -1.20179771e+01
21093    1.09244526e-09   -7.61641554e+00    2.77546705e+00   -1.83845088e+00   -1.20180947e+01
21094    1.09244852e-09   -7.61663334e+00    2.77528552e+00   -1.83851271e+00   -1.20183299e+01
21095    1.09245503e-09   -7.61706449e+00    2.77492496e+00   -1.83863387e+00   -1.20188002e+01
21096    1.09245666e-09   -7.61717491e+00    2.77483339e+00   -1.83866559e+00   -1.20189178e+01
21097    1.09245991e-09   -7.61739268e+00    2.77465190e+00   -1.83872738e+00   -1.20191530e+01
21098    1.09246642e-09   -7.61782374e+00    2.77429141e+00   -1.83884844e+00   -1.20196234e+01
21099    1.09246805e-09   -7.61793414e+00    2.77419986e+00   -1.83888014e+00   -1.20197411e+01
21100    1.09247130e-09   -7.61815187e+00    2.77401840e+00   -1.83894187e+00   -1.20199763e+01
21101    1.09247781e-09   -7.61858285e+00    2.77365798e+00   -1.83906283e+00   -1.20204467e+01
21102    1.09247944e-09   -7.61869323e+00    2.77356645e+00   -1.83909450e+00   -1.20205643e+01
21103    1.09248270e-09   -7.61891092e+00    2.77338503e+00   -1.83915619e+00   -1.20207996e+01
21104    1.09248921e-09   -7.61934182e+00    2.77302468e+00   -1.83927705e+00   -1.20212701e+01
21105    1.09249084e-09   -7.61945218e+00    2.77293316e+00   -1.83930870e+00   -1.20213877e+01
21106    1.09249409e-09   -7.61966983e+00    2.77275178e+00   -1.83937034e+00   -1.20216230e+01
21107    1.09250060e-09   -7.62010065e+00    2.77239150e+00   -1.83949110e+00   -1.20220935e+01
21108    1.09250223e-09   -7.62021099e+00    2.77230000e+00   -1.83952273e+00   -1.20222111e+01
21109    1.09250548e-09   -7.62042860e+00    2.77211865e+00   -1.83958431e+00   -1.20224464e+01
21110    1.09251199e-09   -7.62085933e+00    2.77175844e+00   -1.83970498e+00   -1.20229170e+01
21111    1.09251362e-09   -7.62096966e+00    2.77166696e+00   -1.83973658e+00   -1.20230346e+01
21112    1.09251688e-09   -7.62118722e+00    2.77148565e+00   -1.83979811e+00   -1.20232699e+01
21113    1.09252339e-09   -7.62161788e+00    2.77112551e+00   -1.83991868e+00   -1.20237406e+01
21114    1.09252502e-09   -7.62172818e+00    2.77103405e+00   -1.83995025e+00   -1.20238582e+01
21115    1.09252827e-09   -7.62194571e+00    2.77085277e+00   -1.84001174e+00   -1.20240935e+01
21116    1.09253478e-09   -7.62237628e+00    2.77049271e+00   -1.84013221e+00   -1.20245642e+01
21117    1.09253641e-09   -7.62248657e+00    2.77040126e+00   -1.84016376e+00   -1.20246819e+01
21118    1.09253966e-09   -7.62270405e+00    2.77022001e+00   -1.84022520e+00   -1.20249172e+01
21119    1.09254617e-09   -7.62313454e+00    2.76986002e+00   -1.84034557e+00   -1.20253879e+01
21120    1.09254780e-09   -7.62324481e+00    2.76976859e+00   -1.84037709e+00   -1.20255056e+01
21121    1.09255106e-09   -7.62346225e+00    2.76958738e+00   -1.84043848e+00   -1.20257410e+01
21122    1.09255757e-09   -7.62389266e+00    2.76922747e+00   -1.84055875e+00   -1.20262117e+01
21123    1.09255919e-09   -7.62400291e+00    2.76913605e+00   -1.84059025e+00   -1.20263294e+01
21124    1.09256245e-09   -7.62422031e+00    2.76895488e+00   -1.84065159e+00   -1.20265648e+01
21125    1.09256896e-09   -7.62465064e+00    2.76859503e+00   -1.84077176e+00   -1.20270355e+01
21126    1.09257059e-09   -7.62476086e+00    2.76850364e+00   -1.84080324e+00   -1.20271532e+01
21127    1.09257384e-09   -7.62497823e+00    2.76832250e+00   -1.84086453e+00   -1.20273887e+01
21128    1.09258035e-09   -7.62540847e+00    2.76796272e+00   -1.84098460e+00   -1.20278595e+01
21129    1.09258198e-09   -7.62551868e+00    2.76787135e+00   -1.84101605e+00   -1.20279772e+01
21130    1.09258524e-09   -7.62573600e+00    2.76769025e+00   -1.84107729e+00   -1.20282126e+01
21131    1.09259175e-09   -7.62616616e+00    2.76733054e+00   -1.84119726e+00   -1.20286835e+01
21132    1.09259337e-09   -7.62627635e+00    2.76723918e+00   -1.84122869e+00   -1.20288012e+01
21133    1.09259663e-09   -7.62649363e+00    2.76705812e+00   -1.84128988e+00   -1.20290366e+01
21134    1.09260314e-09   -7.62692371e+00    2.76669848e+00   -1.84140975e+00   -1.20295075e+01
21135    1.09260477e-09   -7.62703388e+00    2.76660714e+00   -1.84144115e+00   -1.20296253e+01
21136    1.09260802e-09   -7.62725112e+00    2.76642611e+00   -1.84150229e+00   -1.20298607e+01
21137    1.09261453e-09   -7.62768112e+00    2.76606655e+00   -1.84162207e+00   -1.20303317e+01
21138    1.09261616e-09   -7.62779126e+00    2.76597522e+00   -1.84165344e+00   -1.20304494e+01
21139    1.09261942e-09   -7.62800846e+00    2.76579423e+00   -1.84171453e+00   -1.20306849e+01
21140    1.09262593e-09   -7.62843838e+00    2.76543474e+00   -1.84183421e+00   -1.20311559e+01
21141    1.09262755e-09   -7.62854850e+00    2.76534343e+00   -1.84186556e+00   -1.20312737e+01
21142    1.09263081e-09   -7.62876566e+00    2.76516248e+00   -1.84192660e+00   -1.20315092e+01
21143    1.09263732e-09   -7.62919550e+00    2.76480306e+00   -1.84204618e+00   -1.20319802e+01
21144    1.09263895e-09   -7.62930560e+00    2.76471177e+00   -1.84207750e+00   -1.20320980e+01
21145    1.09264220e-09   -7.62952271e+00    2.76453085e+00   -1.84213850e+00   -1.20323335e+01
21146    1.09264871e-09   -7.62995247e+00    2.76417150e+00   -1.84225797e+00   -1.20328046e+01
21147    1.09265034e-09   -7.63006255e+00    2.76408023e+00   -1.84228927e+00   -1.20329223e+01
21148    1.09265360e-09   -7.63027963e+00    2.76389935e+00   -1.84235022e+00   -1.20331579e+01
21149    1.09266011e-09   -7.63070930e+00    2.76354007e+00   -1.84246959e+00   -1.20336290e+01
21150    1.09266173e-09   -7.63081936e+00    2.76344882e+00   -1.84250087e+00   -1.20337468e+01
21151    1.09266499e-09   -7.63103639e+00    2.76326797e+00   -1.84256176e+00   -1.20339823e+01
21152    1.09267150e-09   -7.63146598e+00    2.76290877e+00   -1.84268104e+00   -1.20344535e+01
21153    1.09267313e-09   -7.63157602e+00    2.76281753e+00   -1.84271229e+00   -1.20345713e+01
21154    1.09267638e-09   -7.63179302e+00    2.76263672e+00   -1.84277313e+00   -1.20348069e+01
21155    1.09268289e-09   -7.63222252e+00    2.76227759e+00   -1.84289231e+00   -1.20352781e+01
21156    1.09268452e-09   -7.63233254e+00    2.76218637e+00   -1.84292354e+00   -1.20353959e+01
21157    1.09268778e-09   -7.63254949e+00    2.76200559e+00   -1.84298433e+00   -1.20356315e+01
21158    1.09269429e-09   -7.63297892e+00    2.76164654e+00   -1.84310341e+00   -1.20361027e+01
21159    1.09269591e-09   -7.63308892e+00    2.76155534e+00   -1.84313461e+00   -1.20362205e+01
21160    1.09269917e-09   -7.63330583e+00    2.76137459e+00   -1.84319536e+00   -1.20364562e+01
21161    1.09270568e-09   -7.63373517e+00    2.76101561e+00   -1.84331433e+00   -1.20369274e+01
21162    1.09270731e-09   -7.63384515e+00    2.76092443e+00   -1.84334551e+00   -1.20370453e+01
21163    1.09271056e-09   -7.63406202e+00    2.76074372e+00   -1.84340620e+00   -1.20372809e+01
21164    1.09271707e-09   -7.63449127e+00    2.76038481e+00   -1.84352508e+00   -1.20377522e+01
21165    1.09271870e-09   -7.63460123e+00    2.76029365e+00   -1.84355624e+00   -1.20378701e+01
21166    1.09272196e-09   -7.63481806e+00    2.76011298e+00   -1.84361688e+00   -1.20381057e+01
21167    1.09272847e-09   -7.63524723e+00    2.75975414e+00   -1.84373566e+00   -1.20385771e+01
21168    1.09273009e-09   -7.63535717e+00    2.75966299e+00   -1.84376679e+00   -1.20386949e+01
21169    1.09273335e-09   -7.63557396e+00    2.75948236e+00   -1.84382738e+00   -1.20389306e+01
21170    1.09273986e-09   -7.63600305e+00    2.75912359e+00   -1.84394606e+00   -1.20394020e+01
21171    1.09274149e-09   -7.63611297e+00    2.75903246e+00   -1.84397716e+00   -1.20395199e+01
21172    1.09274474e-09   -7.63632971e+00    2.75885186e+00   -1.84403771e+00   -1.20397556e+01
21173    1.09275125e-09   -7.63675872e+00    2.75849317e+00   -1.84415628e+00   -1.20402270e+01
21174    1.09275288e-09   -7.63686861e+00    2.75840206e+00   -1.84418736e+00   -1.20403449e+01
21175    1.09275613e-09   -7.63708532e+00    2.75822150e+00   -1.84424786e+00   -1.20405806e+01
21176    1.09276265e-09   -7.63751424e+00    2.75786288e+00   -1.84436633e+00   -1.20410521e+01
21177    1.09276427e-09   -7.63762412e+00    2.75777178e+00   -1.84439739e+00   -1.20411700e+01
21178    1.09276753e-09   -7.63784078e+00    2.75759126e+00   -1.84445783e+00   -1.20414057e+01
21179    1.09277404e-09   -7.63826961e+00    2.75723271e+00   -1.84457621e+00   -1.20418773e+01
21180    1.09277567e-09   -7.63837947e+00    2.75714163e+00   -1.84460724e+00   -1.20419951e+01
21181    1.09277892e-09   -7.63859609e+00    2.75696114e+00   -1.84466763e+00   -1.20422309e+01
21182    1.09278543e-09   -7.63902484e+00    2.75660267e+00   -1.84478591e+00   -1.20427025e+01
21183    1.09278706e-09   -7.63913468e+00    2.75651161e+00   -1.84481692e+00   -1.20428204e+01
21184    1.09279031e-09   -7.63935126e+00    2.75633116e+00   -1.84487726e+00   -1.20430562e+01
21185    1.09279683e-09   -7.63977993e+00    2.75597276e+00   -1.84499544e+00   -1.20435278e+01
21186    1.09279845e-09   -7.63988974e+00    2.75588172e+00   -1.84502642e+00   -1.20436457e+01
21187    1.09280171e-09   -7.64010628e+00    2.75570130e+00   -1.84508671e+00   -1.20438815e+01
21188    1.09280822e-09   -7.64053486e+00    2.75534297e+00   -1.84520479e+00   -1.20443531e+01
21189    1.09280985e-09   -7.64064466e+00    2.75525195e+00   -1.84523575e+00   -1.20444710e+01
21190    1.09281310e-09   -7.64086115e+00    2.75507157e+00   -1.84529599e+00   -1.20447069e+01
21191    1.09281961e-09   -7.64128965e+00    2.75471331e+00   -1.84541397e+00   -1.20451786e+01
21192    1.09282124e-09   -7.64139943e+00    2.75462231e+00   -1.84544490e+00   -1.20452965e+01
21193    1.09282449e-09   -7.64161588e+00    2.75444197e+00   -1.84550509e+00   -1.20455323e+01
21194    1.09283100e-09   -7.64204429e+00    2.75408378e+00   -1.84562297e+00   -1.20460041e+01
21195    1.09283263e-09   -7.64215405e+00    2.75399280e+00   -1.84565387e+00   -1.20461220e+01
21196    1.09283589e-09   -7.64237046e+00    2.75381249e+00   -1.84571402e+00   -1.20463579e+01
21197    1.09284240e-09   -7.64279879e+00    2.75345438e+00   -1.84583180e+00   -1.20468297e+01
21198    1.09284403e-09   -7.64290852e+00    2.75336341e+00   -1.84586268e+00   -1.20469476e+01
21199    1.09284728e-09   -7.64312489e+00    2.75318314e+00   -1.84592277e+00   -1.20471835e+01
21200    1.09285379e-09   -7.64355314e+00    2.75282510e+00   -1.84604045e+00   -1.20476553e+01
21201    1.09285542e-09   -7.64366285e+00    2.75273415e+00   -1.84607130e+00   -1.20477733e+01
21202    1.09285867e-09   -7.64387917e+00    2.75255392e+00   -1.84613135e+00   -1.20480092e+01
21203    1.09286518e-09   -7.64430734e+00    2.75219596e+00   -1.84624892e+00   -1.20484810e+01
21204    1.09286681e-09   -7.64441703e+00    2.75210502e+00   -1.84627975e+00   -1.20485990e+01
21205    1.09287007e-09   -7.64463331e+00    2.75192483e+00   -1.84633975e+00   -1.20488349e+01
21206    1.09287658e-09   -7.64506139e+00    2.75156694e+00   -1.84645722e+00   -1.20493068e+01
21207    1.09287821e-09   -7.64517106e+00    2.75147602e+00   -1.84648803e+00   -1.20494248e+01
21208    1.09288146e-09   -7.64538730e+00    2.75129586e+00   -1.84654797e+00   -1.20496608e+01
21209    1.09288797e-09   -7.64581529e+00    2.75093804e+00   -1.84666535e+00   -1.20501327e+01
21210    1.09288960e-09   -7.64592494e+00    2.75084715e+00   -1.84669613e+00   -1.20502507e+01
21211    1.09289285e-09   -7.64614114e+00    2.75066703e+00   -1.84675602e+00   -1.20504867e+01
21212    1.09289936e-09   -7.64656905e+00    2.75030928e+00   -1.84687330e+00   -1.20509586e+01
21213    1.09290099e-09   -7.64667867e+00    2.75021840e+00   -1.84690405e+00   -1.20510766e+01
21214    1.09290425e-09   -7.64689483e+00    2.75003832e+00   -1.84696390e+00   -1.20513126e+01
21215    1.09291076e-09   -7.64732265e+00    2.74968064e+00   -1.84708107e+00   -1.20517846e+01
21216    1.09291238e-09   -7.64743226e+00    2.74958979e+00   -1.84711180e+00   -1.20519027e+01
21217    1.09291564e-09   -7.64764837e+00    2.74940974e+00   -1.84717160e+00   -1.20521387e+01
21218    1.09292215e-09   -7.64807611e+00    2.74905214e+00   -1.84728867e+00   -1.20526107e+01
21219    1.09292378e-09   -7.64818570e+00    2.74896130e+00   -1.84731938e+00   -1.20527287e+01
21220    1.09292703e-09   -7.64840177e+00    2.74878128e+00   -1.84737912e+00   -1.20529648e+01
21221    1.09293354e-09   -7.64882942e+00    2.74842376e+00   -1.84749609e+00   -1.20534369e+01
21222    1.09293517e-09   -7.64893899e+00    2.74833294e+00   -1.84752677e+00   -1.20535549e+01
21223    1.09293843e-09   -7.64915501e+00    2.74815296e+00   -1.84758647e+00   -1.20537910e+01
21224    1.09294494e-09   -7.64958258e+00    2.74779551e+00   -1.84770334e+00   -1.20542631e+01
21225    1.09294656e-09   -7.64969212e+00    2.74770471e+00   -1.84773400e+00   -1.20543811e+01
21226    1.09294982e-09   -7.64990811e+00    2.74752476e+00   -1.84779364e+00   -1.20546172e+01
21227    1.09295633e-09   -7.65033559e+00    2.74716739e+00   -1.84791041e+00   -1.20550894e+01
21228    1.09295796e-09   -7.65044511e+00    2.74707660e+00   -1.84794104e+00   -1.20552075e+01
21229    1.09296121e-09   -7.65066106e+00    2.74689670e+00   -1.84800064e+00   -1.20554436e+01
21230    1.09296772e-09   -7.65108845e+00    2.74653939e+00   -1.84811731e+00   -1.20559158e+01
21231    1.09296935e-09   -7.65119796e+00    2.74644863e+00   -1.84814791e+00   -1.20560338e+01
21232    1.09297261e-09   -7.65141386e+00    2.74626876e+00   -1.84820746e+00   -1.20562700e+01
21233    1.09297912e-09   -7.65184117e+00    2.74591153e+00   -1.84832403e+00   -1.20567422e+01
21234    1.09298074e-09   -7.65195065e+00    2.74582078e+00   -1.84835461e+00   -1.20568603e+01
21235    1.09298400e-09   -7.65216650e+00    2.74564095e+00   -1.84841410e+00   -1.20570964e+01
21236    1.09299051e-09   -7.65259373e+00    2.74528379e+00   -1.84853057e+00   -1.20575687e+01
21237    1.09299214e-09   -7.65270319e+00    2.74519306e+00   -1.84856113e+00   -1.20576868e+01
21238    1.09299539e-09   -7.65291900e+00    2.74501327e+00   -1.84862057e+00   -1.20579230e+01
21239    1.09300190e-09   -7.65334614e+00    2.74465619e+00   -1.84873694e+00   -1.20583953e+01
21240    1.09300353e-09   -7.65345558e+00    2.74456548e+00   -1.84876747e+00   -1.20585134e+01
21241    1.09300679e-09   -7.65367135e+00    2.74438572e+00   -1.84882686e+00   -1.20587496e+01
21242    1.09301330e-09   -7.65409840e+00    2.74402871e+00   -1.84894313e+00   -1.20592220e+01
21243    1.09301492e-09   -7.65420782e+00    2.74393802e+00   -1.84897363e+00   -1.20593401e+01
21244    1.09301818e-09   -7.65442355e+00    2.74375830e+00   -1.84903298e+00   -1.20595763e+01
21245    1.09302469e-09   -7.65485051e+00    2.74340136e+00   -1.84914914e+00   -1.20600487e+01
21246    1.09302632e-09   -7.65495991e+00    2.74331069e+00   -1.84917962e+00   -1.20601668e+01
21247    1.09302957e-09   -7.65517560e+00    2.74313100e+00   -1.84923892e+00   -1.20604030e+01
21248    1.09303608e-09   -7.65560248e+00    2.74277414e+00   -1.84935498e+00   -1.20608755e+01
21249    1.09303771e-09   -7.65571185e+00    2.74268349e+00   -1.84938544e+00   -1.20609936e+01
21250    1.09304097e-09   -7.65592749e+00    2.74250384e+00   -1.84944468e+00   -1.20612298e+01
21251    1.09304748e-09   -7.65635429e+00    2.74214705e+00   -1.84956065e+00   -1.20617024e+01
21252    1.09304910e-09   -7.65646364e+00    2.74205642e+00   -1.84959108e+00   -1.20618205e+01
21253    1.09305236e-09   -7.65667924e+00    2.74187681e+00   -1.84965027e+00   -1.20620567e+01
21254    1.09305887e-09   -7.65710595e+00    2.74152009e+00   -1.84976613e+00   -1.20625293e+01
21255    1.09306050e-09   -7.65721528e+00    2.74142947e+00   -1.84979654e+00   -1.20626474e+01
21256    1.09306375e-09   -7.65743083e+00    2.74124990e+00   -1.84985568e+00   -1.20628837e+01
21257    1.09307026e-09   -7.65785745e+00    2.74089326e+00   -1.84997144e+00   -1.20633563e+01
21258    1.09307189e-09   -7.65796677e+00    2.74080266e+00   -1.85000182e+00   -1.20634745e+01
21259    1.09307515e-09   -7.65818228e+00    2.74062313e+00   -1.85006091e+00   -1.20637108e+01
21260    1.09308166e-09   -7.65860881e+00    2.74026656e+00   -1.85017658e+00   -1.20641834e+01
21261    1.09308328e-09   -7.65871810e+00    2.74017598e+00   -1.85020693e+00   -1.20643016e+01
21262    1.09308654e-09   -7.65893357e+00    2.73999648e+00   -1.85026597e+00   -1.20645379e+01
21263    1.09309305e-09   -7.65936002e+00    2.73963999e+00   -1.85038153e+00   -1.20650105e+01
21264    1.09309468e-09   -7.65946929e+00    2.73954943e+00   -1.85041186e+00   -1.20651287e+01
21265    1.09309793e-09   -7.65968471e+00    2.73936997e+00   -1.85047085e+00   -1.20653651e+01
21266    1.09310444e-09   -7.66011107e+00    2.73901355e+00   -1.85058632e+00   -1.20658378e+01
21267    1.09310607e-09   -7.66022032e+00    2.73892300e+00   -1.85061662e+00   -1.20659560e+01
21268    1.09310933e-09   -7.66043571e+00    2.73874358e+00   -1.85067556e+00   -1.20661923e+01
21269    1.09311584e-09   -7.66086198e+00    2.73838724e+00   -1.85079092e+00   -1.20666651e+01
21270    1.09311746e-09   -7.66097120e+00    2.73829671e+00   -1.85082120e+00   -1.20667833e+01
21271    1.09312072e-09   -7.66118654e+00    2.73811732e+00   -1.85088009e+00   -1.20670196e+01
21272    1.09312723e-09   -7.66161273e+00    2.73776106e+00   -1.85099535e+00   -1.20674924e+01
21273    1.09312886e-09   -7.66172193e+00    2.73767055e+00   -1.85102560e+00   -1.20676106e+01
21274    1.09313211e-09   -7.66193723e+00    2.73749120e+00   -1.85108444e+00   -1.20678470e+01
21275    1.09313862e-09   -7.66236333e+00    2.73713501e+00   -1.85119960e+00   -1.20683199e+01
21276    1.09314025e-09   -7.66247251e+00    2.73704451e+00   -1.85122983e+00   -1.20684381e+01
21277    1.09314350e-09   -7.66268777e+00    2.73686520e+00   -1.85128862e+00   -1.20686745e+01
21278    1.09315002e-09   -7.66311378e+00    2.73650908e+00   -1.85140367e+00   -1.20691474e+01
21279    1.09315164e-09   -7.66322294e+00    2.73641861e+00   -1.85143388e+00   -1.20692656e+01
21280    1.09315490e-09   -7.66343815e+00    2.73623934e+00   -1.85149262e+00   -1.20695021e+01
21281    1.09316141e-09   -7.66386407e+00    2.73588329e+00   -1.85160757e+00   -1.20699750e+01
21282    1.09316304e-09   -7.66397321e+00    2.73579284e+00   -1.85163775e+00   -1.20700932e+01
21283    1.09316629e-09   -7.66418838e+00    2.73561360e+00   -1.85169644e+00   -1.20703297e+01
21284    1.09317280e-09   -7.66461421e+00    2.73525763e+00   -1.85181129e+00   -1.20708026e+01
21285    1.09317443e-09   -7.66472333e+00    2.73516720e+00   -1.85184145e+00   -1.20709209e+01
21286    1.09317768e-09   -7.66493846e+00    2.73498800e+00   -1.85190008e+00   -1.20711574e+01
21287    1.09318419e-09   -7.66536420e+00    2.73463210e+00   -1.85201484e+00   -1.20716303e+01
21288    1.09318582e-09   -7.66547330e+00    2.73454168e+00   -1.85204497e+00   -1.20717486e+01
21289    1.09318908e-09   -7.66568838e+00    2.73436252e+00   -1.85210355e+00   -1.20719851e+01
21290    1.09319559e-09   -7.66611404e+00    2.73400670e+00   -1.85221820e+00   -1.20724581e+01
21291    1.09319722e-09   -7.66622312e+00    2.73391630e+00   -1.85224831e+00   -1.20725764e+01
21292    1.09320047e-09   -7.66643815e+00    2.73373718e+00   -1.85230684e+00   -1.20728129e+01
21293    1.09320698e-09   -7.66686373e+00    2.73338143e+00   -1.85242140e+00   -1.20732860e+01
21294    1.09320861e-09   -7.66697278e+00    2.73329105e+00   -1.85245147e+00   -1.20734043e+01
21295    1.09321186e-09   -7.66718777e+00    2.73311196e+00   -1.85250996e+00   -1.20736408e+01
21296    1.09321837e-09   -7.66761326e+00    2.73275629e+00   -1.85262441e+00   -1.20741140e+01
21297    1.09322000e-09   -7.66772229e+00    2.73266593e+00   -1.85265446e+00   -1.20742322e+01
21298    1.09322326e-09   -7.66793724e+00    2.73248688e+00   -1.85271290e+00   -1.20744688e+01
21299    1.09322977e-09   -7.66836263e+00    2.73213129e+00   -1.85282725e+00   -1.20749420e+01
21300    1.09323140e-09   -7.66847164e+00    2.73204094e+00   -1.85285727e+00   -1.20750603e+01
21301    1.09323465e-09   -7.66868655e+00    2.73186193e+00   -1.85291566e+00   -1.20752968e+01
21302    1.09324116e-09   -7.66911186e+00    2.73150641e+00   -1.85302991e+00   -1.20757700e+01
21303    1.09324279e-09   -7.66922085e+00    2.73141608e+00   -1.85305991e+00   -1.20758883e+01
21304    1.09324604e-09   -7.66943571e+00    2.73123711e+00   -1.85311824e+00   -1.20761250e+01
21305    1.09325255e-09   -7.66986093e+00    2.73088166e+00   -1.85323239e+00   -1.20765982e+01
21306    1.09325418e-09   -7.66996990e+00    2.73079136e+00   -1.85326237e+00   -1.20767165e+01
21307    1.09325744e-09   -7.67018471e+00    2.73061242e+00   -1.85332065e+00   -1.20769531e+01
21308    1.09326395e-09   -7.67060985e+00    2.73025705e+00   -1.85343469e+00   -1.20774264e+01
21309    1.09326558e-09   -7.67071879e+00    2.73016676e+00   -1.85346465e+00   -1.20775447e+01
21310    1.09326883e-09   -7.67093356e+00    2.72998786e+00   -1.85352288e+00   -1.20777814e+01
21311    1.09327534e-09   -7.67135861e+00    2.72963256e+00   -1.85363682e+00   -1.20782547e+01
21312    1.09327697e-09   -7.67146753e+00    2.72954229e+00   -1.85366675e+00   -1.20783731e+01
21313    1.09328022e-09   -7.67168226e+00    2.72936343e+00   -1.85372493e+00   -1.20786097e+01
21314    1.09328673e-09   -7.67210722e+00    2.72900821e+00   -1.85383877e+00   -1.20790831e+01
21315    1.09328836e-09   -7.67221612e+00    2.72891796e+00   -1.85386868e+00   -1.20792014e+01
21316    1.09329162e-09   -7.67243080e+00    2.72873913e+00   -1.85392681e+00   -1.20794381e+01
21317    1.09329813e-09   -7.67285567e+00    2.72838399e+00   -1.85404055e+00   -1.20799115e+01
21318    1.09329975e-09   -7.67296455e+00    2.72829376e+00   -1.85407043e+00   -1.20800299e+01
21319    1.09330301e-09   -7.67317919e+00    2.72811496e+00   -1.85412851e+00   -1.20802666e+01
21320    1.09330952e-09   -7.67360397e+00    2.72775990e+00   -1.85424215e+00   -1.20807400e+01
21321    1.09331115e-09   -7.67371283e+00    2.72766968e+00   -1.85427200e+00   -1.20808584e+01
21322    1.09331440e-09   -7.67392743e+00    2.72749093e+00   -1.85433003e+00   -1.20810951e+01
21323    1.09332091e-09   -7.67435212e+00    2.72713594e+00   -1.85444356e+00   -1.20815686e+01
21324    1.09332254e-09   -7.67446095e+00    2.72704574e+00   -1.85447339e+00   -1.20816870e+01
21325    1.09332580e-09   -7.67467551e+00    2.72686703e+00   -1.85453137e+00   -1.20819237e+01
21326    1.09333231e-09   -7.67510011e+00    2.72651211e+00   -1.85464481e+00   -1.20823973e+01
21327    1.09333393e-09   -7.67520892e+00    2.72642193e+00   -1.85467461e+00   -1.20825156e+01
21328    1.09333719e-09   -7.67542343e+00    2.72624325e+00   -1.85473254e+00   -1.20827524e+01
21329    1.09334370e-09   -7.67584795e+00    2.72588841e+00   -1.85484587e+00   -1.20832260e+01
21330    1.09334533e-09   -7.67595674e+00    2.72579825e+00   -1.85487565e+00   -1.20833444e+01
21331    1.09334858e-09   -7.67617120e+00    2.72561961e+00   -1.85493353e+00   -1.20835812e+01
21332    1.09335509e-09   -7.67659563e+00    2.72526485e+00   -1.85504676e+00   -1.20840548e+01
21333    1.09335672e-09   -7.67670440e+00    2.72517471e+00   -1.85507651e+00   -1.20841732e+01
21334    1.09335998e-09   -7.67691882e+00    2.72499610e+00   -1.85513434e+00   -1.20844100e+01
21335    1.09336649e-09   -7.67734315e+00    2.72464141e+00   -1.85524747e+00   -1.20848836e+01
21336    1.09336811e-09   -7.67745190e+00    2.72455129e+00   -1.85527720e+00   -1.20850021e+01
21337    1.09337137e-09   -7.67766628e+00    2.72437273e+00   -1.85533498e+00   -1.20852389e+01
21338    1.09337788e-09   -7.67809052e+00    2.72401811e+00   -1.85544801e+00   -1.20857126e+01
21339    1.09337951e-09   -7.67819925e+00    2.72392801e+00   -1.85547771e+00   -1.20858310e+01
21340    1.09338276e-09   -7.67841358e+00    2.72374948e+00   -1.85553543e+00   -1.20860678e+01
21341    1.09338927e-09   -7.67883774e+00    2.72339494e+00   -1.85564836e+00   -1.20865416e+01
21342    1.09339090e-09   -7.67894644e+00    2.72330486e+00   -1.85567804e+00   -1.20866600e+01
21343    1.09339416e-09   -7.67916073e+00    2.72312637e+00   -1.85573571e+00   -1.20868969e+01
21344    1.09340067e-09   -7.67958480e+00    2.72277190e+00   -1.85584854e+00   -1.20873707e+01
21345    1.09340229e-09   -7.67969348e+00    2.72268184e+00   -1.85587819e+00   -1.20874891e+01
21346    1.09340555e-09   -7.67990773e+00    2.72250339e+00   -1.85593582e+00   -1.20877260e+01
21347    1.09341206e-09   -7.68033170e+00    2.72214899e+00   -1.85604854e+00   -1.20881998e+01
21348    1.09341369e-09   -7.68044036e+00    2.72205895e+00   -1.85607817e+00   -1.20883183e+01
21349    1.09341694e-09   -7.68065456e+00    2.72188053e+00   -1.85613574e+00   -1.20885552e+01
21350    1.09342345e-09   -7.68107845e+00    2.72152622e+00   -1.85624836e+00   -1.20890290e+01
21351    1.09342508e-09   -7.68118709e+00    2.72143619e+00   -1.85627796e+00   -1.20891475e+01
21352    1.09342834e-09   -7.68140125e+00    2.72125782e+00   -1.85633549e+00   -1.20893844e+01
21353    1.09343485e-09   -7.68182505e+00    2.72090358e+00   -1.85644801e+00   -1.20898583e+01
21354    1.09343647e-09   -7.68193366e+00    2.72081357e+00   -1.85647759e+00   -1.20899768e+01
21355    1.09343973e-09   -7.68214777e+00    2.72063523e+00   -1.85653506e+00   -1.20902137e+01
21356    1.09344624e-09   -7.68257148e+00    2.72028107e+00   -1.85664748e+00   -1.20906877e+01
21357    1.09344787e-09   -7.68268008e+00    2.72019108e+00   -1.85667703e+00   -1.20908062e+01
21358    1.09345112e-09   -7.68289414e+00    2.72001278e+00   -1.85673445e+00   -1.20910431e+01
21359    1.09345763e-09   -7.68331776e+00    2.71965869e+00   -1.85684677e+00   -1.20915171e+01
21360    1.09345926e-09   -7.68342633e+00    2.71956872e+00   -1.85687629e+00   -1.20916356e+01
21361    1.09346252e-09   -7.68364035e+00    2.71939045e+00   -1.85693367e+00   -1.20918726e+01
