Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)           V(OUT_50)          I(V_DD)     
754      2.50869804e-09    2.49409500e-02    8.63695140e-01    1.13188761e+00    1.73799321e+00   -2.95441680e-02   -3.81003393e-03
755      2.51203137e-09    1.91682672e-02    8.58049143e-01    1.12603407e+00    1.73159591e+00   -3.38290303e-02   -3.84202044e-03
756      2.51536470e-09    6.07395788e-03    8.47456515e-01    1.14297280e+00    1.73893696e+00   -2.45422713e-02   -3.80531520e-03
757      2.51869804e-09   -9.34039695e-03    8.35904134e-01    1.17515434e+00    1.75630050e+00   -6.15547633e-03   -3.71849751e-03
758      2.52203137e-09   -2.11870376e-02    8.27797148e-01    1.21020625e+00    1.77643334e+00    1.37250430e-02   -3.61783332e-03
759      2.52536470e-09   -2.49409500e-02    8.26292411e-01    1.23592961e+00    1.79216265e+00    2.80614737e-02   -3.53918675e-03
760      2.52869804e-09   -1.91682672e-02    8.32017065e-01    1.24346143e+00    1.79852059e+00    3.24038981e-02   -3.50739707e-03
761      2.53203137e-09   -6.07395788e-03    8.42746634e-01    1.22908415e+00    1.79316558e+00    2.51310582e-02   -3.53417211e-03
762      2.53536470e-09    9.34039695e-03    8.54304600e-01    1.19679413e+00    1.77708139e+00    7.94435390e-03   -3.61459306e-03
763      2.53869804e-09    2.11870376e-02    8.62278191e-01    1.15912007e+00    1.75573998e+00   -1.32211653e-02   -3.72130012e-03
764      2.54203137e-09    2.49409500e-02    8.63695232e-01    1.13188770e+00    1.73799162e+00   -2.95440112e-02   -3.81004188e-03
765      2.54536470e-09    1.91682672e-02    8.58049235e-01    1.12603417e+00    1.73159433e+00   -3.38288716e-02   -3.84202833e-03
766      2.54869804e-09    6.07395788e-03    8.47456606e-01    1.14297290e+00    1.73893540e+00   -2.45421063e-02   -3.80532300e-03
767      2.55203137e-09   -9.34039695e-03    8.35904225e-01    1.17515445e+00    1.75629896e+00   -6.15530216e-03   -3.71850522e-03
768      2.55536470e-09   -2.11870376e-02    8.27797238e-01    1.21020636e+00    1.77643182e+00    1.37252257e-02   -3.61784092e-03
769      2.55869804e-09   -2.49409500e-02    8.26292500e-01    1.23592972e+00    1.79216115e+00    2.80616609e-02   -3.53919427e-03
770      2.56203137e-09   -1.91682672e-02    8.32017154e-01    1.24346154e+00    1.79851909e+00    3.24040823e-02   -3.50740453e-03
771      2.56536470e-09   -6.07395788e-03    8.42746722e-01    1.22908424e+00    1.79316409e+00    2.51312326e-02   -3.53417956e-03
772      2.56869804e-09    9.34039695e-03    8.54304687e-01    1.19679422e+00    1.77707990e+00    7.94451543e-03   -3.61460052e-03
773      2.57203137e-09    2.11870376e-02    8.62278277e-01    1.15912016e+00    1.75573848e+00   -1.32210135e-02   -3.72130759e-03
774      2.57536470e-09    2.49409500e-02    8.63695318e-01    1.13188779e+00    1.73799014e+00   -2.95438636e-02   -3.81004932e-03
775      2.57869804e-09    1.91682672e-02    8.58049320e-01    1.12603427e+00    1.73159286e+00   -3.38287223e-02   -3.84203571e-03
776      2.58203137e-09    6.07395788e-03    8.47456691e-01    1.14297301e+00    1.73893394e+00   -2.45419512e-02   -3.80533030e-03
777      2.58536470e-09   -9.34039695e-03    8.35904310e-01    1.17515456e+00    1.75629752e+00   -6.15513843e-03   -3.71851241e-03
778      2.58869804e-09   -2.11870376e-02    8.27797323e-01    1.21020647e+00    1.77643039e+00    1.37253973e-02   -3.61784803e-03
779      2.59203137e-09   -2.49409500e-02    8.26292584e-01    1.23592983e+00    1.79215974e+00    2.80618368e-02   -3.53920129e-03
780      2.59536470e-09   -1.91682672e-02    8.32017237e-01    1.24346164e+00    1.79851770e+00    3.24042553e-02   -3.50741152e-03
781      2.59869804e-09   -6.07395788e-03    8.42746804e-01    1.22908433e+00    1.79316269e+00    2.51313965e-02   -3.53418653e-03
782      2.60203137e-09    9.34039695e-03    8.54304768e-01    1.19679430e+00    1.77707850e+00    7.94466731e-03   -3.61460750e-03
783      2.60536470e-09    2.11870376e-02    8.62278358e-01    1.15912025e+00    1.75573709e+00   -1.32208707e-02   -3.72131456e-03
784      2.60869804e-09    2.49409500e-02    8.63695399e-01    1.13188788e+00    1.73798875e+00   -2.95437247e-02   -3.81005626e-03
785      2.61203137e-09    1.91682672e-02    8.58049401e-01    1.12603436e+00    1.73159148e+00   -3.38285818e-02   -3.84204260e-03
786      2.61536470e-09    6.07395788e-03    8.47456771e-01    1.14297310e+00    1.73893258e+00   -2.45418054e-02   -3.80533711e-03
787      2.61869804e-09   -9.34039695e-03    8.35904390e-01    1.17515466e+00    1.75629617e+00   -6.15498455e-03   -3.71851914e-03
788      2.62203137e-09   -2.11870376e-02    8.27797402e-01    1.21020658e+00    1.77642907e+00    1.37255585e-02   -3.61785466e-03
789      2.62536470e-09   -2.49409500e-02    8.26292663e-01    1.23592994e+00    1.79215843e+00    2.80620020e-02   -3.53920785e-03
790      2.62869804e-09   -1.91682672e-02    8.32017315e-01    1.24346174e+00    1.79851639e+00    3.24044177e-02   -3.50741804e-03
791      2.63203137e-09   -6.07395788e-03    8.42746881e-01    1.22908442e+00    1.79316139e+00    2.51315505e-02   -3.53419305e-03
792      2.63536470e-09    9.34039695e-03    8.54304844e-01    1.19679438e+00    1.77707720e+00    7.94481006e-03   -3.61461402e-03
793      2.63869804e-09    2.11870376e-02    8.62278434e-01    1.15912033e+00    1.75573578e+00   -1.32207364e-02   -3.72132108e-03
794      2.64203137e-09    2.49409500e-02    8.63695474e-01    1.13188797e+00    1.73798745e+00   -2.95435941e-02   -3.81006275e-03
795      2.64536470e-09    1.91682672e-02    8.58049476e-01    1.12603445e+00    1.73159019e+00   -3.38284496e-02   -3.84204904e-03
796      2.64869804e-09    6.07395788e-03    8.47456847e-01    1.14297320e+00    1.73893130e+00   -2.45416683e-02   -3.80534348e-03
797      2.65203137e-09   -9.34039695e-03    8.35904465e-01    1.17515476e+00    1.75629491e+00   -6.15483997e-03   -3.71852543e-03
798      2.65536470e-09   -2.11870376e-02    8.27797477e-01    1.21020668e+00    1.77642783e+00    1.37257099e-02   -3.61786087e-03
799      2.65869804e-09   -2.49409500e-02    8.26292737e-01    1.23593004e+00    1.79215720e+00    2.80621570e-02   -3.53921399e-03
800      2.66203137e-09   -1.91682672e-02    8.32017388e-01    1.24346183e+00    1.79851517e+00    3.24045702e-02   -3.50742413e-03
801      2.66536470e-09   -6.07395788e-03    8.42746953e-01    1.22908451e+00    1.79316017e+00    2.51316952e-02   -3.53419913e-03
802      2.66869804e-09    9.34039695e-03    8.54304916e-01    1.19679446e+00    1.77707598e+00    7.94494422e-03   -3.61462011e-03
803      2.67203137e-09    2.11870376e-02    8.62278505e-01    1.15912040e+00    1.75573457e+00   -1.32206101e-02   -3.72132716e-03
804      2.67536470e-09    2.49409500e-02    8.63695545e-01    1.13188804e+00    1.73798624e+00   -2.95434713e-02   -3.81006881e-03
805      2.67869804e-09    1.91682672e-02    8.58049547e-01    1.12603453e+00    1.73158899e+00   -3.38283253e-02   -3.84205505e-03
806      2.68203137e-09    6.07395788e-03    8.47456917e-01    1.14297328e+00    1.73893011e+00   -2.45415394e-02   -3.80534943e-03
807      2.68536470e-09   -9.34039695e-03    8.35904535e-01    1.17515485e+00    1.75629374e+00   -6.15470414e-03   -3.71853129e-03
808      2.68869804e-09   -2.11870376e-02    8.27797546e-01    1.21020677e+00    1.77642667e+00    1.37258521e-02   -3.61786666e-03
809      2.69203137e-09   -2.49409500e-02    8.26292806e-01    1.23593013e+00    1.79215606e+00    2.80623026e-02   -3.53921971e-03
810      2.69536470e-09   -1.91682672e-02    8.32017456e-01    1.24346192e+00    1.79851404e+00    3.24047133e-02   -3.50742982e-03
811      2.69869804e-09   -6.07395788e-03    8.42747021e-01    1.22908459e+00    1.79315904e+00    2.51318310e-02   -3.53420481e-03
812      2.70203137e-09    9.34039695e-03    8.54304983e-01    1.19679454e+00    1.77707484e+00    7.94507027e-03   -3.61462580e-03
813      2.70536470e-09    2.11870376e-02    8.62278572e-01    1.15912048e+00    1.75573343e+00   -1.32204914e-02   -3.72133284e-03
814      2.70869804e-09    2.49409500e-02    8.63695612e-01    1.13188812e+00    1.73798511e+00   -2.95433558e-02   -3.81007447e-03
815      2.71203137e-09    1.91682672e-02    8.58049613e-01    1.12603461e+00    1.73158787e+00   -3.38282085e-02   -3.84206066e-03
816      2.71536470e-09    6.07395788e-03    8.47456983e-01    1.14297337e+00    1.73892900e+00   -2.45414183e-02   -3.80535498e-03
817      2.71869804e-09   -9.34039695e-03    8.35904600e-01    1.17515494e+00    1.75629265e+00   -6.15457657e-03   -3.71853677e-03
818      2.72203137e-09   -2.11870376e-02    8.27797612e-01    1.21020686e+00    1.77642559e+00    1.37259855e-02   -3.61787206e-03
819      2.72536470e-09   -2.49409500e-02    8.26292871e-01    1.23593022e+00    1.79215499e+00    2.80624391e-02   -3.53922505e-03
820      2.72869804e-09   -1.91682672e-02    8.32017521e-01    1.24346200e+00    1.79851297e+00    3.24048476e-02   -3.50743513e-03
821      2.73203137e-09   -6.07395788e-03    8.42747084e-01    1.22908466e+00    1.79315798e+00    2.51319585e-02   -3.53421011e-03
822      2.73536470e-09    9.34039695e-03    8.54305046e-01    1.19679461e+00    1.77707378e+00    7.94518868e-03   -3.61463110e-03
823      2.73869804e-09    2.11870376e-02    8.62278634e-01    1.15912055e+00    1.75573237e+00   -1.32203798e-02   -3.72133814e-03
824      2.74203137e-09    2.49409500e-02    8.63695674e-01    1.13188819e+00    1.73798405e+00   -2.95432472e-02   -3.81007975e-03
825      2.74536470e-09    1.91682672e-02    8.58049675e-01    1.12603469e+00    1.73158682e+00   -3.38280986e-02   -3.84206590e-03
826      2.74869804e-09    6.07395788e-03    8.47457045e-01    1.14297345e+00    1.73892797e+00   -2.45413045e-02   -3.80536016e-03
827      2.75203137e-09   -9.34039695e-03    8.35904662e-01    1.17515502e+00    1.75629162e+00   -6.15445678e-03   -3.71854188e-03
828      2.75536470e-09   -2.11870376e-02    8.27797673e-01    1.21020695e+00    1.77642458e+00    1.37261107e-02   -3.61787710e-03
829      2.75869804e-09   -2.49409500e-02    8.26292932e-01    1.23593031e+00    1.79215399e+00    2.80625672e-02   -3.53923004e-03
830      2.76203137e-09   -1.91682672e-02    8.32017581e-01    1.24346208e+00    1.79851198e+00    3.24049736e-02   -3.50744008e-03
831      2.76536470e-09   -6.07395788e-03    8.42747144e-01    1.22908474e+00    1.79315699e+00    2.51320782e-02   -3.53421505e-03
832      2.76869804e-09    9.34039695e-03    8.54305105e-01    1.19679468e+00    1.77707279e+00    7.94529990e-03   -3.61463605e-03
833      2.77203137e-09    2.11870376e-02    8.62278693e-01    1.15912062e+00    1.75573138e+00   -1.32202749e-02   -3.72134308e-03
834      2.77536470e-09    2.49409500e-02    8.63695732e-01    1.13188826e+00    1.73798307e+00   -2.95431451e-02   -3.81008467e-03
835      2.77869804e-09    1.91682672e-02    8.58049733e-01    1.12603476e+00    1.73158584e+00   -3.38279954e-02   -3.84207078e-03
836      2.78203137e-09    6.07395788e-03    8.47457103e-01    1.14297352e+00    1.73892700e+00   -2.45411976e-02   -3.80536499e-03
837      2.78536470e-09   -9.34039695e-03    8.35904720e-01    1.17515510e+00    1.75629067e+00   -6.15434431e-03   -3.71854665e-03
838      2.78869804e-09   -2.11870376e-02    8.27797730e-01    1.21020703e+00    1.77642364e+00    1.37262282e-02   -3.61788180e-03
839      2.79203137e-09   -2.49409500e-02    8.26292989e-01    1.23593039e+00    1.79215306e+00    2.80626874e-02   -3.53923469e-03
840      2.79536470e-09   -1.91682672e-02    8.32017637e-01    1.24346216e+00    1.79851106e+00    3.24050918e-02   -3.50744470e-03
841      2.79869804e-09   -6.07395788e-03    8.42747199e-01    1.22908481e+00    1.79315607e+00    2.51321905e-02   -3.53421966e-03
842      2.80203137e-09    9.34039695e-03    8.54305160e-01    1.19679474e+00    1.77707187e+00    7.94540432e-03   -3.61464066e-03
843      2.80536470e-09    2.11870376e-02    8.62278748e-01    1.15912068e+00    1.75573046e+00   -1.32201763e-02   -3.72134769e-03
844      2.80869804e-09    2.49409500e-02    8.63695787e-01    1.13188833e+00    1.73798215e+00   -2.95430491e-02   -3.81008926e-03
845      2.81203137e-09    1.91682672e-02    8.58049788e-01    1.12603483e+00    1.73158493e+00   -3.38278984e-02   -3.84207533e-03
846      2.81536470e-09    6.07395788e-03    8.47457157e-01    1.14297360e+00    1.73892610e+00   -2.45410972e-02   -3.80536949e-03
847      2.81869804e-09   -9.34039695e-03    8.35904774e-01    1.17515518e+00    1.75628978e+00   -6.15423875e-03   -3.71855109e-03
848      2.82203137e-09   -2.11870376e-02    8.27797784e-01    1.21020711e+00    1.77642276e+00    1.37263383e-02   -3.61788619e-03
849      2.82536470e-09   -2.49409500e-02    8.26293042e-01    1.23593046e+00    1.79215220e+00    2.80628001e-02   -3.53923902e-03
850      2.82869804e-09   -1.91682672e-02    8.32017690e-01    1.24346223e+00    1.79851020e+00    3.24052026e-02   -3.50744901e-03
851      2.83203137e-09   -6.07395788e-03    8.42747252e-01    1.22908487e+00    1.79315521e+00    2.51322958e-02   -3.53422396e-03
852      2.83536470e-09    9.34039695e-03    8.54305212e-01    1.19679480e+00    1.77707101e+00    7.94550237e-03   -3.61464496e-03
853      2.83869804e-09    2.11870376e-02    8.62278799e-01    1.15912074e+00    1.75572960e+00   -1.32200837e-02   -3.72135199e-03
854      2.84203137e-09    2.49409500e-02    8.63695838e-01    1.13188839e+00    1.73798129e+00   -2.95429590e-02   -3.81009354e-03
855      2.84536470e-09    1.91682672e-02    8.58049839e-01    1.12603489e+00    1.73158409e+00   -3.38278072e-02   -3.84207957e-03
856      2.84869804e-09    6.07395788e-03    8.47457208e-01    1.14297367e+00    1.73892526e+00   -2.45410030e-02   -3.80537369e-03
857      2.85203137e-09   -9.34039695e-03    8.35904825e-01    1.17515525e+00    1.75628895e+00   -6.15413968e-03   -3.71855523e-03
858      2.85536470e-09   -2.11870376e-02    8.27797835e-01    1.21020718e+00    1.77642195e+00    1.37264417e-02   -3.61789027e-03
859      2.85869804e-09   -2.49409500e-02    8.26293092e-01    1.23593054e+00    1.79215139e+00    2.80629057e-02   -3.53924306e-03
860      2.86203137e-09   -1.91682672e-02    8.32017740e-01    1.24346230e+00    1.79850940e+00    3.24053065e-02   -3.50745302e-03
861      2.86536470e-09   -6.07395788e-03    8.42747301e-01    1.22908494e+00    1.79315441e+00    2.51323947e-02   -3.53422796e-03
862      2.86869804e-09    9.34039695e-03    8.54305260e-01    1.19679486e+00    1.77707021e+00    7.94559440e-03   -3.61464897e-03
863      2.87203137e-09    2.11870376e-02    8.62278848e-01    1.15912080e+00    1.75572880e+00   -1.32199967e-02   -3.72135599e-03
864      2.87536470e-09    2.49409500e-02    8.63695887e-01    1.13188845e+00    1.73798050e+00   -2.95428743e-02   -3.81009752e-03
865      2.87869804e-09    1.91682672e-02    8.58049887e-01    1.12603496e+00    1.73158330e+00   -3.38277216e-02   -3.84208352e-03
866      2.88203137e-09    6.07395788e-03    8.47457256e-01    1.14297373e+00    1.73892448e+00   -2.45409145e-02   -3.80537760e-03
867      2.88536470e-09   -9.34039695e-03    8.35904872e-01    1.17515532e+00    1.75628818e+00   -6.15404672e-03   -3.71855908e-03
868      2.88869804e-09   -2.11870376e-02    8.27797882e-01    1.21020726e+00    1.77642119e+00    1.37265386e-02   -3.61789407e-03
869      2.89203137e-09   -2.49409500e-02    8.26293139e-01    1.23593061e+00    1.79215064e+00    2.80630047e-02   -3.53924682e-03
870      2.89536470e-09   -1.91682672e-02    8.32017786e-01    1.24346237e+00    1.79850865e+00    3.24054039e-02   -3.50745676e-03
871      2.89869804e-09   -6.07395788e-03    8.42747347e-01    1.22908500e+00    1.79315366e+00    2.51324874e-02   -3.53423169e-03
872      2.90203137e-09    9.34039695e-03    8.54305306e-01    1.19679492e+00    1.77706946e+00    7.94568077e-03   -3.61465270e-03
873      2.90536470e-09    2.11870376e-02    8.62278893e-01    1.15912086e+00    1.75572806e+00   -1.32199150e-02   -3.72135971e-03
874      2.90869804e-09    2.49409500e-02    8.63695932e-01    1.13188851e+00    1.73797975e+00   -2.95427947e-02   -3.81010123e-03
875      2.91203137e-09    1.91682672e-02    8.58049932e-01    1.12603502e+00    1.73158256e+00   -3.38276411e-02   -3.84208720e-03
876      2.91536470e-09    6.07395788e-03    8.47457301e-01    1.14297380e+00    1.73892375e+00   -2.45408314e-02   -3.80538123e-03
877      2.91869804e-09   -9.34039695e-03    8.35904917e-01    1.17515539e+00    1.75628747e+00   -6.15395950e-03   -3.71856267e-03
878      2.92203137e-09   -2.11870376e-02    8.27797926e-01    1.21020732e+00    1.77642048e+00    1.37266294e-02   -3.61789761e-03
879      2.92536470e-09   -2.49409500e-02    8.26293183e-01    1.23593068e+00    1.79214994e+00    2.80630976e-02   -3.53925032e-03
880      2.92869804e-09   -1.91682672e-02    8.32017830e-01    1.24346244e+00    1.79850795e+00    3.24054951e-02   -3.50746023e-03
881      2.93203137e-09   -6.07395788e-03    8.42747390e-01    1.22908506e+00    1.79315297e+00    2.51325743e-02   -3.53423516e-03
882      2.93536470e-09    9.34039695e-03    8.54305349e-01    1.19679498e+00    1.77706877e+00    7.94576183e-03   -3.61465616e-03
883      2.93869804e-09    2.11870376e-02    8.62278935e-01    1.15912091e+00    1.75572736e+00   -1.32198383e-02   -3.72136318e-03
884      2.94203137e-09    2.49409500e-02    8.63695974e-01    1.13188857e+00    1.73797906e+00   -2.95427200e-02   -3.81010468e-03
885      2.94536470e-09    1.91682672e-02    8.58049974e-01    1.12603508e+00    1.73158188e+00   -3.38275656e-02   -3.84209062e-03
886      2.94869804e-09    6.07395788e-03    8.47457343e-01    1.14297386e+00    1.73892308e+00   -2.45407534e-02   -3.80538461e-03
887      2.95203137e-09   -9.34039695e-03    8.35904959e-01    1.17515545e+00    1.75628680e+00   -6.15387770e-03   -3.71856601e-03
888      2.95536470e-09   -2.11870376e-02    8.27797968e-01    1.21020739e+00    1.77641982e+00    1.37267145e-02   -3.61790091e-03
889      2.95869804e-09   -2.49409500e-02    8.26293225e-01    1.23593074e+00    1.79214929e+00    2.80631845e-02   -3.53925357e-03
890      2.96203137e-09   -1.91682672e-02    8.32017871e-01    1.24346250e+00    1.79850731e+00    3.24055806e-02   -3.50746347e-03
891      2.96536470e-09   -6.07395788e-03    8.42747430e-01    1.22908512e+00    1.79315232e+00    2.51326558e-02   -3.53423838e-03
892      2.96869804e-09    9.34039695e-03    8.54305389e-01    1.19679503e+00    1.77706812e+00    7.94583787e-03   -3.61465939e-03
893      2.97203137e-09    2.11870376e-02    8.62278975e-01    1.15912097e+00    1.75572672e+00   -1.32197662e-02   -3.72136640e-03
894      2.97536470e-09    2.49409500e-02    8.63696014e-01    1.13188862e+00    1.73797842e+00   -2.95426498e-02   -3.81010789e-03
895      2.97869804e-09    1.91682672e-02    8.58050014e-01    1.12603513e+00    1.73158124e+00   -3.38274947e-02   -3.84209380e-03
896      2.98203137e-09    6.07395788e-03    8.47457382e-01    1.14297391e+00    1.73892245e+00   -2.45406802e-02   -3.80538776e-03
897      2.98536470e-09   -9.34039695e-03    8.35904998e-01    1.17515551e+00    1.75628618e+00   -6.15380098e-03   -3.71856911e-03
898      2.98869804e-09   -2.11870376e-02    8.27798007e-01    1.21020745e+00    1.77641921e+00    1.37267943e-02   -3.61790397e-03
899      2.99203137e-09   -2.49409500e-02    8.26293263e-01    1.23593080e+00    1.79214868e+00    2.80632660e-02   -3.53925660e-03
900      2.99536470e-09   -1.91682672e-02    8.32017909e-01    1.24346256e+00    1.79850671e+00    3.24056607e-02   -3.50746647e-03
901      2.99869804e-09   -6.07395788e-03    8.42747468e-01    1.22908517e+00    1.79315172e+00    2.51327322e-02   -3.53424138e-03
902      3.00203137e-09    9.34039695e-03    8.54305426e-01    1.19679508e+00    1.77706752e+00    7.94590921e-03   -3.61466239e-03
903      3.00536470e-09    2.11870376e-02    8.62279013e-01    1.15912102e+00    1.75572612e+00   -1.32196986e-02   -3.72136939e-03
904      3.00869804e-09    2.49409500e-02    8.63696051e-01    1.13188868e+00    1.73797783e+00   -2.95425839e-02   -3.81011087e-03
905      3.01203137e-09    1.91682672e-02    8.58050051e-01    1.12603519e+00    1.73158065e+00   -3.38274280e-02   -3.84209676e-03
906      3.01536470e-09    6.07395788e-03    8.47457419e-01    1.14297397e+00    1.73892186e+00   -2.45406115e-02   -3.80539068e-03
907      3.01869804e-09   -9.34039695e-03    8.35905035e-01    1.17515557e+00    1.75628560e+00   -6.15372904e-03   -3.71857199e-03
908      3.02203137e-09   -2.11870376e-02    8.27798044e-01    1.21020751e+00    1.77641864e+00    1.37268690e-02   -3.61790681e-03
909      3.02536470e-09   -2.49409500e-02    8.26293300e-01    1.23593086e+00    1.79214812e+00    2.80633422e-02   -3.53925941e-03
910      3.02869804e-09   -1.91682672e-02    8.32017945e-01    1.24346261e+00    1.79850615e+00    3.24057357e-02   -3.50746926e-03
911      3.03203137e-09   -6.07395788e-03    8.42747504e-01    1.22908522e+00    1.79315117e+00    2.51328038e-02   -3.53424417e-03
912      3.03536470e-09    9.34039695e-03    8.54305462e-01    1.19679513e+00    1.77706697e+00    7.94597613e-03   -3.61466517e-03
913      3.03869804e-09    2.11870376e-02    8.62279048e-01    1.15912107e+00    1.75572557e+00   -1.32196350e-02   -3.72137217e-03
914      3.04203137e-09    2.49409500e-02    8.63696086e-01    1.13188873e+00    1.73797727e+00   -2.95425220e-02   -3.81011363e-03
915      3.04536470e-09    1.91682672e-02    8.58050086e-01    1.12603524e+00    1.73158010e+00   -3.38273655e-02   -3.84209950e-03
916      3.04869804e-09    6.07395788e-03    8.47457454e-01    1.14297402e+00    1.73892132e+00   -2.45405471e-02   -3.80539339e-03
917      3.05203137e-09   -9.34039695e-03    8.35905069e-01    1.17515562e+00    1.75628507e+00   -6.15366159e-03   -3.71857467e-03
918      3.05536470e-09   -2.11870376e-02    8.27798078e-01    1.21020757e+00    1.77641811e+00    1.37269390e-02   -3.61790945e-03
919      3.05869804e-09   -2.49409500e-02    8.26293334e-01    1.23593092e+00    1.79214760e+00    2.80634137e-02   -3.53926202e-03
920      3.06203137e-09   -1.91682672e-02    8.32017979e-01    1.24346267e+00    1.79850563e+00    3.24058059e-02   -3.50747185e-03
921      3.06536470e-09   -6.07395788e-03    8.42747537e-01    1.22908527e+00    1.79315065e+00    2.51328708e-02   -3.53424675e-03
922      3.06869804e-09    9.34039695e-03    8.54305495e-01    1.19679518e+00    1.77706645e+00    7.94603888e-03   -3.61466776e-03
923      3.07203137e-09    2.11870376e-02    8.62279081e-01    1.15912111e+00    1.75572505e+00   -1.32195754e-02   -3.72137475e-03
924      3.07536470e-09    2.49409500e-02    8.63696119e-01    1.13188877e+00    1.73797676e+00   -2.95424639e-02   -3.81011620e-03
925      3.07869804e-09    1.91682672e-02    8.58050118e-01    1.12603529e+00    1.73157959e+00   -3.38273068e-02   -3.84210204e-03
926      3.08203137e-09    6.07395788e-03    8.47457486e-01    1.14297407e+00    1.73892082e+00   -2.45404867e-02   -3.80539591e-03
927      3.08536470e-09   -9.34039695e-03    8.35905102e-01    1.17515568e+00    1.75628457e+00   -6.15359836e-03   -3.71857715e-03
928      3.08869804e-09   -2.11870376e-02    8.27798110e-01    1.21020762e+00    1.77641762e+00    1.37270046e-02   -3.61791190e-03
929      3.09203137e-09   -2.49409500e-02    8.26293366e-01    1.23593097e+00    1.79214711e+00    2.80634805e-02   -3.53926444e-03
930      3.09536470e-09   -1.91682672e-02    8.32018010e-01    1.24346272e+00    1.79850515e+00    3.24058717e-02   -3.50747426e-03
931      3.09869804e-09   -6.07395788e-03    8.42747569e-01    1.22908532e+00    1.79315017e+00    2.51329337e-02   -3.53424915e-03
932      3.10203137e-09    9.34039695e-03    8.54305526e-01    1.19679523e+00    1.77706597e+00    7.94609773e-03   -3.61467016e-03
933      3.10536470e-09    2.11870376e-02    8.62279112e-01    1.15912116e+00    1.75572457e+00   -1.32195194e-02   -3.72137714e-03
934      3.10869804e-09    2.49409500e-02    8.63696149e-01    1.13188882e+00    1.73797628e+00   -2.95424093e-02   -3.81011858e-03
935      3.11203137e-09    1.91682672e-02    8.58050149e-01    1.12603533e+00    1.73157912e+00   -3.38272516e-02   -3.84210440e-03
936      3.11536470e-09    6.07395788e-03    8.47457517e-01    1.14297412e+00    1.73892035e+00   -2.45404300e-02   -3.80539824e-03
937      3.11869804e-09   -9.34039695e-03    8.35905132e-01    1.17515573e+00    1.75628411e+00   -6.15353909e-03   -3.71857945e-03
938      3.12203137e-09   -2.11870376e-02    8.27798141e-01    1.21020767e+00    1.77641717e+00    1.37270660e-02   -3.61791417e-03
939      3.12536470e-09   -2.49409500e-02    8.26293396e-01    1.23593102e+00    1.79214666e+00    2.80635431e-02   -3.53926668e-03
940      3.12869804e-09   -1.91682672e-02    8.32018040e-01    1.24346277e+00    1.79850470e+00    3.24059332e-02   -3.50747649e-03
941      3.13203137e-09   -6.07395788e-03    8.42747598e-01    1.22908537e+00    1.79314973e+00    2.51329926e-02   -3.53425137e-03
942      3.13536470e-09    9.34039695e-03    8.54305555e-01    1.19679527e+00    1.77706552e+00    7.94615291e-03   -3.61467238e-03
943      3.13869804e-09    2.11870376e-02    8.62279141e-01    1.15912120e+00    1.75572413e+00   -1.32194669e-02   -3.72137936e-03
944      3.14203137e-09    2.49409500e-02    8.63696178e-01    1.13188886e+00    1.73797584e+00   -2.95423581e-02   -3.81012079e-03
945      3.14536470e-09    1.91682672e-02    8.58050178e-01    1.12603538e+00    1.73157868e+00   -3.38271999e-02   -3.84210659e-03
946      3.14869804e-09    6.07395788e-03    8.47457545e-01    1.14297417e+00    1.73891992e+00   -2.45403768e-02   -3.80540040e-03
947      3.15203137e-09   -9.34039695e-03    8.35905161e-01    1.17515578e+00    1.75628368e+00   -6.15348356e-03   -3.71858158e-03
948      3.15536470e-09   -2.11870376e-02    8.27798169e-01    1.21020772e+00    1.77641675e+00    1.37271235e-02   -3.61791627e-03
949      3.15869804e-09   -2.49409500e-02    8.26293424e-01    1.23593107e+00    1.79214625e+00    2.80636017e-02   -3.53926876e-03
950      3.16203137e-09   -1.91682672e-02    8.32018068e-01    1.24346282e+00    1.79850429e+00    3.24059908e-02   -3.50747855e-03
951      3.16536470e-09   -6.07395788e-03    8.42747626e-01    1.22908541e+00    1.79314932e+00    2.51330477e-02   -3.53425342e-03
952      3.16869804e-09    9.34039695e-03    8.54305582e-01    1.19679532e+00    1.77706511e+00    7.94620463e-03   -3.61467443e-03
953      3.17203137e-09    2.11870376e-02    8.62279168e-01    1.15912125e+00    1.75572372e+00   -1.32194176e-02   -3.72138141e-03
954      3.17536470e-09    2.49409500e-02    8.63696205e-01    1.13188891e+00    1.73797543e+00   -2.95423100e-02   -3.81012283e-03
955      3.17869804e-09    1.91682672e-02    8.58050205e-01    1.12603542e+00    1.73157828e+00   -3.38271513e-02   -3.84210861e-03
956      3.18203137e-09    6.07395788e-03    8.47457572e-01    1.14297422e+00    1.73891952e+00   -2.45403269e-02   -3.80540240e-03
957      3.18536470e-09   -9.34039695e-03    8.35905187e-01    1.17515582e+00    1.75628329e+00   -6.15343152e-03   -3.71858355e-03
958      3.18869804e-09   -2.11870376e-02    8.27798196e-01    1.21020777e+00    1.77641636e+00    1.37271773e-02   -3.61791822e-03
959      3.19203137e-09   -2.49409500e-02    8.26293450e-01    1.23593112e+00    1.79214586e+00    2.80636565e-02   -3.53927068e-03
960      3.19536470e-09   -1.91682672e-02    8.32018094e-01    1.24346286e+00    1.79850391e+00    3.24060446e-02   -3.50748046e-03
961      3.19869804e-09   -6.07395788e-03    8.42747652e-01    1.22908546e+00    1.79314893e+00    2.51330993e-02   -3.53425533e-03
