Index       TIME              V(IN)            V(BASE)           V(COLL)           V(OUT)           V(OUT_50)          I(V_DD)     
373      1.23869804e-09    2.11870376e-02    8.62262646e-01    1.15911256e+00    1.75599346e+00   -1.32412423e-02   -3.72003272e-03
374      1.24203137e-09    2.49409500e-02    8.63679728e-01    1.13187936e+00    1.73824449e+00   -2.95633867e-02   -3.80877755e-03
375      1.24536470e-09    1.91682672e-02    8.58033767e-01    1.12602474e+00    1.73184550e+00   -3.38486407e-02   -3.84077249e-03
376      1.24869804e-09    6.07395788e-03    8.47441184e-01    1.14296235e+00    1.73918399e+00   -2.45630915e-02   -3.80408003e-03
377      1.25203137e-09   -9.34039695e-03    8.35888861e-01    1.17514284e+00    1.75654436e+00   -6.17802390e-03   -3.71727822e-03
378      1.25536470e-09   -2.11870376e-02    8.27781954e-01    1.21019408e+00    1.77667397e+00    1.37008301e-02   -3.61663014e-03
379      1.25869804e-09   -2.49409500e-02    8.26277337e-01    1.23591771e+00    1.79240073e+00    2.80363454e-02   -3.53799637e-03
380      1.26203137e-09   -1.91682672e-02    8.32002159e-01    1.24345094e+00    1.79875741e+00    3.23791836e-02   -3.50621293e-03
381      1.26536470e-09   -6.07395788e-03    8.42731909e-01    1.22907556e+00    1.79340249e+00    2.51080178e-02   -3.53298755e-03
382      1.26869804e-09    9.34039695e-03    8.54290016e-01    1.19678678e+00    1.77731905e+00    7.92352693e-03   -3.61340475e-03
383      1.27203137e-09    2.11870376e-02    8.62263682e-01    1.15911274e+00    1.75597800e+00   -1.32402933e-02   -3.72010998e-03
384      1.27536470e-09    2.49409500e-02    8.63680761e-01    1.13187960e+00    1.73822906e+00   -2.95624804e-02   -3.80885471e-03
385      1.27869804e-09    1.91682672e-02    8.58034799e-01    1.12602506e+00    1.73183016e+00   -3.38477048e-02   -3.84084920e-03
386      1.28203137e-09    6.07395788e-03    8.47442213e-01    1.14296275e+00    1.73916880e+00   -2.45620696e-02   -3.80415598e-03
387      1.28536470e-09   -9.34039695e-03    8.35889886e-01    1.17514331e+00    1.75652936e+00   -6.17688134e-03   -3.71735320e-03
388      1.28869804e-09   -2.11870376e-02    8.27782974e-01    1.21019461e+00    1.77665917e+00    1.37020906e-02   -3.61670414e-03
389      1.29203137e-09   -2.49409500e-02    8.26278349e-01    1.23591822e+00    1.79238608e+00    2.80376729e-02   -3.53806960e-03
390      1.29536470e-09   -1.91682672e-02    8.32003160e-01    1.24345136e+00    1.79874283e+00    3.23804886e-02   -3.50628583e-03
391      1.29869804e-09   -6.07395788e-03    8.42732898e-01    1.22907585e+00    1.79338788e+00    2.51092140e-02   -3.53306059e-03
392      1.30203137e-09    9.34039695e-03    8.54290995e-01    1.19678699e+00    1.77730437e+00    7.92457804e-03   -3.61347813e-03
393      1.30536470e-09    2.11870376e-02    8.62264657e-01    1.15911295e+00    1.75596328e+00   -1.32393536e-02   -3.72018359e-03
394      1.30869804e-09    2.49409500e-02    8.63681733e-01    1.13187987e+00    1.73821436e+00   -2.95615815e-02   -3.80892822e-03
395      1.31203137e-09    1.91682672e-02    8.58035769e-01    1.12602539e+00    1.73181555e+00   -3.38467783e-02   -3.84092226e-03
396      1.31536470e-09    6.07395788e-03    8.47443181e-01    1.14296316e+00    1.73915434e+00   -2.45610628e-02   -3.80422832e-03
397      1.31869804e-09   -9.34039695e-03    8.35890850e-01    1.17514380e+00    1.75651508e+00   -6.17576154e-03   -3.71742462e-03
398      1.32203137e-09   -2.11870376e-02    8.27783934e-01    1.21019514e+00    1.77664508e+00    1.37033207e-02   -3.61677462e-03
399      1.32536470e-09   -2.49409500e-02    8.26279301e-01    1.23591873e+00    1.79237213e+00    2.80389653e-02   -3.53813935e-03
400      1.32869804e-09   -1.91682672e-02    8.32004102e-01    1.24345179e+00    1.79872895e+00    3.23817594e-02   -3.50635525e-03
401      1.33203137e-09   -6.07395788e-03    8.42733828e-01    1.22907616e+00    1.79337398e+00    2.51103819e-02   -3.53313012e-03
402      1.33536470e-09    9.34039695e-03    8.54291916e-01    1.19678722e+00    1.77729040e+00    7.92560885e-03   -3.61354798e-03
403      1.33869804e-09    2.11870376e-02    8.62265573e-01    1.15911318e+00    1.75594927e+00   -1.32384281e-02   -3.72025364e-03
404      1.34203137e-09    2.49409500e-02    8.63682648e-01    1.13188014e+00    1.73820037e+00   -2.95606947e-02   -3.80899816e-03
405      1.34536470e-09    1.91682672e-02    8.58036681e-01    1.12602574e+00    1.73180164e+00   -3.38458660e-02   -3.84099178e-03
406      1.34869804e-09    6.07395788e-03    8.47444090e-01    1.14296358e+00    1.73914057e+00   -2.45600754e-02   -3.80429715e-03
407      1.35203137e-09   -9.34039695e-03    8.35891757e-01    1.17514428e+00    1.75650149e+00   -6.17466829e-03   -3.71749257e-03
408      1.35536470e-09   -2.11870376e-02    8.27784836e-01    1.21019566e+00    1.77663167e+00    1.37045172e-02   -3.61684167e-03
409      1.35869804e-09   -2.49409500e-02    8.26280196e-01    1.23591925e+00    1.79235886e+00    2.80402198e-02   -3.53820570e-03
410      1.36203137e-09   -1.91682672e-02    8.32004987e-01    1.24345222e+00    1.79871574e+00    3.23829929e-02   -3.50642130e-03
411      1.36536470e-09   -6.07395788e-03    8.42734703e-01    1.22907648e+00    1.79336075e+00    2.51115181e-02   -3.53319625e-03
412      1.36869804e-09    9.34039695e-03    8.54292782e-01    1.19678746e+00    1.77727712e+00    7.92661579e-03   -3.61361441e-03
413      1.37203137e-09    2.11870376e-02    8.62266434e-01    1.15911342e+00    1.75593595e+00   -1.32375205e-02   -3.72032024e-03
414      1.37536470e-09    2.49409500e-02    8.63683507e-01    1.13188043e+00    1.73818707e+00   -2.95598239e-02   -3.80906465e-03
415      1.37869804e-09    1.91682672e-02    8.58037538e-01    1.12602609e+00    1.73178843e+00   -3.38449716e-02   -3.84105785e-03
416      1.38203137e-09    6.07395788e-03    8.47444945e-01    1.14296399e+00    1.73912749e+00   -2.45591109e-02   -3.80436256e-03
417      1.38536470e-09   -9.34039695e-03    8.35892609e-01    1.17514476e+00    1.75648857e+00   -6.17360459e-03   -3.71755715e-03
418      1.38869804e-09   -2.11870376e-02    8.27785684e-01    1.21019618e+00    1.77661892e+00    1.37056774e-02   -3.61690539e-03
419      1.39203137e-09   -2.49409500e-02    8.26281038e-01    1.23591975e+00    1.79234625e+00    2.80414341e-02   -3.53826876e-03
420      1.39536470e-09   -1.91682672e-02    8.32005819e-01    1.24345265e+00    1.79870319e+00    3.23841869e-02   -3.50648406e-03
421      1.39869804e-09   -6.07395788e-03    8.42735525e-01    1.22907680e+00    1.79334818e+00    2.51126203e-02   -3.53325909e-03
422      1.40203137e-09    9.34039695e-03    8.54293596e-01    1.19678771e+00    1.77726450e+00    7.92759599e-03   -3.61367751e-03
423      1.40536470e-09    2.11870376e-02    8.62267244e-01    1.15911368e+00    1.75592330e+00   -1.32366341e-02   -3.72038350e-03
424      1.40869804e-09    2.49409500e-02    8.63684314e-01    1.13188073e+00    1.73817444e+00   -2.95589724e-02   -3.80912779e-03
425      1.41203137e-09    1.91682672e-02    8.58038344e-01    1.12602645e+00    1.73177588e+00   -3.38440981e-02   -3.84112060e-03
426      1.41536470e-09    6.07395788e-03    8.47445749e-01    1.14296441e+00    1.73911506e+00   -2.45581718e-02   -3.80442468e-03
427      1.41869804e-09   -9.34039695e-03    8.35893410e-01    1.17514523e+00    1.75647631e+00   -6.17257275e-03   -3.71761847e-03
428      1.42203137e-09   -2.11870376e-02    8.27786480e-01    1.21019670e+00    1.77660682e+00    1.37067995e-02   -3.61696591e-03
429      1.42536470e-09   -2.49409500e-02    8.26281828e-01    1.23592025e+00    1.79233427e+00    2.80426065e-02   -3.53832864e-03
430      1.42869804e-09   -1.91682672e-02    8.32006600e-01    1.24345307e+00    1.79869127e+00    3.23853399e-02   -3.50654365e-03
431      1.43203137e-09   -6.07395788e-03    8.42736297e-01    1.22907712e+00    1.79333625e+00    2.51136865e-02   -3.53331874e-03
432      1.43536470e-09    9.34039695e-03    8.54294361e-01    1.19678798e+00    1.77725252e+00    7.92854725e-03   -3.61373740e-03
433      1.43869804e-09    2.11870376e-02    8.62268005e-01    1.15911394e+00    1.75591129e+00   -1.32357712e-02   -3.72044353e-03
434      1.44203137e-09    2.49409500e-02    8.63685073e-01    1.13188104e+00    1.73816246e+00   -2.95581428e-02   -3.80918771e-03
435      1.44536470e-09    1.91682672e-02    8.58039101e-01    1.12602681e+00    1.73176397e+00   -3.38432481e-02   -3.84118013e-03
436      1.44869804e-09    6.07395788e-03    8.47446504e-01    1.14296483e+00    1.73910328e+00   -2.45572604e-02   -3.80448361e-03
437      1.45203137e-09   -9.34039695e-03    8.35894162e-01    1.17514570e+00    1.75646467e+00   -6.17157450e-03   -3.71767665e-03
438      1.45536470e-09   -2.11870376e-02    8.27787229e-01    1.21019720e+00    1.77659534e+00    1.37078821e-02   -3.61702332e-03
439      1.45869804e-09   -2.49409500e-02    8.26282571e-01    1.23592074e+00    1.79232291e+00    2.80437361e-02   -3.53838545e-03
440      1.46203137e-09   -1.91682672e-02    8.32007335e-01    1.24345349e+00    1.79867996e+00    3.23864507e-02   -3.50660018e-03
441      1.46536470e-09   -6.07395788e-03    8.42737022e-01    1.22907745e+00    1.79332494e+00    2.51147156e-02   -3.53337532e-03
442      1.46869804e-09    9.34039695e-03    8.54295079e-01    1.19678824e+00    1.77724116e+00    7.92946790e-03   -3.61379420e-03
443      1.47203137e-09    2.11870376e-02    8.62268720e-01    1.15911420e+00    1.75589991e+00   -1.32349339e-02   -3.72050045e-03
444      1.47536470e-09    2.49409500e-02    8.63685786e-01    1.13188134e+00    1.73815110e+00   -2.95573369e-02   -3.80924451e-03
445      1.47869804e-09    1.91682672e-02    8.58039812e-01    1.12602716e+00    1.73175269e+00   -3.38424233e-02   -3.84123657e-03
446      1.48203137e-09    6.07395788e-03    8.47447213e-01    1.14296524e+00    1.73909210e+00   -2.45563783e-02   -3.80453948e-03
447      1.48536470e-09   -9.34039695e-03    8.35894869e-01    1.17514616e+00    1.75645364e+00   -6.17061108e-03   -3.71773181e-03
448      1.48869804e-09   -2.11870376e-02    8.27787932e-01    1.21019769e+00    1.77658445e+00    1.37089244e-02   -3.61707775e-03
449      1.49203137e-09   -2.49409500e-02    8.26283268e-01    1.23592122e+00    1.79231214e+00    2.80448222e-02   -3.53843930e-03
450      1.49536470e-09   -1.91682672e-02    8.32008025e-01    1.24345391e+00    1.79866925e+00    3.23875188e-02   -3.50665376e-03
451      1.49869804e-09   -6.07395788e-03    8.42737704e-01    1.22907778e+00    1.79331421e+00    2.51157065e-02   -3.53342895e-03
452      1.50203137e-09    9.34039695e-03    8.54295754e-01    1.19678851e+00    1.77723040e+00    7.93035674e-03   -3.61384802e-03
453      1.50536470e-09    2.11870376e-02    8.62269391e-01    1.15911447e+00    1.75588912e+00   -1.32341236e-02   -3.72055438e-03
454      1.50869804e-09    2.49409500e-02    8.63686456e-01    1.13188165e+00    1.73814033e+00   -2.95565564e-02   -3.80929833e-03
455      1.51203137e-09    1.91682672e-02    8.58040480e-01    1.12602752e+00    1.73174199e+00   -3.38416252e-02   -3.84129004e-03
456      1.51536470e-09    6.07395788e-03    8.47447879e-01    1.14296564e+00    1.73908152e+00   -2.45555266e-02   -3.80459240e-03
457      1.51869804e-09   -9.34039695e-03    8.35895532e-01    1.17514661e+00    1.75644319e+00   -6.16968329e-03   -3.71778405e-03
458      1.52203137e-09   -2.11870376e-02    8.27788592e-01    1.21019817e+00    1.77657414e+00    1.37099260e-02   -3.61712930e-03
459      1.52536470e-09   -2.49409500e-02    8.26283924e-01    1.23592169e+00    1.79230194e+00    2.80458645e-02   -3.53849031e-03
460      1.52869804e-09   -1.91682672e-02    8.32008673e-01    1.24345431e+00    1.79865910e+00    3.23885440e-02   -3.50670451e-03
461      1.53203137e-09   -6.07395788e-03    8.42738343e-01    1.22907810e+00    1.79330405e+00    2.51166590e-02   -3.53347973e-03
462      1.53536470e-09    9.34039695e-03    8.54296388e-01    1.19678878e+00    1.77722020e+00    7.93121299e-03   -3.61389899e-03
463      1.53869804e-09    2.11870376e-02    8.62270022e-01    1.15911474e+00    1.75587891e+00   -1.32333413e-02   -3.72060545e-03
464      1.54203137e-09    2.49409500e-02    8.63687085e-01    1.13188195e+00    1.73813015e+00   -2.95558023e-02   -3.80934927e-03
465      1.54536470e-09    1.91682672e-02    8.58041108e-01    1.12602786e+00    1.73173187e+00   -3.38408549e-02   -3.84134065e-03
466      1.54869804e-09    6.07395788e-03    8.47448505e-01    1.14296603e+00    1.73907150e+00   -2.45547062e-02   -3.80464250e-03
467      1.55203137e-09   -9.34039695e-03    8.35896156e-01    1.17514705e+00    1.75643330e+00   -6.16879155e-03   -3.71783351e-03
468      1.55536470e-09   -2.11870376e-02    8.27789212e-01    1.21019863e+00    1.77656438e+00    1.37108867e-02   -3.61717810e-03
469      1.55869804e-09   -2.49409500e-02    8.26284539e-01    1.23592214e+00    1.79229228e+00    2.80468632e-02   -3.53853859e-03
470      1.56203137e-09   -1.91682672e-02    8.32009281e-01    1.24345471e+00    1.79864949e+00    3.23895262e-02   -3.50675255e-03
471      1.56536470e-09   -6.07395788e-03    8.42738944e-01    1.22907842e+00    1.79329444e+00    2.51175727e-02   -3.53352780e-03
472      1.56869804e-09    9.34039695e-03    8.54296983e-01    1.19678905e+00    1.77721056e+00    7.93203621e-03   -3.61394721e-03
473      1.57203137e-09    2.11870376e-02    8.62270614e-01    1.15911501e+00    1.75586925e+00   -1.32325877e-02   -3.72065376e-03
474      1.57536470e-09    2.49409500e-02    8.63687675e-01    1.13188225e+00    1.73812051e+00   -2.95550754e-02   -3.80939747e-03
475      1.57869804e-09    1.91682672e-02    8.58041697e-01    1.12602821e+00    1.73172230e+00   -3.38401128e-02   -3.84138852e-03
476      1.58203137e-09    6.07395788e-03    8.47449092e-01    1.14296642e+00    1.73906202e+00   -2.45539173e-02   -3.80468988e-03
477      1.58536470e-09   -9.34039695e-03    8.35896741e-01    1.17514747e+00    1.75642394e+00   -6.16793601e-03   -3.71788029e-03
478      1.58869804e-09   -2.11870376e-02    8.27789795e-01    1.21019908e+00    1.77655515e+00    1.37118067e-02   -3.61722426e-03
479      1.59203137e-09   -2.49409500e-02    8.26285117e-01    1.23592259e+00    1.79228315e+00    2.80478187e-02   -3.53858426e-03
480      1.59536470e-09   -1.91682672e-02    8.32009852e-01    1.24345510e+00    1.79864040e+00    3.23904660e-02   -3.50679798e-03
481      1.59869804e-09   -6.07395788e-03    8.42739509e-01    1.22907873e+00    1.79328535e+00    2.51184479e-02   -3.53357325e-03
482      1.60203137e-09    9.34039695e-03    8.54297542e-01    1.19678931e+00    1.77720144e+00    7.93282623e-03   -3.61399281e-03
483      1.60536470e-09    2.11870376e-02    8.62271170e-01    1.15911527e+00    1.75586011e+00   -1.32318631e-02   -3.72069943e-03
484      1.60869804e-09    2.49409500e-02    8.63688230e-01    1.13188254e+00    1.73811139e+00   -2.95543761e-02   -3.80944304e-03
485      1.61203137e-09    1.91682672e-02    8.58042250e-01    1.12602854e+00    1.73171324e+00   -3.38393995e-02   -3.84143378e-03
486      1.61536470e-09    6.07395788e-03    8.47449644e-01    1.14296679e+00    1.73905306e+00   -2.45531602e-02   -3.80473468e-03
487      1.61869804e-09   -9.34039695e-03    8.35897291e-01    1.17514789e+00    1.75641510e+00   -6.16711652e-03   -3.71792451e-03
488      1.62203137e-09   -2.11870376e-02    8.27790341e-01    1.21019952e+00    1.77654642e+00    1.37126865e-02   -3.61726790e-03
489      1.62536470e-09   -2.49409500e-02    8.26285659e-01    1.23592301e+00    1.79227451e+00    2.80487314e-02   -3.53862744e-03
490      1.62869804e-09   -1.91682672e-02    8.32010389e-01    1.24345547e+00    1.79863181e+00    3.23913638e-02   -3.50684093e-03
491      1.63203137e-09   -6.07395788e-03    8.42740038e-01    1.22907903e+00    1.79327676e+00    2.51192850e-02   -3.53361621e-03
492      1.63536470e-09    9.34039695e-03    8.54298067e-01    1.19678957e+00    1.77719282e+00    7.93358315e-03   -3.61403591e-03
493      1.63869804e-09    2.11870376e-02    8.62271692e-01    1.15911553e+00    1.75585148e+00   -1.32311679e-02   -3.72074260e-03
494      1.64203137e-09    2.49409500e-02    8.63688751e-01    1.13188283e+00    1.73810278e+00   -2.95537046e-02   -3.80948609e-03
495      1.64536470e-09    1.91682672e-02    8.58042770e-01    1.12602886e+00    1.73170469e+00   -3.38387150e-02   -3.84147655e-03
496      1.64869804e-09    6.07395788e-03    8.47450162e-01    1.14296715e+00    1.73904460e+00   -2.45524348e-02   -3.80477700e-03
497      1.65203137e-09   -9.34039695e-03    8.35897806e-01    1.17514828e+00    1.75640674e+00   -6.16633272e-03   -3.71796629e-03
498      1.65536470e-09   -2.11870376e-02    8.27790855e-01    1.21019994e+00    1.77653817e+00    1.37135266e-02   -3.61730913e-03
499      1.65869804e-09   -2.49409500e-02    8.26286168e-01    1.23592342e+00    1.79226635e+00    2.80496023e-02   -3.53866823e-03
500      1.66203137e-09   -1.91682672e-02    8.32010892e-01    1.24345583e+00    1.79862370e+00    3.23922204e-02   -3.50688150e-03
501      1.66536470e-09   -6.07395788e-03    8.42740536e-01    1.22907933e+00    1.79326864e+00    2.51200845e-02   -3.53365679e-03
502      1.66869804e-09    9.34039695e-03    8.54298559e-01    1.19678983e+00    1.77718468e+00    7.93430726e-03   -3.61407661e-03
503      1.67203137e-09    2.11870376e-02    8.62272182e-01    1.15911579e+00    1.75584333e+00   -1.32305017e-02   -3.72078336e-03
504      1.67536470e-09    2.49409500e-02    8.63689239e-01    1.13188311e+00    1.73809465e+00   -2.95530610e-02   -3.80952675e-03
505      1.67869804e-09    1.91682672e-02    8.58043257e-01    1.12602918e+00    1.73169661e+00   -3.38380592e-02   -3.84151693e-03
506      1.68203137e-09    6.07395788e-03    8.47450648e-01    1.14296751e+00    1.73903661e+00   -2.45517408e-02   -3.80481697e-03
507      1.68536470e-09   -9.34039695e-03    8.35898291e-01    1.17514867e+00    1.75639885e+00   -6.16558410e-03   -3.71800574e-03
508      1.68869804e-09   -2.11870376e-02    8.27791336e-01    1.21020034e+00    1.77653039e+00    1.37143279e-02   -3.61734805e-03
509      1.69203137e-09   -2.49409500e-02    8.26286646e-01    1.23592382e+00    1.79225865e+00    2.80504323e-02   -3.53870674e-03
510      1.69536470e-09   -1.91682672e-02    8.32011364e-01    1.24345618e+00    1.79861604e+00    3.23930368e-02   -3.50691981e-03
511      1.69869804e-09   -6.07395788e-03    8.42741002e-01    1.22907962e+00    1.79326098e+00    2.51208471e-02   -3.53369511e-03
512      1.70203137e-09    9.34039695e-03    8.54299022e-01    1.19679008e+00    1.77717699e+00    7.93499904e-03   -3.61411504e-03
513      1.70536470e-09    2.11870376e-02    8.62272642e-01    1.15911604e+00    1.75583563e+00   -1.32298644e-02   -3.72082183e-03
514      1.70869804e-09    2.49409500e-02    8.63689698e-01    1.13188339e+00    1.73808698e+00   -2.95524449e-02   -3.80956512e-03
515      1.71203137e-09    1.91682672e-02    8.58043715e-01    1.12602949e+00    1.73168899e+00   -3.38374318e-02   -3.84155504e-03
516      1.71536470e-09    6.07395788e-03    8.47451104e-01    1.14296785e+00    1.73902906e+00   -2.45510777e-02   -3.80485468e-03
517      1.71869804e-09   -9.34039695e-03    8.35898745e-01    1.17514904e+00    1.75639141e+00   -6.16486995e-03   -3.71804297e-03
518      1.72203137e-09   -2.11870376e-02    8.27791788e-01    1.21020073e+00    1.77652304e+00    1.37150912e-02   -3.61738479e-03
519      1.72536470e-09   -2.49409500e-02    8.26287094e-01    1.23592420e+00    1.79225138e+00    2.80512224e-02   -3.53874308e-03
520      1.72869804e-09   -1.91682672e-02    8.32011808e-01    1.24345652e+00    1.79860881e+00    3.23938140e-02   -3.50695595e-03
521      1.73203137e-09   -6.07395788e-03    8.42741440e-01    1.22907990e+00    1.79325375e+00    2.51215737e-02   -3.53373126e-03
522      1.73536470e-09    9.34039695e-03    8.54299455e-01    1.19679032e+00    1.77716974e+00    7.93565909e-03   -3.61415129e-03
523      1.73869804e-09    2.11870376e-02    8.62273073e-01    1.15911628e+00    1.75582837e+00   -1.32292555e-02   -3.72085813e-03
524      1.74203137e-09    2.49409500e-02    8.63690128e-01    1.13188366e+00    1.73807974e+00   -2.95518561e-02   -3.80960132e-03
525      1.74536470e-09    1.91682672e-02    8.58044144e-01    1.12602978e+00    1.73168180e+00   -3.38368325e-02   -3.84159098e-03
526      1.74869804e-09    6.07395788e-03    8.47451532e-01    1.14296817e+00    1.73902195e+00   -2.45504450e-02   -3.80489026e-03
527      1.75203137e-09   -9.34039695e-03    8.35899171e-01    1.17514940e+00    1.75638438e+00   -6.16418949e-03   -3.71807809e-03
528      1.75536470e-09   -2.11870376e-02    8.27792212e-01    1.21020111e+00    1.77651611e+00    1.37158177e-02   -3.61741945e-03
529      1.75869804e-09   -2.49409500e-02    8.26287515e-01    1.23592456e+00    1.79224453e+00    2.80519738e-02   -3.53877737e-03
530      1.76203137e-09   -1.91682672e-02    8.32012224e-01    1.24345685e+00    1.79860199e+00    3.23945531e-02   -3.50699005e-03
531      1.76536470e-09   -6.07395788e-03    8.42741851e-01    1.22908018e+00    1.79324693e+00    2.51222653e-02   -3.53376535e-03
532      1.76869804e-09    9.34039695e-03    8.54299862e-01    1.19679056e+00    1.77716290e+00    7.93628812e-03   -3.61418548e-03
533      1.77203137e-09    2.11870376e-02    8.62273478e-01    1.15911652e+00    1.75582153e+00   -1.32286746e-02   -3.72089236e-03
534      1.77536470e-09    2.49409500e-02    8.63690532e-01    1.13188391e+00    1.73807291e+00   -2.95512941e-02   -3.80963545e-03
535      1.77869804e-09    1.91682672e-02    8.58044547e-01    1.12603007e+00    1.73167503e+00   -3.38362607e-02   -3.84162487e-03
536      1.78203137e-09    6.07395788e-03    8.47451934e-01    1.14296849e+00    1.73901524e+00   -2.45498421e-02   -3.80492380e-03
537      1.78536470e-09   -9.34039695e-03    8.35899571e-01    1.17514974e+00    1.75637776e+00   -6.16354181e-03   -3.71811119e-03
538      1.78869804e-09   -2.11870376e-02    8.27792610e-01    1.21020147e+00    1.77650958e+00    1.37165083e-02   -3.61745212e-03
539      1.79203137e-09   -2.49409500e-02    8.26287910e-01    1.23592492e+00    1.79223806e+00    2.80526877e-02   -3.53880969e-03
540      1.79536470e-09   -1.91682672e-02    8.32012614e-01    1.24345716e+00    1.79859556e+00    3.23952553e-02   -3.50702219e-03
541      1.79869804e-09   -6.07395788e-03    8.42742237e-01    1.22908044e+00    1.79324050e+00    2.51229229e-02   -3.53379749e-03
542      1.80203137e-09    9.34039695e-03    8.54300244e-01    1.19679079e+00    1.77715646e+00    7.93688696e-03   -3.61421770e-03
543      1.80536470e-09    2.11870376e-02    8.62273858e-01    1.15911675e+00    1.75581508e+00   -1.32281209e-02   -3.72092461e-03
544      1.80869804e-09    2.49409500e-02    8.63690911e-01    1.13188417e+00    1.73806648e+00   -2.95507582e-02   -3.80966761e-03
545      1.81203137e-09    1.91682672e-02    8.58044925e-01    1.12603035e+00    1.73166864e+00   -3.38357158e-02   -3.84165681e-03
546      1.81536470e-09    6.07395788e-03    8.47452310e-01    1.14296879e+00    1.73900892e+00   -2.45492680e-02   -3.80495540e-03
547      1.81869804e-09   -9.34039695e-03    8.35899947e-01    1.17515007e+00    1.75637152e+00   -6.16292595e-03   -3.71814239e-03
548      1.82203137e-09   -2.11870376e-02    8.27792984e-01    1.21020181e+00    1.77650342e+00    1.37171643e-02   -3.61748290e-03
549      1.82536470e-09   -2.49409500e-02    8.26288280e-01    1.23592525e+00    1.79223197e+00    2.80533653e-02   -3.53884014e-03
550      1.82869804e-09   -1.91682672e-02    8.32012980e-01    1.24345746e+00    1.79858950e+00    3.23959219e-02   -3.50705248e-03
551      1.83203137e-09   -6.07395788e-03    8.42742599e-01    1.22908069e+00    1.79323445e+00    2.51235476e-02   -3.53382777e-03
552      1.83536470e-09    9.34039695e-03    8.54300603e-01    1.19679102e+00    1.77715039e+00    7.93745647e-03   -3.61424806e-03
553      1.83869804e-09    2.11870376e-02    8.62274214e-01    1.15911697e+00    1.75580900e+00   -1.32275937e-02   -3.72095500e-03
554      1.84203137e-09    2.49409500e-02    8.63691267e-01    1.13188441e+00    1.73806042e+00   -2.95502479e-02   -3.80969791e-03
555      1.84536470e-09    1.91682672e-02    8.58045280e-01    1.12603061e+00    1.73166262e+00   -3.38351970e-02   -3.84168690e-03
556      1.84869804e-09    6.07395788e-03    8.47452664e-01    1.14296908e+00    1.73900296e+00   -2.45487221e-02   -3.80498518e-03
557      1.85203137e-09   -9.34039695e-03    8.35900299e-01    1.17515038e+00    1.75636564e+00   -6.16234088e-03   -3.71817178e-03
558      1.85536470e-09   -2.11870376e-02    8.27793334e-01    1.21020214e+00    1.77649762e+00    1.37177868e-02   -3.61751190e-03
559      1.85869804e-09   -2.49409500e-02    8.26288627e-01    1.23592557e+00    1.79222623e+00    2.80540081e-02   -3.53886883e-03
560      1.86203137e-09   -1.91682672e-02    8.32013324e-01    1.24345775e+00    1.79858380e+00    3.23965542e-02   -3.50708100e-03
561      1.86536470e-09   -6.07395788e-03    8.42742938e-01    1.22908094e+00    1.79322874e+00    2.51241405e-02   -3.53385629e-03
562      1.86869804e-09    9.34039695e-03    8.54300939e-01    1.19679123e+00    1.77714467e+00    7.93799760e-03   -3.61427665e-03
563      1.87203137e-09    2.11870376e-02    8.62274549e-01    1.15911719e+00    1.75580328e+00   -1.32270924e-02   -3.72098361e-03
564      1.87536470e-09    2.49409500e-02    8.63691600e-01    1.13188464e+00    1.73805471e+00   -2.95497624e-02   -3.80972644e-03
565      1.87869804e-09    1.91682672e-02    8.58045612e-01    1.12603087e+00    1.73165696e+00   -3.38347037e-02   -3.84171522e-03
566      1.88203137e-09    6.07395788e-03    8.47452995e-01    1.14296936e+00    1.73899736e+00   -2.45482033e-02   -3.80501321e-03
567      1.88536470e-09   -9.34039695e-03    8.35900629e-01    1.17515068e+00    1.75636011e+00   -6.16178553e-03   -3.71819945e-03
568      1.88869804e-09   -2.11870376e-02    8.27793662e-01    1.21020245e+00    1.77649216e+00    1.37183772e-02   -3.61753920e-03
569      1.89203137e-09   -2.49409500e-02    8.26288953e-01    1.23592588e+00    1.79222083e+00    2.80546173e-02   -3.53889584e-03
570      1.89536470e-09   -1.91682672e-02    8.32013646e-01    1.24345803e+00    1.79857843e+00    3.23971535e-02   -3.50710786e-03
571      1.89869804e-09   -6.07395788e-03    8.42743256e-01    1.22908117e+00    1.79322337e+00    2.51247028e-02   -3.53388314e-03
572      1.90203137e-09    9.34039695e-03    8.54301254e-01    1.19679144e+00    1.77713929e+00    7.93851131e-03   -3.61430356e-03
573      1.90536470e-09    2.11870376e-02    8.62274862e-01    1.15911740e+00    1.75579789e+00   -1.32266160e-02   -3.72101055e-03
574      1.90869804e-09    2.49409500e-02    8.63691913e-01    1.13188486e+00    1.73804934e+00   -2.95493009e-02   -3.80975329e-03
575      1.91203137e-09    1.91682672e-02    8.58045924e-01    1.12603112e+00    1.73165162e+00   -3.38342349e-02   -3.84174188e-03
576      1.91536470e-09    6.07395788e-03    8.47453306e-01    1.14296963e+00    1.73899208e+00   -2.45477108e-02   -3.80503959e-03
577      1.91869804e-09   -9.34039695e-03    8.35900939e-01    1.17515097e+00    1.75635490e+00   -6.16125883e-03   -3.71822549e-03
578      1.92203137e-09   -2.11870376e-02    8.27793970e-01    1.21020275e+00    1.77648702e+00    1.37189366e-02   -3.61756490e-03
579      1.92536470e-09   -2.49409500e-02    8.26289259e-01    1.23592617e+00    1.79221575e+00    2.80551943e-02   -3.53892126e-03
580      1.92869804e-09   -1.91682672e-02    8.32013948e-01    1.24345829e+00    1.79857337e+00    3.23977210e-02   -3.50713314e-03
